 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso do Sul
Período:2020
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"500060 Amambaí";1;0;1;1;1;1;0;0;1;6
"500070 Anastácio";0;0;0;1;0;0;2;0;1;4
"500100 Aparecida do Taboado";1;0;0;0;0;0;0;0;0;1
"500124 Aral Moreira";0;1;0;0;0;0;0;0;0;1
"500190 Bataguassu";0;0;0;1;0;0;0;0;0;1
"500210 Bela Vista";0;0;0;0;0;1;0;0;0;1
"500220 Bonito";0;1;0;0;0;0;0;0;0;1
"500230 Brasilândia";0;0;1;0;0;0;0;0;0;1
"500260 Camapuã";0;1;1;0;0;0;0;0;0;2
"500270 Campo Grande";0;9;6;37;14;21;33;14;16;150
"500290 Cassilândia";0;0;0;1;2;0;0;0;0;3
"500295 Chapadão do Sul";0;0;0;0;0;0;1;0;0;1
"500315 Coronel Sapucaia";1;0;0;1;0;0;0;0;0;2
"500320 Corumbá";2;2;0;1;1;1;1;0;2;10
"500325 Costa Rica";0;0;0;2;0;0;1;0;0;3
"500330 Coxim";0;1;0;2;0;0;0;1;1;5
"500370 Dourados";0;2;1;13;5;6;12;5;12;56
"500375 Eldorado";1;0;0;0;0;0;1;0;0;2
"500380 Fátima do Sul";0;0;0;0;0;0;1;0;0;1
"500430 Iguatemi";0;0;0;1;0;0;0;0;0;1
"500470 Ivinhema";0;0;0;1;0;0;0;0;0;1
"500480 Japorã";0;2;0;0;0;0;0;0;0;2
"500500 Jardim";0;0;1;5;1;0;3;0;0;10
"500540 Maracaju";0;0;0;0;0;1;0;0;0;1
"500560 Miranda";1;0;0;0;0;0;0;0;0;1
"500570 Naviraí";0;3;0;4;2;1;2;0;3;15
"500620 Nova Andradina";0;2;0;1;2;2;3;0;2;12
"500630 Paranaíba";0;1;1;2;0;1;1;0;0;6
"500640 Pedro Gomes";0;1;0;0;0;0;0;0;0;1
"500660 Ponta Porã";1;7;0;5;0;3;3;0;1;20
"500690 Porto Murtinho";0;1;0;0;0;0;0;0;0;1
"500710 Ribas do Rio Pardo";0;1;0;1;0;0;0;0;0;2
"500740 Rio Verde de Mato Grosso";1;0;0;0;0;0;0;0;0;1
"500769 São Gabriel do Oeste";0;0;0;1;1;0;0;0;0;2
"500770 Sete Quedas";0;0;0;0;1;0;0;0;0;1
"500830 Três Lagoas";0;1;3;7;5;3;5;1;2;27
"Total";9;36;15;88;35;41;69;21;41;355
