 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Goiás
Período:2017
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"520005 Abadia de Goiás";0;0;0;0;0;0;2;0;1;0;0;0;3
"520010 Abadiânia";0;0;0;0;0;0;0;1;0;0;0;0;1
"520013 Acreúna";0;0;0;0;0;0;1;1;0;0;0;0;2
"520020 Água Limpa";0;0;0;0;0;0;0;0;0;1;0;0;1
"520025 Águas Lindas de Goiás";0;0;0;0;0;3;2;1;1;0;0;0;7
"520030 Alexânia";0;0;0;0;0;1;0;0;1;0;0;0;2
"520060 Alto Paraíso de Goiás";0;0;0;0;0;3;0;0;0;0;0;0;3
"520110 Anápolis";1;0;0;0;1;17;20;18;10;6;1;0;74
"520130 Anicuns";0;0;0;0;0;1;0;0;0;0;0;0;1
"520140 Aparecida de Goiânia";0;0;0;2;3;36;26;20;9;2;1;0;99
"520170 Aragarças";0;0;0;0;0;0;1;0;1;0;0;0;2
"520180 Aragoiânia";0;0;0;0;0;1;0;1;1;1;0;0;4
"520280 Avelinópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"520310 Baliza";0;0;0;0;0;0;0;0;0;2;0;0;2
"520320 Barro Alto";0;0;0;0;0;0;0;1;0;0;0;0;1
"520330 Bela Vista de Goiás";0;0;0;0;0;0;0;0;1;1;0;0;2
"520350 Bom Jesus de Goiás";0;0;0;0;0;0;0;1;0;0;0;0;1
"520355 Bonfinópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"520380 Britânia";0;0;0;0;0;0;1;0;0;0;0;0;1
"520390 Buriti Alegre";0;0;0;0;0;0;0;1;0;0;0;0;1
"520410 Cachoeira Alta";0;0;0;0;0;0;1;0;0;0;0;0;1
"520450 Caldas Novas";0;0;0;0;0;3;2;5;1;2;1;0;14
"520465 Campinaçu";0;0;0;0;0;0;1;0;0;0;0;0;1
"520490 Campos Belos";0;0;0;0;0;0;0;2;0;0;0;0;2
