 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Goiás
Período:2017
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"520005 Abadia de Goiás";0;0;0;0;1;1;0;0;0;2
"520020 Água Limpa";0;1;0;0;0;0;0;0;0;1
"520025 Águas Lindas de Goiás";0;0;0;2;1;1;2;0;0;6
"520030 Alexânia";0;0;1;1;0;0;0;0;0;2
"520060 Alto Paraíso de Goiás";0;0;0;1;0;0;0;0;0;1
"520110 Anápolis";3;3;2;6;1;9;9;1;5;39
"520140 Aparecida de Goiânia";0;9;2;15;4;9;14;4;8;65
"520180 Aragoiânia";0;0;0;1;1;1;0;0;0;3
"520280 Avelinópolis";0;0;0;1;0;0;0;0;0;1
"520310 Baliza";1;0;0;0;0;0;0;0;0;1
"520320 Barro Alto";0;0;0;0;0;1;0;0;0;1
"520330 Bela Vista de Goiás";0;0;1;0;0;0;1;0;0;2
"520355 Bonfinópolis";0;1;0;0;0;0;0;0;0;1
"520380 Britânia";0;0;1;0;0;0;0;0;0;1
"520450 Caldas Novas";0;3;0;2;0;0;2;1;2;10
"520465 Campinaçu";0;0;0;0;0;0;0;1;0;1
"520490 Campos Belos";1;0;0;0;0;0;0;0;0;1
"520495 Campos Verdes";0;0;0;0;0;0;1;0;0;1
"520500 Carmo do Rio Verde";0;0;0;0;0;0;1;0;0;1
"520510 Catalão";0;3;1;2;1;1;0;0;4;12
"520540 Ceres";0;0;0;1;0;0;0;0;0;1
"520545 Cezarina";0;0;0;0;0;0;1;0;0;1
"520547 Chapadão do Céu";0;0;0;0;0;0;1;0;0;1
"520549 Cidade Ocidental";1;0;0;0;2;0;2;0;0;5
"520551 Cocalzinho de Goiás";0;1;0;0;0;0;0;0;0;1
"520620 Cristalina";0;0;0;0;1;0;1;0;0;2
"520830 Divinópolis de Goiás";0;1;0;0;0;0;0;0;0;1
"520725 Doverlândia";0;0;0;0;0;1;0;0;0;1
"520735 Edealina";0;0;0;0;0;0;0;1;0;1
"520780 Firminópolis";0;1;0;0;0;0;0;0;0;1
"520800 Formosa";0;0;0;1;0;2;1;0;1;5
"520860 Goianésia";0;0;0;1;2;0;0;0;0;3
"520870 Goiânia";5;27;8;36;21;38;68;21;40;264
"520880 Goianira";0;0;0;1;0;0;0;0;0;1
"520920 Guapó";0;1;0;0;0;0;0;0;0;1
"520970 Hidrolândia";0;0;0;0;0;1;0;0;0;1
"520995 Indiara";0;0;0;1;1;0;1;0;0;3
"521000 Inhumas";0;1;3;0;1;0;0;0;0;5
"521010 Ipameri";0;0;0;0;0;0;0;0;2;2
"521040 Itaberaí";0;0;1;2;0;0;0;0;0;3
"521080 Itajá";1;0;1;0;0;0;0;0;0;2
"521120 Itapuranga";0;0;0;0;0;0;0;0;1;1
"521140 Itauçu";0;0;0;0;0;0;1;0;0;1
"521150 Itumbiara";0;1;0;2;1;2;5;2;6;19
"521190 Jataí";1;0;2;7;0;7;2;0;1;20
"521220 Jussara";0;0;0;0;0;1;0;0;1;2
"521225 Lagoa Santa";0;0;1;1;0;0;0;0;0;2
"521230 Leopoldo de Bulhões";0;1;0;0;0;0;0;0;0;1
"521250 Luziânia";1;2;1;1;1;1;4;1;1;13
"521280 Mara Rosa";0;0;0;0;0;0;1;0;0;1
"521300 Maurilândia";0;1;0;0;0;0;0;0;0;1
"521310 Mineiros";0;2;1;0;0;0;1;1;0;5
"521375 Montividiu";0;0;0;0;0;0;1;0;0;1
"521380 Morrinhos";1;0;1;2;1;0;0;0;0;5
"521440 Nazário";0;0;0;0;1;0;1;0;0;2
"521450 Nerópolis";0;1;0;1;0;1;0;0;0;3
"521483 Nova Crixás";0;1;0;0;0;0;0;0;0;1
"521523 Novo Gama";0;1;0;1;2;0;1;1;1;7
"521560 Padre Bernardo";0;1;0;0;0;0;0;0;0;1
"521570 Palmeiras de Goiás";1;0;0;0;0;0;0;0;1;2
"521630 Paranaiguara";1;0;0;0;0;0;0;0;0;1
