 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2016
"Município (Res)";"Masculino";"Feminino";"Total"
"410030 Agudos do Sul";1;0;1
"410040 Almirante Tamandaré";12;4;16
"410050 Altônia";1;0;1
"410080 Alvorada do Sul";2;0;2
"410100 Ampére";0;1;1
"410120 Antonina";1;2;3
"410140 Apucarana";12;8;20
"410150 Arapongas";5;6;11
"410160 Arapoti";2;0;2
"410170 Araruna";2;0;2
"410180 Araucária";11;7;18
"410190 Assaí";0;3;3
"410200 Assis Chateaubriand";0;1;1
"410240 Bandeirantes";2;0;2
"410280 Bela Vista do Paraíso";3;0;3
"410290 Bituruna";1;0;1
"410305 Boa Vista da Aparecida";0;1;1
"410310 Bocaiúva do Sul";1;0;1
"410350 Califórnia";1;1;2
"410370 Cambé";15;2;17
"410380 Cambira";1;0;1
"410390 Campina da Lagoa";0;1;1
"410400 Campina Grande do Sul";8;5;13
"410420 Campo Largo";6;11;17
"410425 Campo Magro";4;0;4
"410430 Campo Mourão";16;9;25
"410440 Cândido de Abreu";0;1;1
"410450 Capanema";0;1;1
"410460 Capitão Leônidas Marques";1;0;1
"410465 Carambeí";2;0;2
"410470 Carlópolis";0;1;1
"410480 Cascavel";57;32;89
"410490 Castro";1;5;6
"410510 Centenário do Sul";0;1;1
"410550 Cianorte";6;3;9
"410570 Clevelândia";1;0;1
"410580 Colombo";44;12;56
"410590 Colorado";1;1;2
"410610 Conselheiro Mairinck";1;0;1
"410640 Cornélio Procópio";12;3;15
"410650 Coronel Vivida";0;1;1
"410655 Corumbataí do Sul";1;0;1
"410680 Cruz Machado";1;0;1
"410660 Cruzeiro do Oeste";2;0;2
"410690 Curitiba";295;114;409
"410720 Dois Vizinhos";1;0;1
"412863 Doutor Ulysses";1;0;1
"410755 Farol";1;0;1
"410765 Fazenda Rio Grande";12;6;18
"410773 Fernandes Pinheiro";1;0;1
"410830 Foz do Iguaçu";45;15;60
"410845 Foz do Jordão";1;0;1
"410832 Francisco Alves";1;0;1
"410840 Francisco Beltrão";21;10;31
"410870 Grandes Rios";1;0;1
"410880 Guaíra";6;5;11
"410930 Guaraniaçu";0;1;1
"410940 Guarapuava";31;17;48
"410960 Guaratuba";2;2;4
"410970 Ibaiti";5;2;7
"410980 Ibiporã";7;0;7
"411000 Iguaraçu";1;0;1
"411040 Indianópolis";1;0;1
"411070 Irati";1;2;3
"411090 Itaguajé";1;0;1
"411125 Itaperuçu";0;1;1
"411150 Ivaiporã";1;0;1
"411180 Jacarezinho";13;5;18
"411190 Jaguapitã";1;1;2
"411200 Jaguariaíva";0;2;2
"411240 Japurá";0;1;1
"411270 Jataizinho";2;1;3
"411280 Joaquim Távora";0;1;1
"411325 Laranjal";0;2;2
"411330 Laranjeiras do Sul";1;3;4
"411350 Loanda";1;0;1
"411370 Londrina";97;28;125
"411390 Mallet";0;1;1
"411420 Mandaguari";0;1;1
"411430 Mandirituba";0;1;1
"411460 Marechal Cândido Rondon";6;2;8
"411480 Marialva";1;0;1
"411520 Maringá";95;27;122
"411545 Marquinho";1;0;1
"411570 Matinhos";2;2;4
"411575 Mauá da Serra";0;1;1
"411580 Medianeira";1;1;2
"411620 Morretes";3;1;4
"411630 Munhoz de Melo";0;1;1
"411670 Nova Aurora";1;0;1
"411680 Nova Cantu";1;0;1
"411700 Nova Fátima";0;1;1
"411705 Nova Laranjeiras";0;1;1
"411710 Nova Londrina";0;1;1
"411720 Nova Olímpia";1;0;1
"411721 Nova Santa Bárbara";1;0;1
"411727 Nova Tebas";0;1;1
"411729 Novo Itacolomi";1;0;1
"411750 Paiçandu";3;0;3
"411760 Palmas";3;1;4
"411770 Palmeira";0;1;1
"411790 Palotina";4;1;5
"411800 Paraíso do Norte";2;0;2
"411820 Paranaguá";54;28;82
"411840 Paranavaí";21;4;25
"411845 Pato Bragado";1;0;1
"411850 Pato Branco";17;14;31
"411880 Peabiru";2;2;4
"411915 Pinhais";26;15;41
"411930 Pinhão";2;1;3
"411940 Piraí do Sul";2;0;2
"411950 Piraquara";14;8;22
"411960 Pitanga";3;1;4
"411980 Planalto";0;1;1
"411990 Ponta Grossa";65;44;109
"411995 Pontal do Paraná";1;1;2
"412020 Porto Rico";0;2;2
"412060 Prudentópolis";3;3;6
"412070 Quatiguá";1;1;2
"412080 Quatro Barras";4;3;7
"412090 Quedas do Iguaçu";0;1;1
"412150 Rebouças";1;1;2
"412170 Reserva";0;1;1
"412190 Ribeirão do Pinhal";1;2;3
"412220 Rio Branco do Sul";1;2;3
"412230 Rio Negro";3;2;5
"412240 Rolândia";7;2;9
"412260 Rondon";1;0;1
"412270 Sabáudia";1;0;1
"412350 Santa Helena";2;0;2
"412402 Santa Tereza do Oeste";0;1;1
"412405 Santa Terezinha de Itaipu";3;0;3
"412400 Santana do Itararé";0;1;1
"412430 Santo Antônio do Paraíso";0;1;1
"412470 São Jerônimo da Serra";1;0;1
"412550 São José dos Pinhais";41;18;59
"412570 São Miguel do Iguaçu";1;0;1
"412575 São Pedro do Iguaçu";2;0;2
"412580 São Pedro do Ivaí";1;1;2
"412625 Sarandi";7;6;13
"412640 Sertaneja";1;0;1
"412650 Sertanópolis";2;0;2
"412660 Siqueira Campos";0;1;1
"412680 Tapejara";1;0;1
"412700 Teixeira Soares";1;0;1
"412710 Telêmaco Borba";0;2;2
"412720 Terra Boa";1;0;1
"412730 Terra Rica";1;0;1
"412740 Terra Roxa";1;2;3
