 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2018
Ano Notificação: 2018
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2018
"Município (Res)";"Masculino";"Feminino";"Total"
"430030 Alecrim";1;0;1
"430040 Alegrete";7;2;9
"430045 Alegria";0;1;1
"430047 Almirante Tamandaré do Sul";1;1;2
"430060 Alvorada";40;39;79
"430066 André da Rocha";0;1;1
"430080 Antônio Prado";1;0;1
"430087 Araricá";1;0;1
"430090 Aratiba";1;0;1
"430100 Arroio do Meio";0;1;1
"430107 Arroio do Padre";1;0;1
"430105 Arroio do Sal";0;1;1
"430130 Arroio Grande";3;0;3
"430160 Bagé";17;9;26
"430163 Balneário Pinhal";0;1;1
"430190 Barra do Ribeiro";1;1;2
"430200 Barros Cassal";1;0;1
"430210 Bento Gonçalves";15;5;20
"430222 Boa Vista do Cadeado";1;1;2
"430230 Bom Jesus";2;1;3
"430235 Bom Princípio";1;2;3
"430240 Bom Retiro do Sul";0;1;1
"430270 Butiá";1;1;2
"430280 Caçapava do Sul";4;0;4
"430290 Cacequi";2;0;2
"430300 Cachoeira do Sul";21;9;30
"430310 Cachoeirinha";28;11;39
"430350 Camaquã";6;9;15
"430390 Campo Bom";14;4;18
"430420 Candelária";4;2;6
"430435 Candiota";0;1;1
"430440 Canela";14;5;19
"430460 Canoas";84;65;149
"430461 Canudos do Vale";1;0;1
"430463 Capão da Canoa";14;8;22
"430466 Capão do Leão";1;0;1
"430468 Capela de Santana";2;0;2
"430470 Carazinho";3;6;9
"430480 Carlos Barbosa";2;0;2
"430490 Casca";1;0;1
"430495 Caseiros";0;1;1
"430510 Caxias do Sul";61;31;92
"430512 Cerrito";0;1;1
"430517 Cerro Grande do Sul";1;0;1
"430535 Charqueadas";19;7;26
"430543 Chuí";0;1;1
"430545 Cidreira";4;3;7
"430610 Cruz Alta";6;13;19
"430620 Cruzeiro do Sul";1;0;1
"430630 David Canabarro";1;0;1
"430640 Dois Irmãos";3;2;5
"430660 Dom Pedrito";2;1;3
"430675 Doutor Ricardo";1;0;1
"430676 Eldorado do Sul";7;3;10
"430680 Encantado";1;3;4
"430690 Encruzilhada do Sul";0;1;1
"430700 Erechim";8;8;16
"430750 Espumoso";2;1;3
"430760 Estância Velha";4;5;9
"430770 Esteio";13;13;26
"430780 Estrela";6;4;10
"430790 Farroupilha";4;3;7
"430810 Feliz";0;1;1
"430820 Flores da Cunha";2;2;4
"430850 Frederico Westphalen";7;2;9
"430860 Garibaldi";2;0;2
"430870 Gaurama";1;0;1
"430880 General Câmara";0;1;1
"430900 Giruá";1;1;2
"430910 Gramado";4;4;8
"430915 Gramado Xavier";1;0;1
"430920 Gravataí";47;22;69
"430930 Guaíba";17;14;31
"430940 Guaporé";1;1;2
"430710 Herval";2;0;2
"430957 Herveiras";0;1;1
"430960 Horizontina";3;1;4
"431000 Ibirubá";1;0;1
"431010 Igrejinha";1;1;2
"431020 Ijuí";12;7;19
"431030 Ilópolis";0;1;1
"431033 Imbé";2;0;2
"431040 Independência";1;0;1
"431041 Inhacorá";1;0;1
"431050 Iraí";1;0;1
"431055 Itacurubi";1;0;1
"431060 Itaqui";7;3;10
"431075 Ivorá";0;1;1
"431080 Ivoti";1;1;2
"431100 Jaguarão";2;0;2
"431120 Júlio de Castilhos";0;1;1
"431130 Lagoa Vermelha";1;2;3
"431140 Lajeado";24;14;38
"431160 Liberato Salzano";0;1;1
"431173 Mampituba";1;0;1
"431175 Manoel Viana";1;0;1
"431180 Marau";3;0;3
"431240 Montenegro";18;12;30
"431242 Mormaço";1;0;1
"431244 Morrinhos do Sul";1;0;1
"431250 Mostardas";0;1;1
"431306 Nova Hartz";1;2;3
"431320 Nova Petrópolis";1;0;1
"431337 Nova Santa Rita";6;2;8
"431349 Novo Barreiro";1;2;3
"431340 Novo Hamburgo";65;48;113
"431344 Novo Tiradentes";1;0;1
"431350 Osório";16;6;22
"431365 Palmares do Sul";2;0;2
"431370 Palmeira das Missões";1;2;3
"431390 Panambi";1;1;2
"431395 Pantano Grande";2;0;2
"431400 Paraí";1;0;1
"431402 Paraíso do Sul";1;0;1
"431405 Parobé";9;3;12
"431410 Passo Fundo";25;18;43
"431415 Paverama";0;1;1
"431420 Pedro Osório";1;0;1
"431440 Pelotas";101;60;161
"431447 Pinhal Grande";1;0;1
"431449 Pinheirinho do Vale";0;1;1
"431470 Planalto";1;0;1
"431480 Portão";2;0;2
"431490 Porto Alegre";507;347;854
"431530 Quaraí";2;0;2
"431550 Restinga Seca";1;1;2
"431560 Rio Grande";78;51;129
"431570 Rio Pardo";8;0;8
"431595 Rolador";0;1;1
"431620 Rondinha";0;1;1
"431640 Rosário do Sul";6;4;10
"431645 Salto do Jacuí";1;0;1
"431680 Santa Cruz do Sul";24;17;41
"431690 Santa Maria";73;28;101
"431720 Santa Rosa";5;5;10
"431730 Santa Vitória do Palmar";3;9;12
"431710 Santana do Livramento";5;8;13
"431740 Santiago";8;7;15
"431750 Santo Ângelo";11;9;20
"431760 Santo Antônio da Patrulha";10;4;14
"431780 Santo Augusto";1;0;1
"431790 Santo Cristo";1;1;2
"431800 São Borja";10;5;15
"431810 São Francisco de Assis";1;0;1
"431820 São Francisco de Paula";1;1;2
"431830 São Gabriel";7;3;10
"431840 São Jerônimo";7;7;14
"431849 São José do Inhacorá";0;1;1
"431850 São José do Norte";2;1;3
"431870 São Leopoldo";58;39;97
"431880 São Lourenço do Sul";2;0;2
"431890 São Luiz Gonzaga";5;2;7
"431900 São Marcos";2;1;3
"431930 São Paulo das Missões";0;1;1
"431936 São Pedro das Missões";1;0;1
"431940 São Pedro do Sul";1;0;1
"431950 São Sebastião do Caí";2;0;2
"431960 São Sepé";4;1;5
"431990 Sapiranga";6;14;20
"432000 Sapucaia do Sul";26;26;52
"432010 Sarandi";1;0;1
"432045 Sério";1;0;1
"432055 Sertão Santana";0;1;1
"432070 Sobradinho";2;1;3
"432080 Soledade";4;2;6
"432085 Tabaí";0;1;1
"432090 Tapejara";1;0;1
"432110 Tapes";1;2;3
"432120 Taquara";14;7;21
"432130 Taquari";0;2;2
"432135 Tavares";0;1;1
"432140 Tenente Portela";0;1;1
"432145 Teutônia";3;0;3
"432150 Torres";5;5;10
"432160 Tramandaí";20;13;33
"432170 Três Coroas";0;1;1
"432180 Três de Maio";3;0;3
"432190 Três Passos";2;2;4
"432195 Trindade do Sul";1;1;2
"432200 Triunfo";3;2;5
"432210 Tucunduva";0;1;1
"432218 Tupanci do Sul";1;0;1
"432220 Tupanciretã";0;1;1
"432240 Uruguaiana";24;11;35
"432250 Vacaria";9;5;14
"432253 Vale do Sol";0;1;1
"432260 Venâncio Aires";5;2;7
"432270 Vera Cruz";4;1;5
"432300 Viamão";58;38;96
"432310 Vicente Dutra";0;1;1
"432340 Vila Maria";2;1;3
"432380 Xangri-lá";2;1;3
"Total";1892;1230;3122
