 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2018
Ano Notificação: 2018
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2018
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"430030 Alecrim";0;0;0;0;0;0;0;0;1;0;0;0;1
"430040 Alegrete";0;0;0;0;0;1;2;3;1;2;0;0;9
"430045 Alegria";0;0;0;0;0;1;0;0;0;0;0;0;1
"430047 Almirante Tamandaré do Sul";0;0;0;0;0;0;0;0;1;1;0;0;2
"430060 Alvorada";0;0;1;0;3;6;23;26;12;8;0;0;79
"430066 André da Rocha";0;0;0;0;0;0;0;0;1;0;0;0;1
"430080 Antônio Prado";0;0;0;0;0;0;0;0;1;0;0;0;1
"430087 Araricá";0;0;0;0;0;1;0;0;0;0;0;0;1
"430090 Aratiba";0;0;0;0;0;0;0;0;0;1;0;0;1
"430100 Arroio do Meio";0;0;0;0;0;0;0;0;1;0;0;0;1
"430107 Arroio do Padre";0;0;0;0;0;0;0;0;1;0;0;0;1
"430105 Arroio do Sal";0;0;0;0;0;0;0;0;0;1;0;0;1
"430130 Arroio Grande";0;0;0;0;0;1;1;1;0;0;0;0;3
"430160 Bagé";0;0;0;0;0;5;10;2;7;2;0;0;26
"430163 Balneário Pinhal";0;0;0;0;0;0;0;1;0;0;0;0;1
"430190 Barra do Ribeiro";0;0;0;0;0;0;0;1;1;0;0;0;2
"430200 Barros Cassal";0;0;0;0;0;0;0;0;1;0;0;0;1
"430210 Bento Gonçalves";0;0;0;0;0;7;4;1;5;3;0;0;20
"430222 Boa Vista do Cadeado";0;0;0;0;0;0;0;1;0;1;0;0;2
"430230 Bom Jesus";0;0;0;0;0;1;2;0;0;0;0;0;3
"430235 Bom Princípio";0;0;0;0;0;1;2;0;0;0;0;0;3
"430240 Bom Retiro do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"430270 Butiá";0;0;0;0;0;0;1;0;0;1;0;0;2
"430280 Caçapava do Sul";0;0;0;0;0;1;1;1;1;0;0;0;4
"430290 Cacequi";0;0;0;0;0;1;0;1;0;0;0;0;2
"430300 Cachoeira do Sul";0;0;0;0;1;4;8;5;8;3;0;1;30
"430310 Cachoeirinha";0;0;0;0;0;10;11;8;7;3;0;0;39
"430350 Camaquã";0;0;0;0;0;3;3;5;2;2;0;0;15
"430390 Campo Bom";0;0;0;0;1;3;8;4;1;1;0;0;18
"430420 Candelária";0;0;0;0;0;1;3;2;0;0;0;0;6
"430435 Candiota";0;0;0;0;0;0;0;1;0;0;0;0;1
"430440 Canela";0;0;0;0;0;4;4;3;3;4;1;0;19
"430460 Canoas";0;0;1;1;3;27;49;37;22;8;0;1;149
"430461 Canudos do Vale";0;0;0;0;0;0;0;0;0;1;0;0;1
"430463 Capão da Canoa";0;1;0;0;0;4;3;6;5;3;0;0;22
"430466 Capão do Leão";0;0;0;0;0;0;1;0;0;0;0;0;1
"430468 Capela de Santana";0;0;0;0;0;0;1;1;0;0;0;0;2
"430470 Carazinho";0;0;0;0;0;1;1;2;3;2;0;0;9
"430480 Carlos Barbosa";0;0;0;0;0;0;0;1;1;0;0;0;2
"430490 Casca";0;0;0;0;0;0;0;0;1;0;0;0;1
"430495 Caseiros";0;0;0;0;0;0;0;0;1;0;0;0;1
"430510 Caxias do Sul";1;1;0;0;1;24;23;21;12;8;1;0;92
"430512 Cerrito";0;0;0;0;0;1;0;0;0;0;0;0;1
"430517 Cerro Grande do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"430535 Charqueadas";1;0;0;0;0;4;9;7;4;1;0;0;26
"430543 Chuí";0;0;0;0;0;0;0;1;0;0;0;0;1
"430545 Cidreira";0;0;0;0;0;2;0;1;2;2;0;0;7
"430610 Cruz Alta";0;0;0;0;0;2;7;2;5;0;2;1;19
"430620 Cruzeiro do Sul";0;0;0;0;0;0;0;0;0;1;0;0;1
"430630 David Canabarro";0;0;0;0;0;0;1;0;0;0;0;0;1
"430640 Dois Irmãos";0;0;0;0;0;0;2;1;1;1;0;0;5
"430660 Dom Pedrito";0;0;0;0;0;1;0;2;0;0;0;0;3
"430675 Doutor Ricardo";0;0;0;0;0;0;1;0;0;0;0;0;1
"430676 Eldorado do Sul";0;0;0;0;0;1;4;3;1;1;0;0;10
"430680 Encantado";0;0;0;0;0;0;0;2;1;1;0;0;4
"430690 Encruzilhada do Sul";1;0;0;0;0;0;0;0;0;0;0;0;1
"430700 Erechim";0;0;0;0;0;5;7;2;0;2;0;0;16
"430750 Espumoso";0;0;0;0;0;1;0;1;0;1;0;0;3
"430760 Estância Velha";0;0;0;0;0;1;3;4;0;1;0;0;9
"430770 Esteio";0;0;0;0;0;4;12;6;1;3;0;0;26
"430780 Estrela";0;0;0;0;0;1;1;4;2;1;1;0;10
"430790 Farroupilha";0;0;0;0;0;0;1;2;4;0;0;0;7
"430810 Feliz";0;0;0;0;0;0;0;0;1;0;0;0;1
"430820 Flores da Cunha";0;0;0;0;0;2;1;0;1;0;0;0;4
"430850 Frederico Westphalen";0;0;0;0;0;0;4;3;1;1;0;0;9
"430860 Garibaldi";0;0;0;0;0;0;1;0;1;0;0;0;2
"430870 Gaurama";0;0;0;0;0;0;0;1;0;0;0;0;1
"430880 General Câmara";0;0;0;0;0;0;0;0;1;0;0;0;1
"430900 Giruá";0;0;0;0;0;0;1;0;0;1;0;0;2
"430910 Gramado";0;0;0;0;0;1;5;0;0;2;0;0;8
"430915 Gramado Xavier";0;0;0;0;0;0;1;0;0;0;0;0;1
"430920 Gravataí";0;1;0;0;1;13;15;19;13;7;0;0;69
"430930 Guaíba";0;0;0;0;0;5;10;7;5;3;1;0;31
"430940 Guaporé";0;0;0;0;0;1;0;0;1;0;0;0;2
"430710 Herval";0;0;0;0;0;0;0;0;1;0;1;0;2
"430957 Herveiras";0;1;0;0;0;0;0;0;0;0;0;0;1
"430960 Horizontina";0;0;0;0;0;1;2;1;0;0;0;0;4
