 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso
Período:2022
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"510010 Acorizal";1;0;0;0;0;0;0;0;0;1
"510020 Água Boa";0;0;0;2;0;0;0;1;0;3
"510025 Alta Floresta";1;1;1;3;0;1;1;0;0;8
"510030 Alto Araguaia";0;1;1;0;0;0;0;0;0;2
"510040 Alto Garças";0;0;0;0;1;0;0;0;1;2
"510080 Apiacás";0;1;0;0;0;0;1;0;0;2
"510125 Araputanga";1;0;1;0;0;0;1;0;0;3
"510140 Aripuanã";0;0;0;0;0;1;0;0;0;1
"510180 Barra do Garças";0;0;0;3;0;0;3;0;0;6
"510190 Brasnorte";0;0;0;0;0;0;1;0;0;1
"510250 Cáceres";0;1;0;6;0;4;5;1;3;20
"510263 Campo Novo do Parecis";0;0;0;1;1;0;0;0;1;3
"510267 Campo Verde";0;2;0;3;2;1;2;1;0;11
"510270 Canarana";0;0;0;0;1;0;1;0;0;2
"510279 Carlinda";1;0;0;0;0;0;0;0;0;1
"510285 Castanheira";0;0;0;1;0;0;0;0;0;1
"510320 Colíder";0;0;1;2;0;0;2;0;1;6
"510330 Comodoro";0;0;0;0;0;0;1;0;0;1
"510335 Confresa";0;1;1;4;1;0;4;0;1;12
"510340 Cuiabá";0;13;2;11;12;24;49;17;39;167
"510345 Denise";0;0;1;0;0;0;0;0;0;1
"510350 Diamantino";0;0;0;0;1;0;1;0;2;4
"510360 Dom Aquino";0;1;0;0;0;0;0;0;0;1
"510410 Guarantã do Norte";1;0;0;1;0;1;1;0;0;4
"510420 Guiratinga";0;1;0;0;0;0;0;0;0;1
"510450 Indiavaí";0;1;0;0;0;0;0;0;0;1
"510460 Itiquira";0;0;0;0;0;0;1;0;0;1
"510480 Jaciara";0;0;0;0;0;0;1;0;0;1
"510490 Jangada";0;1;0;0;0;0;1;0;0;2
"510510 Juara";0;0;0;1;0;0;0;0;0;1
"510515 Juína";0;1;2;6;1;2;1;0;0;13
"510525 Lucas do Rio Verde";0;0;0;0;0;1;1;0;1;3
"510560 Matupá";0;0;0;0;0;0;2;0;0;2
"510562 Mirassol d'Oeste";1;0;1;0;0;0;0;1;0;3
"510610 Nossa Senhora do Livramento";1;0;1;0;0;0;0;0;0;2
"510615 Nova Bandeirantes";0;1;0;0;0;0;0;0;0;1
"510880 Nova Guarita";0;0;0;0;0;0;0;0;1;1
"510895 Nova Monte Verde";0;2;0;0;0;1;0;0;0;3
"510622 Nova Mutum";0;2;0;1;1;1;1;1;0;7
"510623 Nova Olímpia";0;0;0;1;0;0;0;0;0;1
"510630 Paranatinga";1;0;0;2;1;0;2;0;0;6
"510637 Pedra Preta";0;1;0;1;0;0;0;0;0;2
"510642 Peixoto de Azevedo";0;3;0;2;0;0;0;0;0;5
"510650 Poconé";0;1;0;1;1;0;0;0;0;3
"510675 Pontes e Lacerda";0;0;0;0;1;1;0;0;0;2
"510682 Porto Esperidião";1;0;0;0;0;1;0;0;0;2
"510704 Primavera do Leste";0;4;1;2;0;2;3;3;0;15
"510760 Rondonópolis";1;5;2;5;6;16;24;6;11;76
"510776 Santa Rita do Trivelato";0;0;0;0;0;1;0;0;0;1
"510780 Santo Antônio do Leverger";1;0;0;0;1;0;0;0;1;3
"510785 São Félix do Araguaia";0;0;0;0;0;0;1;0;0;1
"510730 São José do Rio Claro";0;0;0;0;0;0;0;0;1;1
"510740 São Pedro da Cipa";0;0;0;0;0;1;0;0;0;1
"510790 Sinop";0;4;4;5;6;8;19;3;3;52
"510792 Sorriso";0;1;1;7;3;6;9;2;3;32
"510794 Tabaporã";0;0;0;0;0;1;0;0;0;1
"510795 Tangará da Serra";1;5;0;8;2;5;7;1;8;37
"510800 Tapurah";0;0;0;0;2;0;0;0;0;2
"510810 Tesouro";0;0;0;0;0;0;1;0;0;1
"510840 Várzea Grande";1;5;5;7;2;15;36;6;14;91
"510850 Vera";0;0;0;0;0;0;1;0;0;1
"510860 Vila Rica";0;1;0;0;0;0;0;0;0;1
"Total";13;60;25;86;46;94;184;43;91;642
