 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso
Período:2022
"Município (Res)";"Masculino";"Feminino";"Total"
"510010 Acorizal";2;0;2
"510020 Água Boa";4;1;5
"510025 Alta Floresta";4;4;8
"510030 Alto Araguaia";2;1;3
"510040 Alto Garças";1;1;2
"510080 Apiacás";1;1;2
"510125 Araputanga";2;1;3
"510140 Aripuanã";1;0;1
"510180 Barra do Garças";4;2;6
"510190 Brasnorte";1;0;1
"510250 Cáceres";17;3;20
"510263 Campo Novo do Parecis";2;2;4
"510267 Campo Verde";6;5;11
"510270 Canarana";1;1;2
"510279 Carlinda";1;0;1
"510285 Castanheira";1;0;1
"510320 Colíder";3;4;7
"510325 Colniza";1;0;1
"510330 Comodoro";1;0;1
"510335 Confresa";6;6;12
"510340 Cuiabá";163;36;199
"510345 Denise";1;0;1
"510350 Diamantino";3;1;4
"510360 Dom Aquino";1;0;1
"510410 Guarantã do Norte";1;4;5
"510420 Guiratinga";1;0;1
"510450 Indiavaí";1;0;1
"510460 Itiquira";1;1;2
"510480 Jaciara";1;1;2
"510490 Jangada";2;0;2
"510510 Juara";0;1;1
"510515 Juína";9;4;13
"510525 Lucas do Rio Verde";3;0;3
"510558 Marcelândia";0;1;1
"510560 Matupá";2;0;2
"510562 Mirassol d'Oeste";3;1;4
"510610 Nossa Senhora do Livramento";2;2;4
"510615 Nova Bandeirantes";1;0;1
"510620 Nova Brasilândia";1;1;2
"510880 Nova Guarita";0;1;1
"510895 Nova Monte Verde";3;0;3
"510622 Nova Mutum";5;5;10
"510623 Nova Olímpia";0;1;1
"510625 Nova Xavantina";1;0;1
"510626 Novo Mundo";0;1;1
"510630 Paranatinga";5;3;8
"510637 Pedra Preta";1;1;2
"510642 Peixoto de Azevedo";4;1;5
"510650 Poconé";2;1;3
"510675 Pontes e Lacerda";1;1;2
"510682 Porto Esperidião";0;2;2
"510704 Primavera do Leste";14;4;18
"510706 Querência";1;0;1
"510760 Rondonópolis";66;25;91
"510776 Santa Rita do Trivelato";1;0;1
"510780 Santo Antônio do Leverger";2;1;3
"510785 São Félix do Araguaia";0;1;1
"510730 São José do Rio Claro";1;0;1
"510710 São José dos Quatro Marcos";2;0;2
"510740 São Pedro da Cipa";1;0;1
"510790 Sinop";39;13;52
"510792 Sorriso";23;9;32
"510794 Tabaporã";0;1;1
"510795 Tangará da Serra";29;11;40
"510800 Tapurah";2;0;2
"510805 Terra Nova do Norte";1;0;1
"510810 Tesouro";1;0;1
"510840 Várzea Grande";82;26;108
"510850 Vera";1;0;1
"510550 Vila Bela da Santíssima Trindade";1;0;1
"510860 Vila Rica";0;1;1
"Total";546;194;740
