 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso do Sul
Período:2019
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"500020 Água Clara";0;1;0;0;0;0;0;0;0;1
"500060 Amambaí";2;0;1;0;0;0;0;0;0;3
"500070 Anastácio";0;0;0;0;0;1;0;1;0;2
"500085 Angélica";0;2;0;0;0;0;0;0;0;2
"500090 Antônio João";0;0;1;0;0;0;0;0;0;1
"500100 Aparecida do Taboado";0;0;0;0;0;0;1;0;0;1
"500110 Aquidauana";0;1;0;0;0;2;0;1;1;5
"500124 Aral Moreira";1;0;0;0;0;0;1;0;0;2
"500150 Bandeirantes";0;0;0;1;0;0;0;0;0;1
"500190 Bataguassu";0;0;0;0;1;0;0;0;0;1
"500210 Bela Vista";0;0;0;0;1;0;0;0;0;1
"500240 Caarapó";0;0;0;1;0;0;1;0;0;2
"500270 Campo Grande";1;20;19;41;40;32;75;24;26;278
"500280 Caracol";0;0;1;0;0;0;0;0;0;1
"500295 Chapadão do Sul";0;0;0;0;0;0;1;0;0;1
"500320 Corumbá";0;1;0;8;1;5;4;0;4;23
"500325 Costa Rica";0;0;0;0;0;1;2;0;0;3
"500330 Coxim";1;3;1;6;2;2;1;2;0;18
"500370 Dourados";1;2;2;18;11;13;18;11;9;85
"500375 Eldorado";0;1;0;1;0;0;1;0;0;3
"500430 Iguatemi";0;0;0;0;0;0;0;0;1;1
"500460 Itaquiraí";0;1;0;0;0;0;0;0;0;1
"500470 Ivinhema";0;0;0;0;0;1;0;0;0;1
"500500 Jardim";0;1;2;2;0;0;1;0;0;6
"500540 Maracaju";0;0;1;0;0;0;0;0;0;1
"500568 Mundo Novo";0;1;0;0;0;0;0;0;0;1
"500570 Naviraí";2;1;2;7;1;0;4;0;0;17
"500600 Nova Alvorada do Sul";0;0;0;2;0;0;0;0;0;2
"500620 Nova Andradina";0;2;0;3;0;3;0;2;1;11
"500630 Paranaíba";0;0;0;1;2;0;0;1;2;6
"500640 Pedro Gomes";0;0;1;0;0;0;0;0;0;1
"500660 Ponta Porã";3;6;5;12;2;1;5;2;4;40
"500690 Porto Murtinho";0;0;0;0;0;0;0;0;1;1
"500710 Ribas do Rio Pardo";1;0;0;0;0;0;0;0;0;1
"500720 Rio Brilhante";0;0;0;1;1;0;0;0;0;2
"500730 Rio Negro";0;0;0;1;0;0;0;0;0;1
"500740 Rio Verde de Mato Grosso";1;0;1;4;0;0;0;0;0;6
"500769 São Gabriel do Oeste";0;0;0;0;1;1;0;0;0;2
"500770 Sete Quedas";0;0;0;0;0;0;1;0;0;1
"500790 Sidrolândia";0;1;0;0;0;0;0;1;0;2
"500830 Três Lagoas";0;4;11;2;3;4;7;0;3;34
"Total";13;48;48;111;66;66;123;45;52;572
