 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2019
"Município (Res)";"Masculino";"Feminino";"Total"
"500020 Água Clara";2;0;2
"500060 Amambaí";2;1;3
"500070 Anastácio";4;0;4
"500085 Angélica";2;0;2
"500090 Antônio João";0;1;1
"500100 Aparecida do Taboado";1;1;2
"500110 Aquidauana";4;2;6
"500124 Aral Moreira";1;1;2
"500150 Bandeirantes";1;0;1
"500190 Bataguassu";1;0;1
"500210 Bela Vista";1;0;1
"500240 Caarapó";1;2;3
"500270 Campo Grande";243;82;325
"500280 Caracol";1;0;1
"500290 Cassilândia";3;0;3
"500295 Chapadão do Sul";0;1;1
"500315 Coronel Sapucaia";0;1;1
"500320 Corumbá";18;12;30
"500325 Costa Rica";1;3;4
"500330 Coxim";15;5;20
"500370 Dourados";79;29;108
"500375 Eldorado";2;2;4
"500430 Iguatemi";1;0;1
"500460 Itaquiraí";1;0;1
"500470 Ivinhema";1;1;2
"500500 Jardim";5;3;8
"500520 Ladário";0;1;1
"500540 Maracaju";0;2;2
"500568 Mundo Novo";1;1;2
"500570 Naviraí";14;10;24
"500580 Nioaque";1;0;1
"500600 Nova Alvorada do Sul";2;0;2
"500620 Nova Andradina";8;4;12
"500630 Paranaíba";12;4;16
"500640 Pedro Gomes";1;0;1
"500660 Ponta Porã";24;21;45
"500690 Porto Murtinho";1;0;1
"500710 Ribas do Rio Pardo";0;1;1
"500720 Rio Brilhante";1;1;2
"500730 Rio Negro";1;1;2
"500740 Rio Verde de Mato Grosso";3;3;6
"500769 São Gabriel do Oeste";1;1;2
"500770 Sete Quedas";1;0;1
"500790 Sidrolândia";2;0;2
"500830 Três Lagoas";23;13;36
"Total";486;210;696
