 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2017
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";1;1;2
"420050 Águas de Chapecó";1;0;1
"420060 Águas Mornas";1;0;1
"420090 Angelina";1;0;1
"420100 Anita Garibaldi";2;0;2
"420120 Antônio Carlos";0;1;1
"420125 Apiúna";2;1;3
"420130 Araquari";2;1;3
"420140 Araranguá";15;9;24
"420150 Armazém";1;0;1
"420160 Arroio Trinta";1;0;1
"420165 Arvoredo";1;0;1
"420195 Balneário Arroio do Silva";3;2;5
"420205 Balneário Barra do Sul";1;0;1
"420200 Balneário Camboriú";69;25;94
"420207 Balneário Gaivota";3;0;3
"420210 Barra Velha";7;3;10
"420230 Biguaçu";25;3;28
"420240 Blumenau";74;33;107
"420245 Bombinhas";2;0;2
"420280 Braço do Norte";1;0;1
"420287 Brunópolis";1;0;1
"420290 Brusque";26;8;34
"420300 Caçador";5;3;8
"420310 Caibi";1;0;1
"420315 Calmon";1;0;1
"420320 Camboriú";13;11;24
"420330 Campo Alegre";1;0;1
"420350 Campo Erê";1;0;1
"420360 Campos Novos";1;2;3
"420370 Canelinha";0;2;2
"420380 Canoinhas";4;2;6
"420395 Capivari de Baixo";2;5;7
"420410 Caxambu do Sul";0;1;1
"420417 Cerro Negro";2;0;2
"420420 Chapecó";36;13;49
"420425 Cocal do Sul";3;0;3
"420430 Concórdia";5;1;6
"420435 Cordilheira Alta";1;0;1
"420440 Coronel Freitas";1;0;1
"420455 Correia Pinto";1;1;2
"420460 Criciúma";47;25;72
"420470 Cunha Porã";1;0;1
"420480 Curitibanos";5;3;8
"420500 Dionísio Cerqueira";1;0;1
"420517 Entre Rios";1;0;1
"420530 Faxinal dos Guedes";1;0;1
"420540 Florianópolis";212;78;290
"420545 Forquilhinha";3;2;5
"420550 Fraiburgo";2;1;3
"420570 Garopaba";1;1;2
"420580 Garuva";0;1;1
"420590 Gaspar";9;5;14
"420600 Governador Celso Ramos";1;2;3
"420630 Guabiruba";2;0;2
"420650 Guaramirim";3;2;5
"420660 Guarujá do Sul";1;1;2
"420665 Guatambú";0;1;1
"420670 Herval d'Oeste";2;1;3
"420690 Ibirama";2;1;3
"420700 Içara";11;10;21
"420730 Imbituba";9;8;17
"420750 Indaial";11;8;19
"420765 Iporã do Oeste";1;0;1
"420768 Ipuaçu";0;1;1
"420770 Ipumirim";1;0;1
"420820 Itajaí";69;42;111
"420830 Itapema";11;7;18
"420840 Itapiranga";1;0;1
"420845 Itapoá";0;2;2
"420850 Ituporanga";6;0;6
"420880 Jaguaruna";3;0;3
"420890 Jaraguá do Sul";28;14;42
"420900 Joaçaba";8;5;13
"420910 Joinville";106;45;151
"420930 Lages";31;21;52
"420940 Laguna";4;4;8
"420950 Laurentino";1;0;1
"420960 Lauro Muller";2;0;2
"420970 Lebon Régis";1;0;1
"421010 Mafra";4;1;5
"421100 Mondaí";2;0;2
"421130 Navegantes";17;9;26
"421150 Nova Trento";3;1;4
"421160 Nova Veneza";1;0;1
"421170 Orleans";4;3;7
"421175 Otacílio Costa";0;1;1
"421185 Ouro Verde";1;0;1
"421190 Palhoça";43;26;69
"421200 Palma Sola";1;0;1
"421210 Palmitos";2;2;4
"421250 Penha";3;5;8
"421280 Piçarras";5;3;8
"421320 Pomerode";3;0;3
"421330 Ponte Alta";1;0;1
"421340 Ponte Serrada";1;0;1
"421350 Porto Belo";0;1;1
"421360 Porto União";4;1;5
"421370 Pouso Redondo";1;0;1
"421380 Praia Grande";2;0;2
"421400 Presidente Getúlio";2;0;2
"421420 Quilombo";1;0;1
"421460 Rio do Oeste";1;0;1
"421480 Rio do Sul";22;12;34
"421500 Rio Negrinho";1;2;3
"421510 Rodeio";1;2;3
"421545 Sangão";1;0;1
"421550 Santa Cecília";3;1;4
"421565 Santa Rosa do Sul";1;0;1
"421570 Santo Amaro da Imperatriz";2;1;3
"421580 São Bento do Sul";3;6;9
"421620 São Francisco do Sul";15;7;22
"421630 São João Batista";2;0;2
"421625 São João do Oeste";1;0;1
"421650 São Joaquim";2;1;3
"421660 São José";71;25;96
"421670 São José do Cedro";1;1;2
"421700 São Ludgero";1;0;1
"421720 São Miguel do Oeste";3;3;6
"421760 Siderópolis";0;2;2
"421770 Sombrio";3;3;6
"421780 Taió";1;0;1
"421790 Tangará";1;1;2
"421800 Tijucas";7;7;14
"421820 Timbó";7;6;13
"421850 Treze Tílias";1;1;2
"421870 Tubarão";43;16;59
"421890 Urubici";0;1;1
"421900 Urussanga";1;0;1
"421910 Vargeão";2;1;3
"421930 Videira";3;0;3
"421935 Vitor Meireles";1;0;1
"421950 Xanxerê";12;2;14
"421970 Xaxim";3;2;5
"Total";1233;575;1808
