 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2017
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"420010 Abelardo Luz";0;0;0;1;0;0;0;0;0;1
"420050 Águas de Chapecó";0;0;0;1;0;0;0;0;0;1
"420060 Águas Mornas";0;0;0;0;0;0;0;0;1;1
"420090 Angelina";0;0;0;1;0;0;0;0;0;1
"420100 Anita Garibaldi";0;0;0;0;1;0;1;0;0;2
"420120 Antônio Carlos";0;0;0;0;1;0;0;0;0;1
"420125 Apiúna";0;0;0;1;1;0;0;0;0;2
"420130 Araquari";1;0;0;1;0;0;1;0;0;3
"420140 Araranguá";1;0;1;12;2;1;6;0;0;23
"420150 Armazém";0;0;0;1;0;0;0;0;0;1
"420160 Arroio Trinta";0;0;0;0;1;0;0;0;0;1
"420165 Arvoredo";0;1;0;0;0;0;0;0;0;1
"420195 Balneário Arroio do Silva";0;0;1;1;2;0;1;0;0;5
"420205 Balneário Barra do Sul";0;0;0;0;0;0;1;0;0;1
"420200 Balneário Camboriú";0;4;5;10;7;5;25;6;15;77
"420207 Balneário Gaivota";0;1;0;0;0;0;1;1;0;3
"420210 Barra Velha";1;2;0;2;1;1;2;0;0;9
"420230 Biguaçu";1;2;2;5;4;1;2;1;0;18
"420240 Blumenau";1;6;6;17;10;12;35;9;11;107
"420245 Bombinhas";0;0;0;0;0;0;1;0;1;2
"420280 Braço do Norte";0;0;0;0;0;0;0;1;0;1
"420287 Brunópolis";0;0;0;1;0;0;0;0;0;1
"420290 Brusque";1;2;0;4;0;11;3;2;5;28
"420300 Caçador";0;3;1;1;0;2;0;0;1;8
"420310 Caibi";0;0;0;1;0;0;0;0;0;1
"420315 Calmon";0;1;0;0;0;0;0;0;0;1
"420320 Camboriú";1;2;2;2;0;4;6;1;3;21
"420330 Campo Alegre";0;0;0;0;0;0;1;0;0;1
"420350 Campo Erê";0;0;0;0;0;0;1;0;0;1
"420360 Campos Novos";0;0;0;0;1;0;0;0;0;1
"420370 Canelinha";0;0;0;0;1;1;0;0;0;2
"420380 Canoinhas";0;0;0;1;0;0;1;0;2;4
"420395 Capivari de Baixo";0;1;0;1;1;1;0;0;2;6
"420410 Caxambu do Sul";0;0;0;1;0;0;0;0;0;1
"420417 Cerro Negro";0;0;2;0;0;0;0;0;0;2
"420420 Chapecó";1;9;6;3;7;5;10;1;6;48
"420425 Cocal do Sul";0;0;0;1;0;2;0;0;0;3
"420430 Concórdia";0;0;0;3;0;0;0;0;3;6
"420435 Cordilheira Alta";0;1;0;0;0;0;0;0;0;1
"420440 Coronel Freitas";0;0;0;1;0;0;0;0;0;1
"420455 Correia Pinto";0;0;0;0;0;0;2;0;0;2
"420460 Criciúma";2;5;8;17;15;3;8;5;8;71
"420470 Cunha Porã";0;0;0;0;0;1;0;0;0;1
"420480 Curitibanos";0;0;0;1;0;2;2;0;2;7
"420500 Dionísio Cerqueira";0;0;0;0;1;0;0;0;0;1
"420517 Entre Rios";0;0;1;0;0;0;0;0;0;1
"420530 Faxinal dos Guedes";0;1;0;0;0;0;0;0;0;1
"420540 Florianópolis";6;22;14;44;17;26;58;24;37;248
"420545 Forquilhinha";0;1;0;4;0;0;0;0;0;5
"420550 Fraiburgo";0;1;0;0;1;0;1;0;0;3
"420570 Garopaba";0;0;0;0;0;0;0;1;1;2
"420580 Garuva";0;1;0;0;0;0;0;0;0;1
"420590 Gaspar";0;3;1;5;2;0;1;1;1;14
"420600 Governador Celso Ramos";0;0;0;1;0;0;1;0;1;3
"420630 Guabiruba";0;0;1;0;0;1;0;0;0;2
"420650 Guaramirim";0;0;1;1;1;0;2;0;0;5
"420665 Guatambú";0;0;1;0;0;0;0;0;0;1
"420670 Herval d'Oeste";0;0;0;0;0;1;1;0;0;2
"420690 Ibirama";0;0;0;0;1;0;1;1;0;3
"420700 Içara";0;3;1;6;4;0;3;3;0;20
"420730 Imbituba";0;1;3;4;0;1;6;2;0;17
"420750 Indaial";1;2;1;5;2;2;4;0;1;18
"420768 Ipuaçu";0;1;0;0;0;0;0;0;0;1
"420770 Ipumirim";0;0;0;0;0;0;1;0;0;1
"420820 Itajaí";0;8;5;18;18;15;31;6;8;109
"420830 Itapema";0;0;1;6;2;1;5;0;1;16
"420845 Itapoá";0;0;0;0;0;0;0;0;1;1
"420850 Ituporanga";0;0;0;1;1;0;2;0;0;4
"420880 Jaguaruna";0;1;0;2;0;0;0;0;0;3
"420890 Jaraguá do Sul";0;4;1;8;3;4;12;3;7;42
"420900 Joaçaba";0;0;0;4;2;0;2;1;1;10
"420910 Joinville";0;7;14;25;24;8;40;7;20;145
"420930 Lages";1;3;0;10;6;2;21;1;1;45
"420940 Laguna";0;1;0;3;1;1;0;0;0;6
"420950 Laurentino";0;0;0;1;0;0;0;0;0;1
"420960 Lauro Muller";0;0;0;1;0;0;0;0;1;2
"420970 Lebon Régis";0;1;0;0;0;0;0;0;0;1
"421010 Mafra";0;0;1;1;0;0;0;0;0;2
"421100 Mondaí";0;0;0;0;0;0;0;0;1;1
"421130 Navegantes";0;0;2;11;5;2;4;1;0;25
"421150 Nova Trento";0;0;0;1;1;0;2;0;0;4
"421160 Nova Veneza";0;0;0;0;0;0;1;0;0;1
"421170 Orleans";0;0;1;1;1;0;2;1;1;7
"421175 Otacílio Costa";0;0;0;1;0;0;0;0;0;1
"421185 Ouro Verde";0;1;0;0;0;0;0;0;0;1
"421190 Palhoça";1;4;4;16;4;6;10;3;5;53
"421210 Palmitos";0;1;0;0;0;1;2;0;0;4
