 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2017
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"420010 Abelardo Luz";0;0;0;0;1;0;0;0;1;0;0;0;2
"420050 Águas de Chapecó";0;0;0;0;0;0;1;0;0;0;0;0;1
"420060 Águas Mornas";0;0;0;0;0;0;0;1;0;0;0;0;1
"420090 Angelina";0;0;0;0;0;0;0;0;1;0;0;0;1
"420100 Anita Garibaldi";0;0;0;0;0;1;1;0;0;0;0;0;2
"420120 Antônio Carlos";0;0;0;0;0;0;0;0;1;0;0;0;1
"420125 Apiúna";1;0;0;0;0;2;0;0;0;0;0;0;3
"420130 Araquari";0;0;0;0;0;1;1;1;0;0;0;0;3
"420140 Araranguá";0;0;0;0;0;4;4;8;5;3;0;0;24
"420150 Armazém";0;0;0;0;0;0;0;0;1;0;0;0;1
"420160 Arroio Trinta";0;0;0;0;0;1;0;0;0;0;0;0;1
"420165 Arvoredo";0;0;0;0;0;0;1;0;0;0;0;0;1
"420195 Balneário Arroio do Silva";0;0;0;0;0;1;1;2;1;0;0;0;5
"420205 Balneário Barra do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"420200 Balneário Camboriú";0;1;0;0;2;23;32;16;15;5;0;0;94
"420207 Balneário Gaivota";0;0;0;0;0;2;0;0;0;1;0;0;3
"420210 Barra Velha";0;0;0;0;0;2;2;2;1;1;2;0;10
"420230 Biguaçu";0;0;0;0;0;5;6;4;8;4;1;0;28
"420240 Blumenau";0;0;0;0;2;22;42;18;12;9;2;0;107
"420245 Bombinhas";0;0;0;0;0;0;2;0;0;0;0;0;2
"420280 Braço do Norte";0;0;0;0;0;0;0;1;0;0;0;0;1
"420287 Brunópolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"420290 Brusque";0;0;0;0;1;12;11;5;3;2;0;0;34
"420300 Caçador";1;0;0;0;0;1;1;4;1;0;0;0;8
"420310 Caibi";0;0;0;0;0;0;0;0;1;0;0;0;1
"420315 Calmon";0;0;0;0;0;0;0;0;1;0;0;0;1
"420320 Camboriú";0;0;0;0;1;5;6;5;3;3;1;0;24
"420330 Campo Alegre";0;0;0;0;0;0;1;0;0;0;0;0;1
"420350 Campo Erê";0;0;0;0;0;1;0;0;0;0;0;0;1
"420360 Campos Novos";0;0;0;0;0;0;1;1;1;0;0;0;3
"420370 Canelinha";0;0;0;0;0;0;0;1;1;0;0;0;2
"420380 Canoinhas";0;0;0;0;1;0;1;2;2;0;0;0;6
"420395 Capivari de Baixo";0;0;0;0;0;1;2;1;1;2;0;0;7
"420410 Caxambu do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"420417 Cerro Negro";0;0;0;0;0;0;0;2;0;0;0;0;2
"420420 Chapecó";0;0;0;1;0;15;11;12;5;4;1;0;49
"420425 Cocal do Sul";0;0;0;0;0;1;1;0;1;0;0;0;3
"420430 Concórdia";0;0;0;0;0;1;3;1;0;1;0;0;6
"420435 Cordilheira Alta";0;0;0;0;0;0;0;0;1;0;0;0;1
"420440 Coronel Freitas";0;0;0;0;0;0;0;1;0;0;0;0;1
"420455 Correia Pinto";0;0;0;0;0;0;1;0;0;1;0;0;2
"420460 Criciúma";0;0;0;1;2;13;21;16;13;5;1;0;72
"420470 Cunha Porã";0;0;0;0;0;0;0;0;1;0;0;0;1
"420480 Curitibanos";0;0;0;0;0;3;5;0;0;0;0;0;8
"420500 Dionísio Cerqueira";0;0;0;0;0;0;1;0;0;0;0;0;1
"420517 Entre Rios";0;0;0;0;0;0;0;1;0;0;0;0;1
"420530 Faxinal dos Guedes";0;0;0;0;0;0;0;0;0;1;0;0;1
"420540 Florianópolis";1;2;1;1;6;86;83;67;27;13;2;1;290
"420545 Forquilhinha";0;0;0;0;0;0;0;2;2;1;0;0;5
"420550 Fraiburgo";0;0;0;0;0;1;0;1;0;1;0;0;3
"420570 Garopaba";0;0;0;0;0;0;2;0;0;0;0;0;2
"420580 Garuva";0;0;0;0;0;0;0;0;0;1;0;0;1
"420590 Gaspar";0;0;0;0;0;2;5;2;4;1;0;0;14
"420600 Governador Celso Ramos";0;0;0;0;0;0;1;1;0;0;0;1;3
"420630 Guabiruba";0;0;0;0;0;0;1;0;1;0;0;0;2
"420650 Guaramirim";0;0;0;0;1;0;2;0;1;1;0;0;5
"420660 Guarujá do Sul";0;0;0;0;0;0;0;2;0;0;0;0;2
"420665 Guatambú";0;0;0;0;0;0;1;0;0;0;0;0;1
"420670 Herval d'Oeste";0;0;0;0;0;1;1;1;0;0;0;0;3
"420690 Ibirama";0;0;0;0;0;2;1;0;0;0;0;0;3
