 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Ano Diagnóstico
Ano Diagnóstico: 2018
UF Residência: Ceará
Região Res.: Região Nordeste
UF Notificação: Ceará
Período:2018
"Município (Res)";"2018";"Total"
"230015 Acarape";1;1
"230020 Acaraú";2;2
"230030 Acopiara";1;1
"230100 Aquiraz";16;16
"230110 Aracati";25;25
"230120 Aracoiaba";1;1
"230130 Araripe";1;1
"230140 Aratuba";2;2
"230170 Aurora";1;1
"230185 Banabuiú";2;2
"230190 Barbalha";1;1
"230195 Barreira";1;1
"230205 Barroquinha";3;3
"230210 Baturité";3;3
"230220 Beberibe";4;4
"230230 Bela Cruz";1;1
"230240 Boa Viagem";1;1
"230250 Brejo Santo";3;3
"230260 Camocim";4;4
"230280 Canindé";3;3
"230290 Capistrano";1;1
"230320 Caririaçu";1;1
"230350 Cascavel";16;16
"230360 Catarina";1;1
"230370 Caucaia";83;83
"230380 Cedro";2;2
"230390 Chaval";1;1
"230393 Choró";1;1
"230395 Chorozinho";2;2
"230400 Coreaú";1;1
"230410 Crateús";5;5
"230420 Crato";12;12
"230428 Eusébio";5;5
"230435 Forquilha";4;4
"230440 Fortaleza";844;844
"230445 Fortim";1;1
"230450 Frecheirinha";1;1
"230465 Graça";1;1
"230470 Granja";1;1
"230490 Groaíras";1;1
"230495 Guaiúba";2;2
"230500 Guaraciaba do Norte";4;4
"230523 Horizonte";3;3
"230533 Ibicuitinga";1;1
"230535 Icapuí";2;2
"230550 Iguatu";13;13
"230560 Independência";1;1
"230570 Ipaumirim";1;1
"230580 Ipu";2;2
"230590 Ipueiras";3;3
"230610 Irauçuba";1;1
"230620 Itaiçaba";1;1
"230625 Itaitinga";4;4
"230630 Itapagé";1;1
"230640 Itapipoca";5;5
"230660 Itatira";2;2
"230670 Jaguaretama";1;1
"230690 Jaguaribe";3;3
"230720 Jati";1;1
"230725 Jijoca de Jericoacoara";2;2
"230730 Juazeiro do Norte";50;50
"230760 Limoeiro do Norte";5;5
"230763 Madalena";1;1
"230765 Maracanaú";42;42
"230770 Maranguape";2;2
"230790 Martinópole";1;1
"230835 Milhã";1;1
"230840 Missão Velha";3;3
"230860 Monsenhor Tabosa";2;2
"230870 Morada Nova";1;1
"230900 Mucambo";1;1
"230910 Mulungu";1;1
"230920 Nova Olinda";1;1
"230930 Nova Russas";1;1
"230950 Orós";2;2
"230960 Pacajus";6;6
"230970 Pacatuba";6;6
"230990 Pacujá";2;2
"231010 Palmácia";1;1
"231020 Paracuru";3;3
"231025 Paraipaba";3;3
"231030 Parambu";2;2
"231040 Paramoti";1;1
"231050 Pedra Branca";1;1
"231070 Pentecoste";1;1
"231080 Pereiro";1;1
"231085 Pindoretama";2;2
"231090 Piquet Carneiro";1;1
"231100 Poranga";2;2
"231110 Porteiras";1;1
"231126 Quiterianópolis";1;1
"231130 Quixadá";8;8
"231140 Quixeramobim";1;1
"231160 Redenção";4;4
"231180 Russas";7;7
"231220 Santa Quitéria";2;2
"231200 Santana do Acaraú";1;1
"231230 São Benedito";2;2
"231240 São Gonçalo do Amarante";4;4
"231270 Senador Pompeu";1;1
"231290 Sobral";40;40
"231320 Tamboril";3;3
"231330 Tauá";6;6
"231340 Tianguá";4;4
"231350 Trairi";3;3
"231355 Tururu";2;2
"231360 Ubajara";2;2
"231375 Umirim";1;1
"231380 Uruburetama";2;2
"231410 Viçosa do Ceará";2;2
"Total";1356;1356
