 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Mato Grosso
Período:2025
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"510020 Água Boa";0;0;0;0;0;4;3;3;1;0;0;0;11
"510025 Alta Floresta";0;0;0;0;1;6;3;4;3;1;0;1;19
"510050 Alto Paraguai";0;0;0;0;0;0;0;0;1;0;0;0;1
"510130 Arenápolis";0;0;0;0;0;0;0;0;1;0;0;0;1
"510140 Aripuanã";0;0;0;0;0;1;1;0;0;0;0;0;2
"510170 Barra do Bugres";0;0;0;0;0;1;0;0;0;0;0;0;1
"510180 Barra do Garças";0;0;0;0;0;2;8;3;2;0;0;0;15
"510250 Cáceres";0;0;0;0;1;2;7;2;2;2;1;0;17
"510263 Campo Novo do Parecis";0;0;0;0;2;3;1;4;2;0;0;0;12
"510268 Campos de Júlio";0;0;0;0;0;0;1;1;0;1;0;0;3
"510270 Canarana";0;0;0;0;0;0;3;1;1;1;0;0;6
"510279 Carlinda";0;0;0;0;0;0;1;0;0;0;0;0;1
"510300 Chapada dos Guimarães";0;0;0;0;0;0;0;1;1;0;0;0;2
"510305 Cláudia";0;0;0;0;0;0;0;0;1;0;0;0;1
"510320 Colíder";0;0;0;0;0;0;1;0;1;0;0;0;2
"510335 Confresa";0;0;0;0;0;6;3;2;1;0;0;0;12
"510340 Cuiabá";1;1;1;1;2;58;60;30;18;4;3;0;179
"510350 Diamantino";0;0;0;0;0;3;2;1;0;0;0;0;6
"510385 Gaúcha do Norte";0;0;0;0;0;1;0;0;0;0;0;0;1
"510410 Guarantã do Norte";0;0;0;0;0;0;1;0;1;0;0;0;2
"510460 Itiquira";0;0;0;0;0;0;1;1;0;0;0;0;2
"510480 Jaciara";0;0;0;0;0;0;0;1;0;0;0;0;1
"510510 Juara";0;0;0;0;0;0;2;2;2;0;0;0;6
"510515 Juína";0;0;0;0;1;5;0;3;0;0;0;0;9
"510525 Lucas do Rio Verde";0;0;0;0;0;0;0;1;0;0;0;0;1
"510562 Mirassol d'Oeste";0;0;0;0;0;0;0;1;0;0;0;0;1
"510590 Nobres";0;0;0;0;0;0;0;0;0;1;0;0;1
"510610 Nossa Senhora do Livramento";0;0;0;0;0;0;0;1;0;0;0;0;1
"510895 Nova Monte Verde";0;0;0;0;0;0;0;1;0;0;0;0;1
"510622 Nova Mutum";0;0;0;0;0;3;2;3;0;0;1;0;9
"510625 Nova Xavantina";0;0;0;0;0;2;2;0;2;1;0;0;7
"510627 Novo Horizonte do Norte";0;0;0;0;0;0;0;1;0;0;0;0;1
"510630 Paranatinga";0;0;0;0;0;0;1;1;0;1;0;0;3
"510642 Peixoto de Azevedo";0;0;0;0;0;1;4;2;2;1;0;0;10
"510675 Pontes e Lacerda";0;0;0;0;0;0;1;1;0;0;0;0;2
"510704 Primavera do Leste";0;0;0;0;1;1;5;7;0;0;2;0;16
"510706 Querência";0;0;0;0;0;1;3;0;0;0;0;0;4
"510718 Ribeirão Cascalheira";0;0;0;0;0;1;0;0;0;0;0;0;1
"510760 Rondonópolis";1;0;1;0;2;21;7;16;8;4;1;0;61
"510770 Rosário Oeste";0;0;0;0;0;0;0;1;1;1;0;0;3
"510776 Santa Rita do Trivelato";0;0;0;0;0;0;2;0;0;0;0;0;2
"510785 São Félix do Araguaia";0;0;0;0;0;0;1;0;0;0;0;0;1
"510790 Sinop";0;0;0;0;1;17;14;7;5;3;2;1;50
"510792 Sorriso";0;0;0;0;0;6;3;8;2;2;1;0;22
"510794 Tabaporã";0;0;0;0;0;1;0;0;0;0;0;0;1
"510795 Tangará da Serra";0;0;0;0;1;3;8;4;8;2;0;0;26
"510840 Várzea Grande";0;1;0;0;1;23;33;18;13;4;1;0;94
"510550 Vila Bela da Santíssima Trindade";0;0;0;0;0;0;1;0;0;0;0;0;1
"Total";2;2;2;1;13;172;185;132;79;29;12;2;631
