 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"430040 Alegrete";19;8;27
"430047 Almirante Tamandaré do Sul";1;0;1
"430050 Alpestre";0;1;1
"430060 Alvorada";45;39;84
"430064 Ametista do Sul";1;1;2
"430066 André da Rocha";1;0;1
"430100 Arroio do Meio";1;0;1
"430105 Arroio do Sal";1;1;2
"430110 Arroio dos Ratos";2;1;3
"430150 Augusto Pestana";1;0;1
"430160 Bagé";18;14;32
"430163 Balneário Pinhal";5;1;6
"430175 Barão do Triunfo";1;0;1
"430190 Barra do Ribeiro";1;0;1
"430192 Barra do Rio Azul";1;0;1
"430210 Bento Gonçalves";25;18;43
"430230 Bom Jesus";1;2;3
"430250 Bossoroca";0;1;1
"430280 Caçapava do Sul";7;1;8
"430290 Cacequi";2;0;2
"430300 Cachoeira do Sul";11;6;17
"430310 Cachoeirinha";24;15;39
"430320 Cacique Doble";1;1;2
"430350 Camaquã";11;8;19
"430390 Campo Bom";12;2;14
"430420 Candelária";2;0;2
"430435 Candiota";1;0;1
"430440 Canela";4;2;6
"430460 Canoas";103;62;165
"430463 Capão da Canoa";11;4;15
"430465 Capão do Cipó";1;0;1
"430467 Capivari do Sul";1;1;2
"430470 Carazinho";8;5;13
"430480 Carlos Barbosa";2;1;3
"430495 Caseiros";0;1;1
"430510 Caxias do Sul";90;53;143
"430513 Cerro Branco";1;0;1
"430520 Cerro Largo";3;1;4
"430535 Charqueadas";28;9;37
"430545 Cidreira";1;0;1
"430587 Coronel Barros";1;0;1
"430595 Cotiporã";0;1;1
"430600 Crissiumal";2;2;4
"430610 Cruz Alta";18;22;40
"430632 Derrubadas";1;1;2
"430640 Dois Irmãos";7;1;8
"430650 Dom Feliciano";1;0;1
"430660 Dom Pedrito";7;6;13
"430676 Eldorado do Sul";11;3;14
"430680 Encantado";2;0;2
"430690 Encruzilhada do Sul";2;3;5
"430692 Engenho Velho";0;1;1
"430695 Entre Rios do Sul";1;0;1
"430693 Entre-Ijuís";1;0;1
