 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2015
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"430040 Alegrete";27;0;0;0;0;0;27
"430047 Almirante Tamandaré do Sul";1;0;0;0;0;0;1
"430050 Alpestre";1;0;0;0;0;0;1
"430060 Alvorada";60;17;0;4;1;2;84
"430064 Ametista do Sul";2;0;0;0;0;0;2
"430066 André da Rocha";1;0;0;0;0;0;1
"430100 Arroio do Meio";1;0;0;0;0;0;1
"430105 Arroio do Sal";1;1;0;0;0;0;2
"430110 Arroio dos Ratos";3;0;0;0;0;0;3
"430150 Augusto Pestana";1;0;0;0;0;0;1
"430160 Bagé";24;6;0;2;0;0;32
"430163 Balneário Pinhal";6;0;0;0;0;0;6
"430175 Barão do Triunfo";1;0;0;0;0;0;1
"430190 Barra do Ribeiro";1;0;0;0;0;0;1
"430192 Barra do Rio Azul";1;0;0;0;0;0;1
"430210 Bento Gonçalves";32;3;0;8;0;0;43
"430230 Bom Jesus";2;0;0;1;0;0;3
"430250 Bossoroca";1;0;0;0;0;0;1
"430280 Caçapava do Sul";7;1;0;0;0;0;8
"430290 Cacequi";1;0;0;1;0;0;2
"430300 Cachoeira do Sul";14;3;0;0;0;0;17
"430310 Cachoeirinha";29;6;0;3;1;0;39
"430320 Cacique Doble";0;0;0;0;2;0;2
"430350 Camaquã";11;2;0;6;0;0;19
"430390 Campo Bom";13;0;0;1;0;0;14
"430420 Candelária";2;0;0;0;0;0;2
"430435 Candiota";0;1;0;0;0;0;1
"430440 Canela";5;0;0;1;0;0;6
"430460 Canoas";119;19;0;21;0;6;165
"430463 Capão da Canoa";13;2;0;0;0;0;15
"430465 Capão do Cipó";0;0;0;1;0;0;1
"430467 Capivari do Sul";1;1;0;0;0;0;2
"430470 Carazinho";13;0;0;0;0;0;13
"430480 Carlos Barbosa";2;0;0;1;0;0;3
"430495 Caseiros";1;0;0;0;0;0;1
"430510 Caxias do Sul";113;10;0;20;0;0;143
"430513 Cerro Branco";1;0;0;0;0;0;1
"430520 Cerro Largo";1;0;1;2;0;0;4
"430535 Charqueadas";28;5;0;3;0;1;37
"430545 Cidreira";1;0;0;0;0;0;1
"430587 Coronel Barros";1;0;0;0;0;0;1
"430595 Cotiporã";1;0;0;0;0;0;1
"430600 Crissiumal";4;0;0;0;0;0;4
"430610 Cruz Alta";31;3;0;6;0;0;40
"430632 Derrubadas";1;0;0;1;0;0;2
"430640 Dois Irmãos";8;0;0;0;0;0;8
"430650 Dom Feliciano";1;0;0;0;0;0;1
"430660 Dom Pedrito";11;1;0;1;0;0;13
"430676 Eldorado do Sul";11;1;0;2;0;0;14
"430680 Encantado";0;2;0;0;0;0;2
"430690 Encruzilhada do Sul";5;0;0;0;0;0;5
"430692 Engenho Velho";1;0;0;0;0;0;1
"430695 Entre Rios do Sul";1;0;0;0;0;0;1
"430693 Entre-Ijuís";1;0;0;0;0;0;1
"430700 Erechim";16;1;0;2;0;0;19
"430740 Esmeralda";1;0;0;0;0;0;1
"430750 Espumoso";4;0;0;0;0;0;4
"430760 Estância Velha";7;1;0;0;0;0;8
"430770 Esteio";29;5;1;6;0;0;41
"430780 Estrela";7;0;0;1;0;0;8
"430781 Estrela Velha";0;0;0;1;0;0;1
"430790 Farroupilha";7;0;0;0;0;0;7
"430820 Flores da Cunha";1;0;0;0;0;0;1
"430830 Fontoura Xavier";1;0;0;0;0;0;1
"430850 Frederico Westphalen";10;0;0;1;0;0;11
"430860 Garibaldi";5;0;0;0;0;0;5
"430870 Gaurama";1;0;0;0;0;0;1
"430880 General Câmara";1;1;0;1;0;0;3
"430890 Getúlio Vargas";2;0;0;0;0;0;2
"430900 Giruá";6;0;0;0;0;0;6
"430905 Glorinha";1;0;0;0;0;0;1
"430910 Gramado";3;0;0;1;0;1;5
"430915 Gramado Xavier";1;0;0;0;0;0;1
"430920 Gravataí";89;17;0;8;0;0;114
"430930 Guaíba";19;5;0;0;0;0;24
"430940 Guaporé";3;0;0;2;0;0;5
"430950 Guarani das Missões";1;0;0;0;0;0;1
"430710 Herval";1;2;0;0;0;0;3
"430960 Horizontina";1;0;0;0;0;0;1
"430965 Hulha Negra";0;1;0;1;0;0;2
"430980 Ibiaçá";1;0;0;0;0;0;1
"430995 Ibirapuitã";1;0;0;0;0;0;1
"431000 Ibirubá";5;0;0;0;0;0;5
"431010 Igrejinha";7;0;0;0;0;0;7
"431020 Ijuí";21;1;0;1;0;0;23
"431033 Imbé";5;0;0;0;0;0;5
"431040 Independência";0;0;0;1;0;0;1
"431060 Itaqui";10;2;0;4;0;0;16
"431080 Ivoti";4;0;0;0;0;0;4
"431085 Jaboticaba";1;0;0;0;0;0;1
"431110 Jaguari";1;0;0;0;0;0;1
"431120 Júlio de Castilhos";3;0;0;1;0;0;4
"431127 Lagoa dos Três Cantos";2;0;0;0;0;0;2
"431130 Lagoa Vermelha";13;0;0;0;0;0;13
"431140 Lajeado";38;4;0;0;0;0;42
"431150 Lavras do Sul";2;0;0;0;0;0;2
"431180 Marau";1;1;0;0;0;0;2
"431198 Mariana Pimentel";0;1;0;0;0;0;1
"431205 Marques de Souza";1;0;0;0;0;0;1
"431210 Mata";1;0;0;0;0;0;1
"431220 Maximiliano de Almeida";1;0;0;0;0;0;1
"431225 Minas do Leão";2;0;0;0;0;0;2
"431240 Montenegro";22;2;0;0;0;0;24
"431250 Mostardas";5;0;0;0;0;0;5
"431265 Não-Me-Toque";1;0;0;0;0;0;1
"431270 Nonoai";2;0;0;0;0;0;2
"431306 Nova Hartz";4;0;0;0;0;0;4
"431330 Nova Prata";1;1;0;0;0;0;2
"431337 Nova Santa Rita";3;0;0;0;0;1;4
"431340 Novo Hamburgo";97;3;0;1;0;1;102
"431346 Novo Xingu";1;0;0;0;0;0;1
