 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso
Período:2021
"Município (Res)";"Masculino";"Feminino";"Total"
"510010 Acorizal";0;1;1
"510020 Água Boa";5;4;9
"510025 Alta Floresta";5;5;10
"510040 Alto Garças";0;1;1
"510060 Alto Taquari";2;0;2
"510080 Apiacás";1;0;1
"510125 Araputanga";5;0;5
"510140 Aripuanã";1;0;1
"510170 Barra do Bugres";1;1;2
"510180 Barra do Garças";4;1;5
"510250 Cáceres";10;10;20
"510263 Campo Novo do Parecis";4;0;4
"510267 Campo Verde";7;2;9
"510268 Campos de Júlio";2;0;2
"510269 Canabrava do Norte";1;0;1
"510270 Canarana";0;3;3
"510285 Castanheira";1;0;1
"510300 Chapada dos Guimarães";1;0;1
"510320 Colíder";2;0;2
"510335 Confresa";7;4;11
"510340 Cuiabá";137;52;189
"510350 Diamantino";3;3;6
"510360 Dom Aquino";4;0;4
"510370 Feliz Natal";2;1;3
"510410 Guarantã do Norte";4;1;5
"510420 Guiratinga";1;0;1
"510460 Itiquira";2;0;2
"510480 Jaciara";4;2;6
"510490 Jangada";2;0;2
"510510 Juara";6;3;9
"510515 Juína";3;5;8
"510520 Juscimeira";1;0;1
"510525 Lucas do Rio Verde";2;1;3
"510560 Matupá";1;0;1
"510562 Mirassol d'Oeste";2;1;3
"510590 Nobres";3;0;3
"510610 Nossa Senhora do Livramento";1;0;1
"510622 Nova Mutum";5;1;6
"510617 Nova Nazaré";0;1;1
"510625 Nova Xavantina";1;1;2
"510630 Paranatinga";2;0;2
"510637 Pedra Preta";2;0;2
"510642 Peixoto de Azevedo";3;1;4
"510650 Poconé";1;1;2
"510675 Pontes e Lacerda";4;2;6
"510677 Porto Alegre do Norte";1;0;1
"510680 Porto dos Gaúchos";0;1;1
"510700 Poxoréo";1;1;2
"510704 Primavera do Leste";6;2;8
"510706 Querência";1;0;1
"510719 Ribeirãozinho";1;0;1
"510760 Rondonópolis";69;23;92
"510770 Rosário Oeste";1;0;1
"510776 Santa Rita do Trivelato";1;0;1
"510779 Santo Antônio do Leste";1;0;1
"510780 Santo Antônio do Leverger";1;0;1
"510785 São Félix do Araguaia";1;0;1
"510730 São José do Rio Claro";2;1;3
"510710 São José dos Quatro Marcos";0;3;3
"510740 São Pedro da Cipa";2;0;2
"510787 Sapezal";1;1;2
"510790 Sinop";23;9;32
"510792 Sorriso";15;7;22
"510795 Tangará da Serra";20;12;32
"510800 Tapurah";1;1;2
"510840 Várzea Grande";71;17;88
"510550 Vila Bela da Santíssima Trindade";1;0;1
"510860 Vila Rica";1;0;1
"Total";476;186;662
