 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Mato Grosso
Período:2021
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"510010 Acorizal";0;0;0;1;0;0;1
"510020 Água Boa";2;0;0;7;0;0;9
"510025 Alta Floresta";3;1;0;6;0;0;10
"510040 Alto Garças";0;1;0;0;0;0;1
"510060 Alto Taquari";2;0;0;0;0;0;2
"510080 Apiacás";1;0;0;0;0;0;1
"510125 Araputanga";3;0;0;2;0;0;5
"510140 Aripuanã";0;0;0;1;0;0;1
"510170 Barra do Bugres";0;0;0;2;0;0;2
"510180 Barra do Garças";2;0;0;2;1;0;5
"510250 Cáceres";5;1;0;14;0;0;20
"510263 Campo Novo do Parecis";1;0;0;3;0;0;4
"510267 Campo Verde";4;0;0;5;0;0;9
"510268 Campos de Júlio";1;0;1;0;0;0;2
"510269 Canabrava do Norte";0;0;0;1;0;0;1
"510270 Canarana";0;2;0;1;0;0;3
"510285 Castanheira";1;0;0;0;0;0;1
"510300 Chapada dos Guimarães";1;0;0;0;0;0;1
"510320 Colíder";1;0;0;1;0;0;2
"510335 Confresa";5;1;0;4;1;0;11
"510340 Cuiabá";46;21;9;113;0;0;189
"510350 Diamantino";1;0;0;5;0;0;6
"510360 Dom Aquino";2;1;0;1;0;0;4
"510370 Feliz Natal";3;0;0;0;0;0;3
"510410 Guarantã do Norte";2;0;0;3;0;0;5
"510420 Guiratinga";1;0;0;0;0;0;1
"510460 Itiquira";1;0;0;1;0;0;2
"510480 Jaciara";1;1;0;4;0;0;6
"510490 Jangada";0;0;0;2;0;0;2
"510510 Juara";1;1;0;7;0;0;9
"510515 Juína";3;1;0;4;0;0;8
"510520 Juscimeira";1;0;0;0;0;0;1
"510525 Lucas do Rio Verde";0;0;0;3;0;0;3
"510560 Matupá";0;0;0;1;0;0;1
"510562 Mirassol d'Oeste";0;1;0;2;0;0;3
"510590 Nobres";0;0;0;3;0;0;3
"510610 Nossa Senhora do Livramento";0;0;0;1;0;0;1
"510622 Nova Mutum";1;0;0;5;0;0;6
"510617 Nova Nazaré";1;0;0;0;0;0;1
"510625 Nova Xavantina";0;0;0;2;0;0;2
"510630 Paranatinga";1;0;0;1;0;0;2
"510637 Pedra Preta";0;2;0;0;0;0;2
"510642 Peixoto de Azevedo";1;0;0;3;0;0;4
"510650 Poconé";0;0;0;2;0;0;2
"510675 Pontes e Lacerda";1;0;0;5;0;0;6
"510677 Porto Alegre do Norte";0;0;0;1;0;0;1
"510680 Porto dos Gaúchos";0;0;0;1;0;0;1
"510700 Poxoréo";0;1;0;1;0;0;2
"510704 Primavera do Leste";2;1;0;5;0;0;8
"510706 Querência";0;0;0;1;0;0;1
"510719 Ribeirãozinho";1;0;0;0;0;0;1
"510760 Rondonópolis";28;7;0;56;1;0;92
"510770 Rosário Oeste";0;0;0;1;0;0;1
"510776 Santa Rita do Trivelato";1;0;0;0;0;0;1
"510779 Santo Antônio do Leste";0;0;0;1;0;0;1
"510780 Santo Antônio do Leverger";1;0;0;0;0;0;1
"510785 São Félix do Araguaia";0;0;1;0;0;0;1
"510730 São José do Rio Claro";0;1;0;2;0;0;3
"510710 São José dos Quatro Marcos";1;0;0;2;0;0;3
"510740 São Pedro da Cipa";2;0;0;0;0;0;2
"510787 Sapezal";0;0;1;1;0;0;2
"510790 Sinop";9;2;2;19;0;0;32
"510792 Sorriso";5;3;0;14;0;0;22
"510795 Tangará da Serra";6;4;0;21;1;0;32
"510800 Tapurah";1;0;0;1;0;0;2
"510840 Várzea Grande";10;9;1;67;0;1;88
"510550 Vila Bela da Santíssima Trindade";0;0;0;1;0;0;1
"510860 Vila Rica";0;0;0;1;0;0;1
"Total";166;62;15;414;4;1;662
