 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2021
Ano Notificação: 2021
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2021
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"410040 Almirante Tamandaré";15;6;0;21
"410045 Altamira do Paraná";1;0;0;1
"410060 Alto Paraná";0;1;0;1
"410100 Ampére";0;1;0;1
"410140 Apucarana";22;4;0;26
"410150 Arapongas";18;2;0;20
"410160 Arapoti";1;0;0;1
"410165 Arapuã";0;1;0;1
"410180 Araucária";12;6;0;18
"410190 Assaí";2;0;0;2
"410200 Assis Chateaubriand";1;0;0;1
"410210 Astorga";4;0;0;4
"410240 Bandeirantes";1;0;0;1
"410260 Barracão";1;0;0;1
"410280 Bela Vista do Paraíso";3;0;0;3
"410310 Bocaiúva do Sul";0;1;0;1
"410360 Cambará";0;1;0;1
"410370 Cambé";11;5;0;16
"410400 Campina Grande do Sul";0;2;0;2
"410420 Campo Largo";18;11;0;29
"410425 Campo Magro";2;0;0;2
"410430 Campo Mourão";10;5;0;15
"410440 Cândido de Abreu";0;1;0;1
"410442 Candói";1;1;0;2
"410450 Capanema";0;1;0;1
"410480 Cascavel";58;29;0;87
"410490 Castro";4;1;0;5
"410510 Centenário do Sul";2;1;0;3
"410520 Cerro Azul";0;1;0;1
"410530 Céu Azul";1;0;0;1
"410550 Cianorte";11;5;0;16
"410570 Clevelândia";1;0;0;1
"410580 Colombo";29;14;0;43
"410590 Colorado";1;1;0;2
"410620 Contenda";1;1;0;2
"410630 Corbélia";0;1;0;1
"410640 Cornélio Procópio";7;1;0;8
"410650 Coronel Vivida";2;0;0;2
"410660 Cruzeiro do Oeste";5;1;0;6
"410690 Curitiba";303;94;1;398
"410710 Diamante do Norte";1;0;0;1
"410754 Espigão Alto do Iguaçu";2;0;0;2
"410765 Fazenda Rio Grande";5;6;0;11
"410780 Floraí";1;0;0;1
"410830 Foz do Iguaçu";46;25;0;71
"410840 Francisco Beltrão";23;12;0;35
"410860 Goioerê";1;0;0;1
"410880 Guaíra";3;0;0;3
"410890 Guairaçá";1;0;0;1
"410895 Guamiranga";0;1;0;1
"410900 Guapirama";1;0;0;1
"410940 Guarapuava";8;5;0;13
"410960 Guaratuba";9;0;0;9
"410970 Ibaiti";8;4;0;12
"410980 Ibiporã";6;0;0;6
"410990 Icaraíma";1;0;0;1
"411000 Iguaraçu";3;1;0;4
"411010 Imbituva";1;0;0;1
"411060 Iporã";1;0;0;1
"411070 Irati";2;0;0;2
"411120 Itapejara d'Oeste";1;0;0;1
"411160 Ivatuba";0;1;0;1
"411180 Jacarezinho";12;3;0;15
"411190 Jaguapitã";2;0;0;2
"411270 Jataizinho";1;0;0;1
"411320 Lapa";5;0;0;5
"411330 Laranjeiras do Sul";5;3;0;8
"411345 Lindoeste";0;1;0;1
"411350 Loanda";0;1;0;1
"411370 Londrina";91;25;0;116
"411410 Mandaguaçu";1;0;0;1
"411420 Mandaguari";3;0;0;3
"411430 Mandirituba";0;1;0;1
"411435 Manfrinópolis";1;0;0;1
"411450 Manoel Ribas";0;1;0;1
"411460 Marechal Cândido Rondon";2;0;0;2
"411480 Marialva";3;0;0;3
"411520 Maringá";116;22;0;138
"411570 Matinhos";2;1;0;3
"411610 Moreira Sales";1;0;0;1
"411670 Nova Aurora";1;0;0;1
"411700 Nova Fátima";0;1;0;1
"411710 Nova Londrina";0;2;0;2
"411725 Nova Prata do Iguaçu";1;0;0;1
"411730 Ortigueira";2;1;0;3
"411760 Palmas";1;0;0;1
"411790 Palotina";1;0;0;1
"411820 Paranaguá";44;24;0;68
"411840 Paranavaí";13;1;0;14
"411850 Pato Branco";23;7;0;30
"411880 Peabiru";1;0;0;1
"411910 Piên";1;0;0;1
"411915 Pinhais";22;9;0;31
"411930 Pinhão";1;0;0;1
"411940 Piraí do Sul";0;1;0;1
"411950 Piraquara";18;12;0;30
"411960 Pitanga";1;0;0;1
"411990 Ponta Grossa";48;17;0;65
"411995 Pontal do Paraná";2;1;0;3
"412015 Porto Barreiro";1;0;0;1
"412060 Prudentópolis";1;0;0;1
"412080 Quatro Barras";2;0;0;2
"412090 Quedas do Iguaçu";1;1;0;2
"412100 Querência do Norte";2;0;0;2
"412150 Rebouças";1;0;0;1
"412220 Rio Branco do Sul";0;1;0;1
"412230 Rio Negro";0;2;0;2
"412240 Rolândia";0;1;0;1
"412270 Sabáudia";1;0;0;1
"412310 Santa Amélia";1;0;0;1
"412340 Santa Fé";1;0;0;1
"412350 Santa Helena";2;1;0;3
"412370 Santa Isabel do Ivaí";1;0;0;1
"412395 Santa Mônica";1;0;0;1
"412405 Santa Terezinha de Itaipu";1;0;0;1
"412410 Santo Antônio da Platina";0;2;0;2
"412450 Santo Inácio";1;0;0;1
"412460 São Carlos do Ivaí";0;2;0;2
"412520 São Jorge d'Oeste";1;0;0;1
"412550 São José dos Pinhais";36;18;0;54
"412570 São Miguel do Iguaçu";2;0;0;2
"412625 Sarandi";16;2;0;18
"412627 Saudade do Iguaçu";1;1;0;2
"412630 Sengés";1;0;0;1
"412650 Sertanópolis";2;0;0;2
"412667 Tamarana";0;2;0;2
"412670 Tamboara";0;1;0;1
"412680 Tapejara";1;0;0;1
"412700 Teixeira Soares";0;1;0;1
"412710 Telêmaco Borba";4;4;0;8
"412730 Terra Rica";0;1;0;1
"412740 Terra Roxa";0;1;0;1
"412760 Tijucas do Sul";0;1;0;1
"412770 Toledo";27;14;0;41
"412800 Ubiratã";0;3;0;3
"412810 Umuarama";23;4;0;27
"412820 União da Vitória";7;7;0;14
"412840 Uraí";0;1;0;1
"412850 Wenceslau Braz";1;0;0;1
"412880 Xambrê";1;0;0;1
"Total";1237;459;1;1697
