 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2017
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"430040 Alegrete";13;5;0;18
"430055 Alto Alegre";1;0;0;1
"430060 Alvorada";49;36;0;85
"430064 Ametista do Sul";1;0;0;1
"430066 André da Rocha";1;0;0;1
"430080 Antônio Prado";1;0;0;1
"430100 Arroio do Meio";0;1;0;1
"430105 Arroio do Sal";1;0;0;1
"430120 Arroio do Tigre";0;1;0;1
"430130 Arroio Grande";2;1;0;3
"430160 Bagé";22;13;0;35
"430163 Balneário Pinhal";0;1;0;1
"430200 Barros Cassal";1;0;0;1
"430210 Bento Gonçalves";13;9;0;22
"430220 Boa Vista do Buricá";1;0;0;1
"430223 Boa Vista do Incra";0;1;0;1
"430230 Bom Jesus";2;2;0;4
"430240 Bom Retiro do Sul";1;0;0;1
"430270 Butiá";0;1;0;1
"430280 Caçapava do Sul";8;4;0;12
"430300 Cachoeira do Sul";8;9;0;17
"430310 Cachoeirinha";22;21;0;43
"430350 Camaquã";14;5;0;19
"430380 Campinas do Sul";1;0;0;1
"430390 Campo Bom";6;2;0;8
"430420 Candelária";3;3;0;6
"430435 Candiota";2;0;0;2
"430440 Canela";11;5;0;16
"430450 Canguçu";0;1;0;1
"430460 Canoas";103;70;0;173
"430462 Capão Bonito do Sul";0;1;0;1
"430463 Capão da Canoa";8;11;0;19
"430466 Capão do Leão";1;1;0;2
"430468 Capela de Santana";1;0;0;1
"430467 Capivari do Sul";0;1;0;1
"430470 Carazinho";5;2;0;7
"430500 Catuípe";1;0;0;1
"430510 Caxias do Sul";64;16;0;80
"430512 Cerrito";1;0;0;1
"430517 Cerro Grande do Sul";2;0;0;2
"430535 Charqueadas";27;10;0;37
"430545 Cidreira";3;0;0;3
"430570 Condor";0;1;0;1
"430590 Coronel Bicaco";0;1;0;1
"430593 Coronel Pilar";0;1;0;1
"430610 Cruz Alta";19;15;0;34
"430640 Dois Irmãos";2;0;0;2
"430645 Dois Lajeados";1;0;0;1
"430660 Dom Pedrito";9;11;0;20
"430676 Eldorado do Sul";6;7;0;13
"430690 Encruzilhada do Sul";3;0;0;3
"430693 Entre-Ijuís";3;1;0;4
"430700 Erechim";9;2;0;11
"430705 Ernestina";0;1;0;1
"430720 Erval Grande";0;1;0;1
"430750 Espumoso";2;0;0;2
"430760 Estância Velha";4;0;0;4
"430770 Esteio";9;11;0;20
"430780 Estrela";6;6;0;12
"430790 Farroupilha";4;6;0;10
"430800 Faxinal do Soturno";0;1;0;1
"430810 Feliz";3;1;0;4
"430820 Flores da Cunha";3;1;0;4
"430845 Fortaleza dos Valos";0;1;0;1
"430850 Frederico Westphalen";5;1;0;6
"430860 Garibaldi";0;3;0;3
"430890 Getúlio Vargas";1;0;0;1
"430900 Giruá";2;1;0;3
"430905 Glorinha";0;1;0;1
"430910 Gramado";4;0;0;4
"430912 Gramado dos Loureiros";1;0;0;1
"430920 Gravataí";40;33;0;73
"430930 Guaíba";12;13;0;25
"430710 Herval";2;1;0;3
"430960 Horizontina";1;0;0;1
"430965 Hulha Negra";1;0;0;1
"431000 Ibirubá";3;1;0;4
"431010 Igrejinha";1;0;0;1
"431020 Ijuí";17;6;0;23
"431033 Imbé";2;1;0;3
"431036 Imigrante";0;1;0;1
"431040 Independência";0;1;0;1
"431060 Itaqui";4;4;0;8
"431070 Itatiba do Sul";1;1;0;2
"431080 Ivoti";2;0;0;2
"431100 Jaguarão";3;0;0;3
"431115 Jóia";1;0;0;1
"431120 Júlio de Castilhos";0;1;0;1
"431130 Lagoa Vermelha";5;4;0;9
"431140 Lajeado";19;12;0;31
"431162 Lindolfo Collor";1;0;0;1
"431180 Marau";4;1;0;5
"431215 Mato Leitão";0;1;0;1
"431240 Montenegro";17;11;0;28
"431265 Não-Me-Toque";0;1;0;1
"431270 Nonoai";1;0;0;1
"431306 Nova Hartz";1;0;0;1
"431330 Nova Prata";1;1;0;2
"431337 Nova Santa Rita";1;2;0;3
"431340 Novo Hamburgo";69;53;1;123
"431350 Osório";13;7;0;20
"431365 Palmares do Sul";5;1;0;6
"431370 Palmeira das Missões";9;6;0;15
"431390 Panambi";1;2;0;3
"431395 Pantano Grande";0;1;0;1
"431402 Paraíso do Sul";0;1;0;1
"431405 Parobé";7;3;0;10
"431406 Passa Sete";1;0;0;1
"431410 Passo Fundo";30;14;0;44
"431440 Pelotas";75;66;0;141
"431450 Pinheiro Machado";1;0;0;1
"431460 Piratini";2;0;0;2
"431480 Portão";1;0;0;1
"431490 Porto Alegre";619;325;0;944
"431515 Progresso";1;1;0;2
"431530 Quaraí";0;2;0;2
"431531 Quatro Irmãos";0;1;0;1
"431535 Quinze de Novembro";0;1;0;1
"431540 Redentora";1;0;0;1
"431550 Restinga Seca";2;0;0;2
"431560 Rio Grande";80;45;0;125
"431570 Rio Pardo";8;3;0;11
"431600 Rolante";3;0;0;3
"431610 Ronda Alta";0;2;0;2
"431640 Rosário do Sul";4;1;0;5
"431670 Santa Bárbara do Sul";1;0;0;1
"431680 Santa Cruz do Sul";26;18;0;44
"431690 Santa Maria";69;42;0;111
"431720 Santa Rosa";5;4;0;9
"431730 Santa Vitória do Palmar";5;3;0;8
"431710 Santana do Livramento";8;7;0;15
"431740 Santiago";11;3;0;14
"431750 Santo Ângelo";11;11;0;22
"431760 Santo Antônio da Patrulha";5;3;0;8
"431780 Santo Augusto";1;0;0;1
"431800 São Borja";9;11;0;20
"431820 São Francisco de Paula";1;0;0;1
"431830 São Gabriel";10;2;0;12
"431840 São Jerônimo";1;0;0;1
"431843 São João do Polêsine";0;1;0;1
"431850 São José do Norte";3;0;0;3
"431860 São José do Ouro";1;0;0;1
"431870 São Leopoldo";76;35;0;111
"431880 São Lourenço do Sul";4;1;0;5
"431890 São Luiz Gonzaga";6;6;0;12
"431900 São Marcos";1;0;0;1
"431915 São Miguel das Missões";1;0;0;1
"431920 São Nicolau";0;1;0;1
"431936 São Pedro das Missões";1;0;0;1
"431950 São Sebastião do Caí";2;2;0;4
"431960 São Sepé";1;1;0;2
"431975 São Vendelino";1;0;0;1
"431990 Sapiranga";17;3;0;20
"432000 Sapucaia do Sul";31;20;0;51
"432010 Sarandi";3;0;0;3
"432020 Seberi";1;0;0;1
"432035 Sentinela do Sul";2;0;0;2
"432070 Sobradinho";0;1;0;1
"432080 Soledade";6;6;0;12
"432090 Tapejara";1;0;0;1
"432110 Tapes";1;0;0;1
"432120 Taquara";4;13;0;17
"432130 Taquari";1;1;0;2
"432140 Tenente Portela";1;0;0;1
"432145 Teutônia";1;1;0;2
"432147 Tiradentes do Sul";0;1;0;1
"432150 Torres";7;6;0;13
"432160 Tramandaí";21;23;0;44
"432166 Três Cachoeiras";0;1;0;1
"432180 Três de Maio";4;1;0;5
"432183 Três Forquilhas";0;1;0;1
"432190 Três Passos";1;0;0;1
"432195 Trindade do Sul";0;1;0;1
"432200 Triunfo";2;3;0;5
"432210 Tucunduva";1;0;0;1
"432220 Tupanciretã";1;0;0;1
"432234 Ubiretama";1;0;0;1
"432240 Uruguaiana";28;14;0;42
"432250 Vacaria";4;4;0;8
"432254 Vale Real";1;0;0;1
"432252 Vale Verde";1;0;0;1
"432260 Venâncio Aires";9;5;0;14
"432270 Vera Cruz";1;2;0;3
"432280 Veranópolis";1;1;0;2
"432300 Viamão";57;44;0;101
"432370 Vista Gaúcha";1;0;0;1
"432377 Westfalia";1;0;0;1
"432380 Xangri-lá";7;0;0;7
"Total";2046;1241;1;3288
