 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2017
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"430040 Alegrete";0;0;0;0;1;3;5;4;1;4;0;0;18
"430055 Alto Alegre";0;0;0;0;0;0;0;0;0;1;0;0;1
"430060 Alvorada";1;0;0;1;1;16;21;27;10;7;1;0;85
"430064 Ametista do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"430066 André da Rocha";0;0;0;0;0;0;1;0;0;0;0;0;1
"430080 Antônio Prado";0;0;0;0;0;1;0;0;0;0;0;0;1
"430100 Arroio do Meio";0;0;0;0;0;0;0;0;1;0;0;0;1
"430105 Arroio do Sal";0;0;0;0;0;0;0;0;0;1;0;0;1
"430120 Arroio do Tigre";0;0;0;0;0;0;0;1;0;0;0;0;1
"430130 Arroio Grande";0;0;0;0;0;0;0;0;3;0;0;0;3
"430160 Bagé";0;1;0;0;0;12;9;4;5;3;0;1;35
"430163 Balneário Pinhal";0;0;0;0;0;0;0;0;1;0;0;0;1
"430200 Barros Cassal";0;0;0;0;0;0;0;0;1;0;0;0;1
"430210 Bento Gonçalves";0;0;0;0;0;2;6;9;3;2;0;0;22
"430220 Boa Vista do Buricá";0;0;0;0;0;0;0;1;0;0;0;0;1
"430223 Boa Vista do Incra";0;0;0;0;0;0;0;0;1;0;0;0;1
"430230 Bom Jesus";0;0;0;0;0;0;1;3;0;0;0;0;4
"430240 Bom Retiro do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"430270 Butiá";0;0;0;0;0;1;0;0;0;0;0;0;1
"430280 Caçapava do Sul";0;0;0;0;0;0;4;3;1;3;1;0;12
"430300 Cachoeira do Sul";0;0;0;0;1;4;2;4;6;0;0;0;17
"430310 Cachoeirinha";1;0;0;0;0;11;8;11;9;2;0;1;43
"430350 Camaquã";0;0;0;0;0;3;9;3;2;1;1;0;19
"430380 Campinas do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1
"430390 Campo Bom";0;0;0;0;0;1;1;2;3;1;0;0;8
"430420 Candelária";0;0;0;1;0;0;4;1;0;0;0;0;6
"430435 Candiota";0;0;0;0;0;1;0;0;0;0;1;0;2
"430440 Canela";0;0;0;0;0;1;5;8;0;2;0;0;16
"430450 Canguçu";0;0;0;0;0;0;0;1;0;0;0;0;1
"430460 Canoas";2;0;0;2;5;40;62;31;24;6;1;0;173
"430462 Capão Bonito do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"430463 Capão da Canoa";0;0;0;0;1;0;5;6;6;1;0;0;19
"430466 Capão do Leão";0;0;0;0;0;1;1;0;0;0;0;0;2
"430468 Capela de Santana";0;0;0;0;0;0;0;1;0;0;0;0;1
"430467 Capivari do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"430470 Carazinho";0;0;0;0;1;0;2;2;1;1;0;0;7
"430500 Catuípe";0;0;0;0;0;1;0;0;0;0;0;0;1
"430510 Caxias do Sul";0;0;0;0;0;15;28;15;16;3;2;1;80
"430512 Cerrito";0;0;0;0;0;0;0;0;1;0;0;0;1
"430517 Cerro Grande do Sul";0;0;0;0;0;0;2;0;0;0;0;0;2
"430535 Charqueadas";0;1;0;0;0;3;18;10;4;1;0;0;37
"430545 Cidreira";0;0;0;0;0;1;1;0;1;0;0;0;3
"430570 Condor";0;0;0;0;0;0;0;1;0;0;0;0;1
"430590 Coronel Bicaco";0;0;0;0;0;1;0;0;0;0;0;0;1
"430593 Coronel Pilar";0;0;0;0;0;0;1;0;0;0;0;0;1
"430610 Cruz Alta";0;1;1;0;1;8;9;9;4;1;0;0;34
"430640 Dois Irmãos";0;0;0;0;0;0;0;1;0;1;0;0;2
"430645 Dois Lajeados";0;0;0;0;0;1;0;0;0;0;0;0;1
"430660 Dom Pedrito";0;1;0;0;2;5;3;4;2;3;0;0;20
"430676 Eldorado do Sul";0;0;0;0;0;4;1;3;4;1;0;0;13
"430690 Encruzilhada do Sul";0;0;0;0;0;0;0;1;2;0;0;0;3
"430693 Entre-Ijuís";0;0;0;0;0;0;2;2;0;0;0;0;4
"430700 Erechim";0;0;0;0;0;3;2;3;1;1;1;0;11
"430705 Ernestina";0;0;0;0;0;0;0;0;0;1;0;0;1
"430720 Erval Grande";0;0;0;0;1;0;0;0;0;0;0;0;1
"430750 Espumoso";0;0;0;0;1;0;0;1;0;0;0;0;2
"430760 Estância Velha";0;0;0;0;0;0;2;0;2;0;0;0;4
"430770 Esteio";0;0;0;0;0;3;2;6;7;2;0;0;20
"430780 Estrela";0;0;0;0;0;3;6;1;2;0;0;0;12
"430790 Farroupilha";0;0;0;0;0;1;3;4;2;0;0;0;10
"430800 Faxinal do Soturno";0;0;0;0;0;0;0;1;0;0;0;0;1
"430810 Feliz";0;0;0;0;0;3;0;1;0;0;0;0;4
"430820 Flores da Cunha";0;0;0;0;0;0;0;1;1;1;1;0;4
"430845 Fortaleza dos Valos";0;0;0;0;0;0;0;0;1;0;0;0;1
"430850 Frederico Westphalen";0;0;0;0;0;1;3;1;0;1;0;0;6
"430860 Garibaldi";0;0;0;0;0;0;1;1;1;0;0;0;3
"430890 Getúlio Vargas";0;0;0;0;0;0;0;0;0;0;1;0;1
"430900 Giruá";0;0;0;0;0;3;0;0;0;0;0;0;3
"430905 Glorinha";0;0;0;0;0;0;0;0;0;1;0;0;1
"430910 Gramado";0;0;0;0;0;2;2;0;0;0;0;0;4
"430912 Gramado dos Loureiros";0;0;0;0;0;0;0;0;1;0;0;0;1
"430920 Gravataí";0;0;0;1;1;11;18;22;14;3;2;1;73
"430930 Guaíba";0;1;0;0;0;8;6;4;4;1;1;0;25
"430710 Herval";0;0;0;0;0;0;2;0;0;1;0;0;3
"430960 Horizontina";0;0;0;0;0;0;0;1;0;0;0;0;1
"430965 Hulha Negra";0;0;0;0;0;0;0;0;1;0;0;0;1
"431000 Ibirubá";0;0;0;0;0;0;3;0;0;1;0;0;4
"431010 Igrejinha";0;0;0;0;0;0;1;0;0;0;0;0;1
"431020 Ijuí";0;0;0;0;0;10;6;5;1;0;1;0;23
"431033 Imbé";0;0;0;0;0;0;2;1;0;0;0;0;3
"431036 Imigrante";0;0;0;0;0;0;0;1;0;0;0;0;1
"431040 Independência";0;0;0;0;0;0;0;1;0;0;0;0;1
"431060 Itaqui";0;0;0;0;0;0;3;1;3;1;0;0;8
"431070 Itatiba do Sul";0;0;0;0;0;0;2;0;0;0;0;0;2
"431080 Ivoti";0;0;0;0;0;1;0;0;1;0;0;0;2
"431100 Jaguarão";0;0;0;0;0;1;0;2;0;0;0;0;3
"431115 Jóia";0;0;0;0;0;0;0;1;0;0;0;0;1
"431120 Júlio de Castilhos";0;0;0;0;0;0;1;0;0;0;0;0;1
"431130 Lagoa Vermelha";0;0;0;0;1;2;2;2;1;1;0;0;9
"431140 Lajeado";1;0;0;0;1;6;10;6;6;0;1;0;31
"431162 Lindolfo Collor";0;0;0;0;0;0;1;0;0;0;0;0;1
