 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2017
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"430040 Alegrete";0;1;0;0;0;4;4;1;0;10
"430055 Alto Alegre";0;0;0;1;0;0;0;0;0;1
"430060 Alvorada";1;10;2;17;9;5;8;1;1;54
"430064 Ametista do Sul";0;0;0;0;0;0;1;0;0;1
"430066 André da Rocha";0;0;1;0;0;0;0;0;0;1
"430100 Arroio do Meio";0;0;0;0;0;0;0;0;1;1
"430105 Arroio do Sal";0;0;0;0;0;1;0;0;0;1
"430130 Arroio Grande";0;0;0;2;1;0;0;0;0;3
"430160 Bagé";0;4;6;13;3;4;3;0;0;33
"430200 Barros Cassal";0;1;0;0;0;0;0;0;0;1
"430210 Bento Gonçalves";0;3;0;5;2;0;7;1;2;20
"430223 Boa Vista do Incra";0;0;1;0;0;0;0;0;0;1
"430230 Bom Jesus";0;2;0;2;0;0;0;0;0;4
"430240 Bom Retiro do Sul";0;0;1;0;0;0;0;0;0;1
"430270 Butiá";0;0;0;0;0;0;1;0;0;1
"430280 Caçapava do Sul";2;1;2;3;0;2;0;1;0;11
"430300 Cachoeira do Sul";0;3;0;3;2;0;4;0;0;12
"430310 Cachoeirinha";1;5;0;13;8;5;8;1;0;41
"430350 Camaquã";0;2;4;5;4;1;0;0;0;16
"430380 Campinas do Sul";0;0;0;1;0;0;0;0;0;1
"430390 Campo Bom";0;0;0;2;2;0;1;1;1;7
"430420 Candelária";0;0;1;3;0;0;1;0;0;5
"430435 Candiota";0;0;0;1;0;0;0;0;0;1
"430440 Canela";0;3;0;7;1;0;3;1;0;15
"430460 Canoas";3;7;6;25;16;17;23;10;7;114
"430463 Capão da Canoa";0;2;0;3;2;1;1;1;1;11
"430468 Capela de Santana";0;0;0;1;0;0;0;0;0;1
"430470 Carazinho";0;1;0;1;1;1;0;0;1;5
"430500 Catuípe";0;0;0;0;1;0;0;0;0;1
"430510 Caxias do Sul";2;2;1;17;11;5;11;5;7;61
"430512 Cerrito";0;1;0;0;0;0;0;0;0;1
"430517 Cerro Grande do Sul";0;1;0;0;1;0;0;0;0;2
"430535 Charqueadas";0;5;1;3;0;1;2;0;1;13
"430545 Cidreira";0;0;0;1;1;1;0;0;0;3
"430570 Condor";0;0;0;1;0;0;0;0;0;1
"430590 Coronel Bicaco";0;0;0;0;0;1;0;0;0;1
"430593 Coronel Pilar";0;0;0;0;0;0;1;0;0;1
"430610 Cruz Alta";1;6;2;8;2;3;4;1;1;28
"430645 Dois Lajeados";0;0;0;0;0;0;1;0;0;1
"430660 Dom Pedrito";0;2;2;4;3;2;2;0;1;16
"430676 Eldorado do Sul";0;0;0;5;1;0;1;0;0;7
"430690 Encruzilhada do Sul";0;0;0;1;1;0;0;0;0;2
"430693 Entre-Ijuís";0;1;0;0;0;0;1;0;1;3
"430700 Erechim";0;1;2;2;2;0;2;1;0;10
