 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso
Período:2017
"Município (Res)";"Masculino";"Feminino";"Total"
"510010 Acorizal";1;0;1
"510020 Água Boa";1;1;2
"510025 Alta Floresta";8;0;8
"510030 Alto Araguaia";4;2;6
"510040 Alto Garças";4;1;5
"510050 Alto Paraguai";2;1;3
"510060 Alto Taquari";1;0;1
"510100 Araguaiana";1;0;1
"510125 Araputanga";1;2;3
"510160 Barão de Melgaço";1;0;1
"510180 Barra do Garças";7;3;10
"510190 Brasnorte";1;0;1
"510250 Cáceres";12;5;17
"510263 Campo Novo do Parecis";2;0;2
"510267 Campo Verde";4;3;7
"510269 Canabrava do Norte";0;1;1
"510270 Canarana";3;1;4
"510305 Cláudia";1;0;1
"510320 Colíder";3;1;4
"510330 Comodoro";1;1;2
"510335 Confresa";1;5;6
"510336 Conquista D'Oeste";1;0;1
"510340 Cuiabá";162;57;219
"510350 Diamantino";4;4;8
"510360 Dom Aquino";0;1;1
"510370 Feliz Natal";1;0;1
"510385 Gaúcha do Norte";1;1;2
"510410 Guarantã do Norte";11;5;16
"510420 Guiratinga";1;2;3
"510480 Jaciara";5;1;6
"510490 Jangada";0;1;1
"510500 Jauru";0;1;1
"510510 Juara";3;3;6
"510515 Juína";1;1;2
"510520 Juscimeira";1;0;1
"510525 Lucas do Rio Verde";5;3;8
"510558 Marcelândia";1;0;1
"510562 Mirassol d'Oeste";2;0;2
"510590 Nobres";3;0;3
"510600 Nortelândia";0;2;2
"510618 Nova Lacerda";1;0;1
"510890 Nova Maringá";1;0;1
"510622 Nova Mutum";2;2;4
"510623 Nova Olímpia";1;0;1
"510625 Nova Xavantina";2;1;3
"510630 Paranatinga";4;4;8
"510637 Pedra Preta";1;0;1
"510642 Peixoto de Azevedo";3;1;4
"510650 Poconé";2;1;3
"510675 Pontes e Lacerda";6;0;6
"510677 Porto Alegre do Norte";2;1;3
"510680 Porto dos Gaúchos";1;0;1
"510682 Porto Esperidião";2;1;3
"510685 Porto Estrela";1;0;1
"510700 Poxoréo";5;1;6
"510704 Primavera do Leste";7;3;10
"510706 Querência";1;0;1
"510720 Rio Branco";1;0;1
"510760 Rondonópolis";111;39;150
"510770 Rosário Oeste";1;1;2
"510775 Salto do Céu";1;1;2
"510774 Santa Cruz do Xingu";0;1;1
"510777 Santa Terezinha";1;0;1
"510779 Santo Antônio do Leste";0;1;1
"510785 São Félix do Araguaia";2;1;3
"510730 São José do Rio Claro";2;0;2
"510740 São Pedro da Cipa";1;1;2
"510787 Sapezal";2;1;3
"510790 Sinop";29;15;44
"510792 Sorriso";10;6;16
"510795 Tangará da Serra";18;8;26
"510805 Terra Nova do Norte";1;0;1
"510840 Várzea Grande";39;18;57
"510550 Vila Bela da Santíssima Trindade";1;0;1
"510860 Vila Rica";4;0;4
"Total";527;217;744
