 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso
Período:2017
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"510020 Água Boa";0;0;0;0;0;1;1;0;0;2
"510025 Alta Floresta";1;0;0;1;2;2;1;0;1;8
"510030 Alto Araguaia";0;0;1;2;0;0;2;1;0;6
"510040 Alto Garças";0;3;0;0;1;1;0;0;0;5
"510050 Alto Paraguai";1;1;0;0;0;0;0;0;0;2
"510060 Alto Taquari";0;0;0;1;0;0;0;0;0;1
"510100 Araguaiana";0;0;0;0;0;1;0;0;0;1
"510125 Araputanga";0;1;0;1;0;1;0;0;0;3
"510160 Barão de Melgaço";0;0;0;0;0;0;1;0;0;1
"510180 Barra do Garças";0;1;0;3;1;3;2;0;0;10
"510190 Brasnorte";0;0;1;0;0;0;0;0;0;1
"510250 Cáceres";2;0;0;3;3;3;1;0;2;14
"510263 Campo Novo do Parecis";0;0;0;2;0;0;0;0;0;2
"510267 Campo Verde";0;0;0;2;1;2;0;1;1;7
"510269 Canabrava do Norte";0;0;0;0;1;0;0;0;0;1
"510270 Canarana";1;0;0;1;0;1;0;0;0;3
"510305 Cláudia";0;0;0;0;0;0;0;0;1;1
"510320 Colíder";0;1;0;1;0;2;0;0;0;4
"510330 Comodoro";0;0;1;0;0;0;0;0;1;2
"510335 Confresa";0;0;0;0;1;3;0;0;0;4
"510336 Conquista D'Oeste";0;0;0;0;0;0;1;0;0;1
"510340 Cuiabá";8;13;11;38;16;18;41;22;21;188
"510350 Diamantino";1;3;1;0;0;0;2;0;0;7
"510360 Dom Aquino";0;1;0;0;0;0;0;0;0;1
"510370 Feliz Natal";0;0;0;1;0;0;0;0;0;1
"510385 Gaúcha do Norte";0;0;1;1;0;0;0;0;0;2
"510410 Guarantã do Norte";1;4;5;2;2;1;0;0;0;15
"510420 Guiratinga";0;0;0;2;1;0;0;0;0;3
"510480 Jaciara";0;1;0;3;0;1;1;0;0;6
"510490 Jangada";0;0;0;0;0;0;1;0;0;1
"510500 Jauru";0;0;0;1;0;0;0;0;0;1
"510510 Juara";0;1;3;1;0;0;0;0;1;6
"510515 Juína";0;1;0;0;1;0;0;0;0;2
"510520 Juscimeira";0;0;0;1;0;0;0;0;0;1
"510525 Lucas do Rio Verde";0;1;0;1;2;0;3;0;0;7
"510558 Marcelândia";0;0;0;1;0;0;0;0;0;1
"510562 Mirassol d'Oeste";0;0;0;0;0;1;1;0;0;2
"510590 Nobres";0;2;0;1;0;0;0;0;0;3
"510600 Nortelândia";0;0;0;2;0;0;0;0;0;2
"510618 Nova Lacerda";0;0;0;1;0;0;0;0;0;1
"510890 Nova Maringá";0;1;0;0;0;0;0;0;0;1
"510622 Nova Mutum";0;0;0;2;1;0;0;0;0;3
"510623 Nova Olímpia";0;0;1;0;0;0;0;0;0;1
"510625 Nova Xavantina";0;0;0;0;1;1;0;1;0;3
"510630 Paranatinga";1;1;0;2;0;1;2;0;0;7
"510637 Pedra Preta";0;0;0;0;0;0;0;1;0;1
"510642 Peixoto de Azevedo";1;2;0;0;0;1;0;0;0;4
"510650 Poconé";0;0;1;0;1;0;0;0;0;2
"510675 Pontes e Lacerda";0;0;0;2;0;1;0;1;1;5
"510677 Porto Alegre do Norte";0;0;0;1;0;0;0;0;1;2
"510680 Porto dos Gaúchos";0;0;1;0;0;0;0;0;0;1
"510682 Porto Esperidião";0;1;0;1;0;0;1;0;0;3
"510685 Porto Estrela";0;1;0;0;0;0;0;0;0;1
"510700 Poxoréo";0;2;2;0;1;0;1;0;0;6
"510704 Primavera do Leste";0;2;0;0;0;1;1;0;3;7
"510720 Rio Branco";0;0;0;0;0;0;0;0;1;1
"510760 Rondonópolis";2;9;3;32;18;17;25;9;26;141
"510770 Rosário Oeste";0;1;0;0;0;0;1;0;0;2
"510775 Salto do Céu";0;0;0;0;0;0;1;0;0;1
"510774 Santa Cruz do Xingu";0;1;0;0;0;0;0;0;0;1
"510779 Santo Antônio do Leste";0;0;0;1;0;0;0;0;0;1
"510785 São Félix do Araguaia";0;0;1;0;0;0;2;0;0;3
"510730 São José do Rio Claro";0;0;0;1;0;0;0;0;1;2
"510740 São Pedro da Cipa";0;1;0;0;0;0;0;0;1;2
"510787 Sapezal";0;1;0;2;0;0;0;0;0;3
"510790 Sinop";2;4;2;8;4;8;4;2;5;39
"510792 Sorriso";1;3;1;1;2;1;4;1;1;15
"510795 Tangará da Serra";2;2;0;7;3;1;2;0;2;19
"510805 Terra Nova do Norte";0;1;0;0;0;0;0;0;0;1
"510840 Várzea Grande";1;2;2;1;4;7;14;3;6;40
"510550 Vila Bela da Santíssima Trindade";0;1;0;0;0;0;0;0;0;1
"510860 Vila Rica";1;1;0;0;1;0;1;0;0;4
"Total";26;71;38;134;68;80;117;42;76;652
