 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Goiás
Período:2015
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"520005 Abadia de Goiás";1;0;0;0;0;0;1
"520010 Abadiânia";1;0;0;0;0;0;1
"520025 Águas Lindas de Goiás";2;0;0;4;0;0;6
"520030 Alexânia";0;0;0;1;0;0;1
"520060 Alto Paraíso de Goiás";1;0;0;0;0;0;1
"520080 Alvorada do Norte";0;0;0;3;0;0;3
"520110 Anápolis";21;4;1;48;0;0;74
"520120 Anhanguera";0;0;0;1;0;0;1
"520140 Aparecida de Goiânia";18;1;4;48;0;0;71
"520170 Aragarças";1;0;0;0;0;0;1
"520215 Araguapaz";0;0;0;1;0;0;1
"520280 Avelinópolis";0;0;0;1;0;0;1
"520330 Bela Vista de Goiás";0;0;0;1;0;0;1
"520350 Bom Jesus de Goiás";1;0;0;2;0;1;4
"520355 Bonfinópolis";0;1;0;1;0;0;2
"520360 Brazabrantes";0;0;0;1;0;0;1
"520380 Britânia";0;0;0;0;1;0;1
"520390 Buriti Alegre";0;0;0;1;0;0;1
"520430 Caçu";0;0;0;1;0;0;1
"520440 Caiapônia";0;0;0;1;0;0;1
"520450 Caldas Novas";5;0;0;9;0;0;14
"520510 Catalão";7;1;0;4;0;0;12
"520520 Caturaí";0;0;0;1;0;0;1
"520540 Ceres";0;0;0;2;0;0;2
"520547 Chapadão do Céu";0;0;0;1;0;0;1
"520549 Cidade Ocidental";7;0;0;3;0;0;10
"520551 Cocalzinho de Goiás";1;0;0;0;0;0;1
"520580 Corumbá de Goiás";0;0;0;1;0;0;1
"520620 Cristalina";1;0;0;5;0;0;6
"520640 Crixás";1;0;0;0;0;0;1
"520660 Cumari";0;1;0;0;0;0;1
"520740 Edéia";1;0;0;0;0;0;1
"520800 Formosa";0;0;1;2;0;0;3
"520815 Gameleira de Goiás";1;0;0;0;0;0;1
"520840 Goianápolis";0;0;0;1;0;0;1
"520860 Goianésia";0;0;0;2;0;0;2
"520870 Goiânia";163;11;12;255;0;4;445
"520880 Goianira";0;1;0;4;0;0;5
"520890 Goiás";0;0;0;1;0;0;1
"520910 Goiatuba";2;1;0;0;0;0;3
"520920 Guapó";1;0;0;1;0;0;2
"520929 Guaraíta";1;0;0;0;0;0;1
"520995 Indiara";1;0;0;1;0;0;2
"521000 Inhumas";2;0;0;5;0;0;7
"521010 Ipameri";0;0;0;2;0;0;2
"521020 Iporá";1;0;0;2;0;0;3
"521040 Itaberaí";0;0;0;1;0;0;1
"521080 Itajá";0;0;0;1;0;0;1
"521120 Itapuranga";1;0;0;0;0;0;1
"521130 Itarumã";2;0;0;0;0;0;2
"521150 Itumbiara";19;3;0;16;0;1;39
"521170 Jandaia";0;0;0;1;0;0;1
"521180 Jaraguá";1;0;0;3;0;0;4
"521190 Jataí";8;4;1;27;0;0;40
"521220 Jussara";2;0;0;0;0;0;2
"521230 Leopoldo de Bulhões";0;0;0;2;0;0;2
"521250 Luziânia";4;1;2;13;0;0;20
"521295 Matrinchã";0;0;0;1;0;0;1
"521300 Maurilândia";0;0;1;0;0;0;1
"521308 Minaçu";1;0;0;1;0;0;2
"521310 Mineiros";2;1;0;1;0;0;4
"521340 Moiporá";0;0;0;1;0;0;1
"521350 Monte Alegre de Goiás";0;0;0;1;0;0;1
"521375 Montividiu";1;0;0;1;0;0;2
"521380 Morrinhos";3;0;0;9;0;0;12
"521400 Mozarlândia";0;0;0;1;0;0;1
"521440 Nazário";0;0;0;2;0;0;2
"521450 Nerópolis";0;0;0;1;0;0;1
"521460 Niquelândia";1;0;0;0;0;0;1
"521500 Nova Veneza";0;0;0;1;0;0;1
"521523 Novo Gama";3;2;0;2;0;0;7
"521530 Orizona";0;0;0;1;0;0;1
"521560 Padre Bernardo";1;0;0;0;0;0;1
"521565 Palestina de Goiás";0;0;0;1;0;0;1
"521570 Palmeiras de Goiás";1;1;0;3;0;0;5
"521590 Palminópolis";0;0;0;1;0;0;1
"521630 Paranaiguara";0;1;0;1;0;0;2
"521710 Piracanjuba";1;0;0;0;0;0;1
"521760 Planaltina";0;1;0;3;0;0;4
"521800 Porangatu";1;0;0;2;0;0;3
"521805 Porteirão";0;1;0;0;0;0;1
"521810 Portelândia";0;0;0;1;0;0;1
"521839 Professor Jamil";0;0;0;1;0;0;1
"521850 Quirinópolis";1;1;0;1;0;0;3
"521880 Rio Verde";16;4;0;13;0;0;33
"521890 Rubiataba";0;0;0;1;0;0;1
"521910 Santa Bárbara de Goiás";0;0;0;1;0;0;1
"521930 Santa Helena de Goiás";0;1;0;0;0;0;1
"521940 Santa Rita do Araguaia";0;0;0;1;0;0;1
"521975 Santo Antônio do Descoberto";2;0;0;1;0;0;3
"522010 São Luís de Montes Belos";1;0;0;3;0;0;4
"522040 São Simão";1;0;0;1;0;0;2
"522045 Senador Canedo";2;0;0;9;0;0;11
"522050 Serranópolis";0;1;0;1;0;0;2
"522060 Silvânia";1;0;0;1;0;0;2
"522130 Três Ranchos";1;0;0;1;0;0;2
"522140 Trindade";5;0;0;7;0;0;12
"522160 Uruaçu";1;0;0;1;0;0;2
"522185 Valparaíso de Goiás";8;1;0;9;0;0;18
"520000 Município ignorado - GO";0;0;0;1;0;0;1
"Total";332;44;22;569;1;6;974
