 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Goiás
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"520005 Abadia de Goiás";1;0;1
"520010 Abadiânia";1;0;1
"520025 Águas Lindas de Goiás";3;3;6
"520030 Alexânia";1;0;1
"520060 Alto Paraíso de Goiás";1;0;1
"520080 Alvorada do Norte";2;1;3
"520110 Anápolis";52;22;74
"520120 Anhanguera";1;0;1
"520140 Aparecida de Goiânia";52;19;71
"520170 Aragarças";1;0;1
"520215 Araguapaz";1;0;1
"520280 Avelinópolis";1;0;1
"520330 Bela Vista de Goiás";1;0;1
"520350 Bom Jesus de Goiás";2;2;4
"520355 Bonfinópolis";1;1;2
"520360 Brazabrantes";1;0;1
"520380 Britânia";1;0;1
"520390 Buriti Alegre";1;0;1
"520430 Caçu";0;1;1
"520440 Caiapônia";1;0;1
"520450 Caldas Novas";10;4;14
"520510 Catalão";11;1;12
"520520 Caturaí";1;0;1
"520540 Ceres";2;0;2
"520547 Chapadão do Céu";0;1;1
"520549 Cidade Ocidental";10;0;10
"520551 Cocalzinho de Goiás";0;1;1
"520580 Corumbá de Goiás";0;1;1
"520620 Cristalina";6;0;6
"520640 Crixás";1;0;1
"520660 Cumari";0;1;1
"520740 Edéia";0;1;1
"520800 Formosa";3;0;3
"520815 Gameleira de Goiás";1;0;1
"520840 Goianápolis";1;0;1
"520860 Goianésia";1;1;2
"520870 Goiânia";328;117;445
"520880 Goianira";5;0;5
"520890 Goiás";1;0;1
"520910 Goiatuba";1;2;3
"520920 Guapó";1;1;2
"520929 Guaraíta";1;0;1
"520995 Indiara";1;1;2
"521000 Inhumas";5;2;7
"521010 Ipameri";1;1;2
"521020 Iporá";2;1;3
"521040 Itaberaí";0;1;1
"521080 Itajá";0;1;1
"521120 Itapuranga";1;0;1
"521130 Itarumã";0;2;2
"521150 Itumbiara";26;13;39
"521170 Jandaia";1;0;1
"521180 Jaraguá";3;1;4
"521190 Jataí";27;13;40
"521220 Jussara";2;0;2
"521230 Leopoldo de Bulhões";1;1;2
"521250 Luziânia";13;7;20
"521295 Matrinchã";1;0;1
"521300 Maurilândia";1;0;1
"521308 Minaçu";2;0;2
"521310 Mineiros";3;1;4
"521340 Moiporá";1;0;1
"521350 Monte Alegre de Goiás";1;0;1
"521375 Montividiu";0;2;2
"521380 Morrinhos";7;5;12
"521400 Mozarlândia";0;1;1
"521440 Nazário";0;2;2
"521450 Nerópolis";0;1;1
"521460 Niquelândia";1;0;1
"521500 Nova Veneza";1;0;1
"521523 Novo Gama";6;1;7
"521530 Orizona";1;0;1
"521560 Padre Bernardo";0;1;1
"521565 Palestina de Goiás";1;0;1
"521570 Palmeiras de Goiás";3;2;5
"521590 Palminópolis";0;1;1
"521630 Paranaiguara";0;2;2
"521710 Piracanjuba";1;0;1
"521760 Planaltina";3;1;4
"521800 Porangatu";3;0;3
"521805 Porteirão";1;0;1
"521810 Portelândia";0;1;1
"521839 Professor Jamil";1;0;1
"521850 Quirinópolis";1;2;3
"521880 Rio Verde";20;13;33
"521890 Rubiataba";1;0;1
"521910 Santa Bárbara de Goiás";1;0;1
"521930 Santa Helena de Goiás";1;0;1
"521940 Santa Rita do Araguaia";0;1;1
"521975 Santo Antônio do Descoberto";2;1;3
"522010 São Luís de Montes Belos";3;1;4
"522040 São Simão";2;0;2
"522045 Senador Canedo";7;4;11
"522050 Serranópolis";2;0;2
"522060 Silvânia";2;0;2
"522130 Três Ranchos";1;1;2
"522140 Trindade";11;1;12
"522160 Uruaçu";1;1;2
"522185 Valparaíso de Goiás";12;6;18
"520000 Município ignorado - GO";1;0;1
"Total";698;276;974
