 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2022
"Município (Res)";"Masculino";"Feminino";"Total"
"500060 Amambaí";2;1;3
"500070 Anastácio";3;5;8
"500085 Angélica";0;1;1
"500100 Aparecida do Taboado";1;0;1
"500110 Aquidauana";5;0;5
"500124 Aral Moreira";1;0;1
"500190 Bataguassu";3;1;4
"500210 Bela Vista";1;1;2
"500260 Camapuã";1;1;2
"500270 Campo Grande";219;76;295
"500290 Cassilândia";3;0;3
"500295 Chapadão do Sul";0;1;1
"500310 Corguinho";1;0;1
"500315 Coronel Sapucaia";1;1;2
"500320 Corumbá";14;6;20
"500325 Costa Rica";3;0;3
"500330 Coxim";8;8;16
"500348 Dois Irmãos do Buriti";1;0;1
"500370 Dourados";79;28;107
"500380 Fátima do Sul";1;0;1
"500410 Guia Lopes da Laguna";1;1;2
"500430 Iguatemi";0;1;1
"500450 Itaporã";1;0;1
"500500 Jardim";5;4;9
"500515 Juti";0;1;1
"500540 Maracaju";2;3;5
"500560 Miranda";1;0;1
"500568 Mundo Novo";2;0;2
"500570 Naviraí";8;11;19
"500580 Nioaque";1;1;2
"500600 Nova Alvorada do Sul";0;1;1
"500620 Nova Andradina";13;4;17
"500630 Paranaíba";9;5;14
"500660 Ponta Porã";24;10;34
"500690 Porto Murtinho";2;0;2
"500710 Ribas do Rio Pardo";1;1;2
"500720 Rio Brilhante";3;1;4
"500740 Rio Verde de Mato Grosso";0;3;3
"500769 São Gabriel do Oeste";0;1;1
"500790 Sidrolândia";5;1;6
"500793 Sonora";1;0;1
"500795 Tacuru";1;1;2
"500800 Terenos";3;0;3
"500830 Três Lagoas";25;7;32
"500840 Vicentina";1;0;1
"Total";456;187;643
