 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2022
Ano Notificação: 2022
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2022
"Município (Res)";"Masculino";"Feminino";"Total"
"430040 Alegrete";5;6;11
"430060 Alvorada";51;37;88
"430064 Ametista do Sul";1;0;1
"430080 Antônio Prado";1;0;1
"430100 Arroio do Meio";1;0;1
"430110 Arroio dos Ratos";3;0;3
"430130 Arroio Grande";3;0;3
"430160 Bagé";23;11;34
"430190 Barra do Ribeiro";0;1;1
"430200 Barros Cassal";1;1;2
"430210 Bento Gonçalves";14;14;28
"430240 Bom Retiro do Sul";1;2;3
"430250 Bossoroca";1;0;1
"430270 Butiá";1;0;1
"430280 Caçapava do Sul";0;1;1
"430300 Cachoeira do Sul";6;6;12
"430310 Cachoeirinha";25;11;36
"430350 Camaquã";17;8;25
"430390 Campo Bom";12;3;15
"430420 Candelária";0;1;1
"430435 Candiota";0;1;1
"430440 Canela";11;6;17
"430450 Canguçu";2;0;2
"430460 Canoas";87;53;140
"430463 Capão da Canoa";16;13;29
"430466 Capão do Leão";3;0;3
"430468 Capela de Santana";1;1;2
"430470 Carazinho";8;2;10
"430480 Carlos Barbosa";1;0;1
"430490 Casca";2;0;2
"430500 Catuípe";2;0;2
"430510 Caxias do Sul";59;20;79
"430517 Cerro Grande do Sul";1;0;1
"430535 Charqueadas";13;4;17
"430570 Condor";1;1;2
"430580 Constantina";1;0;1
"430600 Crissiumal";1;0;1
"430610 Cruz Alta";11;5;16
"430620 Cruzeiro do Sul";1;1;2
"430640 Dois Irmãos";2;1;3
"430660 Dom Pedrito";5;8;13
"430676 Eldorado do Sul";3;2;5
"430680 Encantado";2;0;2
"430690 Encruzilhada do Sul";1;0;1
"430700 Erechim";12;5;17
"430730 Erval Seco";1;0;1
"430760 Estância Velha";4;1;5
"430770 Esteio";16;10;26
"430780 Estrela";7;2;9
"430783 Eugênio de Castro";0;1;1
"430790 Farroupilha";11;7;18
"430820 Flores da Cunha";2;0;2
"430840 Formigueiro";0;1;1
"430850 Frederico Westphalen";4;3;7
"430860 Garibaldi";1;0;1
"430880 General Câmara";1;0;1
"430905 Glorinha";1;0;1
"430910 Gramado";2;3;5
"430920 Gravataí";37;25;62
"430930 Guaíba";12;18;30
"430940 Guaporé";0;1;1
"430950 Guarani das Missões";1;0;1
"430710 Herval";0;1;1
"430960 Horizontina";2;0;2
"431010 Igrejinha";3;2;5
"431020 Ijuí";13;2;15
"431033 Imbé";1;1;2
"431040 Independência";1;0;1
"431060 Itaqui";5;1;6
"431070 Itatiba do Sul";0;1;1
"431080 Ivoti";2;0;2
"431100 Jaguarão";3;2;5
"431110 Jaguari";1;0;1
"431115 Jóia";0;1;1
"431130 Lagoa Vermelha";12;5;17
"431140 Lajeado";28;19;47
"431150 Lavras do Sul";0;1;1
"431162 Lindolfo Collor";1;0;1
"431177 Maquiné";1;0;1
"431180 Marau";3;0;3
"431225 Minas do Leão";1;0;1
"431230 Miraguaí";1;0;1
"431240 Montenegro";13;6;19
"431250 Mostardas";1;0;1
"431270 Nonoai";0;1;1
"431290 Nova Bassano";1;1;2
"431330 Nova Prata";2;1;3
"431335 Nova Roma do Sul";2;0;2
"431337 Nova Santa Rita";4;2;6
"431340 Novo Hamburgo";44;27;71
"431350 Osório";9;11;20
"431365 Palmares do Sul";1;1;2
"431370 Palmeira das Missões";5;1;6
"431405 Parobé";8;8;16
"431406 Passa Sete";1;0;1
"431407 Passo do Sobrado";1;0;1
"431410 Passo Fundo";38;19;57
"431415 Paverama";1;0;1
"431420 Pedro Osório";2;1;3
"431430 Pejuçara";1;0;1
"431440 Pelotas";63;36;99
"431442 Picada Café";1;0;1
"431449 Pinheirinho do Vale";1;0;1
"431450 Pinheiro Machado";1;0;1
"431460 Piratini";1;0;1
"431470 Planalto";1;0;1
"431478 Ponte Preta";0;1;1
"431480 Portão";5;3;8
"431490 Porto Alegre";415;262;677
"431510 Porto Xavier";1;1;2
"431530 Quaraí";2;1;3
"431560 Rio Grande";56;42;98
"431570 Rio Pardo";5;0;5
"431590 Rodeio Bonito";0;1;1
"431600 Rolante";1;1;2
"431640 Rosário do Sul";8;4;12
"431645 Salto do Jacuí";2;0;2
"431680 Santa Cruz do Sul";25;14;39
"431690 Santa Maria";54;39;93
"431720 Santa Rosa";7;5;12
"431730 Santa Vitória do Palmar";11;7;18
"431700 Santana da Boa Vista";1;0;1
"431710 Santana do Livramento";11;1;12
"431740 Santiago";5;3;8
"431750 Santo Ângelo";5;10;15
"431760 Santo Antônio da Patrulha";4;3;7
"431790 Santo Cristo";1;0;1
"431800 São Borja";4;1;5
"431820 São Francisco de Paula";1;1;2
"431830 São Gabriel";7;4;11
"431840 São Jerônimo";7;5;12
"431850 São José do Norte";2;2;4
"431870 São Leopoldo";38;45;83
"431880 São Lourenço do Sul";2;2;4
"431890 São Luiz Gonzaga";8;2;10
"431900 São Marcos";2;1;3
"431915 São Miguel das Missões";1;0;1
"431930 São Paulo das Missões";0;1;1
"431950 São Sebastião do Caí";4;4;8
"431960 São Sepé";2;0;2
"431990 Sapiranga";8;6;14
"432000 Sapucaia do Sul";17;13;30
"432010 Sarandi";1;2;3
"432050 Sertão";1;0;1
"432080 Soledade";3;2;5
"432090 Tapejara";0;1;1
"432110 Tapes";5;1;6
"432120 Taquara";9;7;16
"432130 Taquari";0;1;1
"432145 Teutônia";1;1;2
"432150 Torres";7;9;16
"432160 Tramandaí";24;24;48
"432170 Três Coroas";1;1;2
"432180 Três de Maio";4;0;4
"432190 Três Passos";1;1;2
"432200 Triunfo";2;3;5
"432240 Uruguaiana";15;15;30
"432250 Vacaria";12;3;15
"432253 Vale do Sol";0;1;1
"432254 Vale Real";0;1;1
"432260 Venâncio Aires";6;4;10
"432270 Vera Cruz";2;9;11
"432280 Veranópolis";0;1;1
"432300 Viamão";45;34;79
"432377 Westfalia";1;0;1
"432380 Xangri-lá";5;1;6
"Total";1659;1055;2714
