 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
Ano Diagnóstico: 2022
Ano Notificação: 2022
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2022
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"410040 Almirante Tamandaré";18;0;0;4;0;0;22
"410070 Alto Piquiri";0;0;0;1;0;0;1
"410090 Amaporã";0;0;0;1;0;0;1
"410110 Andirá";2;0;0;0;0;0;2
"410120 Antonina";1;0;0;0;0;0;1
"410140 Apucarana";16;1;1;6;0;0;24
"410150 Arapongas";10;1;1;6;0;0;18
"410180 Araucária";15;2;1;4;0;0;22
"410190 Assaí";2;0;0;0;0;0;2
"410200 Assis Chateaubriand";1;0;0;2;0;0;3
"410230 Balsa Nova";1;0;0;0;0;0;1
"410240 Bandeirantes";1;0;0;1;0;0;2
"410280 Bela Vista do Paraíso";1;0;0;0;0;0;1
"410300 Boa Esperança";0;0;0;1;0;0;1
"410310 Bocaiúva do Sul";1;0;0;0;0;0;1
"410320 Bom Sucesso";1;0;0;0;0;0;1
"410340 Cafeara";0;1;0;0;0;0;1
"410345 Cafelândia";1;0;0;0;0;0;1
"410347 Cafezal do Sul";1;0;0;0;0;0;1
"410370 Cambé";12;1;1;5;0;0;19
"410390 Campina da Lagoa";1;0;0;0;0;0;1
"410400 Campina Grande do Sul";2;1;0;1;0;0;4
"410420 Campo Largo";22;0;0;2;0;0;24
"410425 Campo Magro";1;0;0;0;0;0;1
"410430 Campo Mourão";16;0;0;0;0;0;16
"410442 Candói";0;0;0;2;0;0;2
"410480 Cascavel";47;7;0;30;0;0;84
"410490 Castro";7;0;0;3;0;0;10
"410550 Cianorte";4;0;0;3;0;0;7
"410570 Clevelândia";4;0;0;1;0;0;5
"410580 Colombo";27;1;0;8;0;0;36
"410590 Colorado";1;0;0;0;0;0;1
"410620 Contenda";1;0;0;0;0;0;1
"410630 Corbélia";1;0;0;0;0;0;1
"410640 Cornélio Procópio";12;1;0;7;0;0;20
"410650 Coronel Vivida";1;0;0;0;0;0;1
"410660 Cruzeiro do Oeste";1;0;0;1;0;0;2
"410690 Curitiba";358;18;7;52;0;6;441
"410700 Curiúva";1;0;0;0;0;0;1
"410712 Diamante do Sul";1;0;0;0;0;0;1
"410765 Fazenda Rio Grande";7;2;0;5;0;0;14
"410770 Fênix";1;0;0;0;0;0;1
"410775 Figueira";1;0;0;0;0;0;1
"410800 Florestópolis";1;0;0;0;0;0;1
"410830 Foz do Iguaçu";59;4;1;30;0;0;94
"410840 Francisco Beltrão";32;1;0;1;1;0;35
"410880 Guaíra";1;0;0;0;0;0;1
"410920 Guaraci";0;1;0;0;0;0;1
"410930 Guaraniaçu";1;0;0;0;0;0;1
"410940 Guarapuava";18;0;0;4;0;0;22
"410960 Guaratuba";6;0;0;3;0;0;9
"410970 Ibaiti";7;0;0;1;0;0;8
"410980 Ibiporã";1;0;1;4;0;0;6
"410990 Icaraíma";2;0;0;0;0;0;2
"411000 Iguaraçu";10;0;0;1;0;0;11
"411030 Inajá";0;0;0;1;0;0;1
"411060 Iporã";2;0;0;0;0;0;2
"411070 Irati";2;0;0;0;0;0;2
"411095 Itaipulândia";1;0;0;0;0;0;1
"411125 Itaperuçu";1;0;0;0;0;0;1
"411150 Ivaiporã";1;0;0;2;0;0;3
"411160 Ivatuba";1;0;0;0;0;0;1
"411180 Jacarezinho";13;1;1;2;0;0;17
"411190 Jaguapitã";0;0;0;1;0;0;1
"411200 Jaguariaíva";3;0;0;0;0;0;3
"411270 Jataizinho";2;0;0;1;0;0;3
"411295 Juranda";1;0;0;0;0;0;1
"411320 Lapa";4;0;0;2;0;0;6
"411330 Laranjeiras do Sul";3;0;0;1;0;0;4
"411350 Loanda";0;0;0;1;0;0;1
"411370 Londrina";89;13;3;35;0;1;141
"411420 Mandaguari";0;0;0;1;0;0;1
"411435 Manfrinópolis";0;0;0;1;0;0;1
"411460 Marechal Cândido Rondon";4;0;0;1;0;0;5
"411480 Marialva";3;0;0;0;0;0;3
"411520 Maringá";105;5;1;30;0;0;141
"411560 Matelândia";1;0;0;1;0;0;2
"411570 Matinhos";2;0;0;0;0;0;2
"411620 Morretes";0;0;0;1;0;0;1
"411660 Nova América da Colina";1;0;0;0;0;0;1
"411690 Nova Esperança";1;0;0;0;0;0;1
"411700 Nova Fátima";1;1;0;0;0;0;2
"411705 Nova Laranjeiras";0;0;0;0;2;0;2
"411720 Nova Olímpia";0;1;0;0;0;0;1
"411730 Ortigueira";0;0;0;0;1;0;1
"411750 Paiçandu";2;0;0;0;0;0;2
"411760 Palmas";3;0;0;1;0;0;4
"411770 Palmeira";0;0;1;0;0;0;1
"411780 Palmital";1;0;0;0;0;0;1
"411800 Paraíso do Norte";1;0;0;0;0;0;1
"411820 Paranaguá";41;0;1;21;0;0;63
"411840 Paranavaí";7;2;0;6;0;0;15
"411850 Pato Branco";19;0;0;3;0;0;22
"411870 Paulo Frontin";1;0;0;0;0;0;1
"411900 Pérola d'Oeste";0;0;0;1;0;0;1
"411915 Pinhais";27;2;1;2;0;0;32
"411930 Pinhão";1;0;0;0;0;0;1
"411950 Piraquara";15;2;1;3;0;0;21
"411960 Pitanga";1;0;0;0;0;0;1
"411965 Pitangueiras";0;0;0;1;0;0;1
"411990 Ponta Grossa";78;1;0;7;0;0;86
"412040 Presidente Castelo Branco";1;0;0;0;0;0;1
"412050 Primeiro de Maio";1;0;0;0;0;0;1
"412080 Quatro Barras";0;0;0;1;0;0;1
"412090 Quedas do Iguaçu";0;0;0;2;0;0;2
"412160 Renascença";1;0;0;0;0;0;1
"412170 Reserva";2;0;0;0;0;0;2
"412175 Reserva do Iguaçu";0;0;0;1;0;0;1
"412190 Ribeirão do Pinhal";1;0;0;0;0;0;1
"412215 Rio Bonito do Iguaçu";1;0;0;0;0;0;1
"412220 Rio Branco do Sul";2;0;0;0;0;0;2
"412240 Rolândia";3;1;0;0;0;0;4
"412250 Roncador";1;0;0;0;0;0;1
"412290 Salto do Itararé";1;0;0;0;0;0;1
"412350 Santa Helena";1;0;0;0;0;0;1
"412370 Santa Isabel do Ivaí";1;0;0;1;0;0;2
"412380 Santa Izabel do Oeste";1;0;0;0;0;0;1
"412405 Santa Terezinha de Itaipu";1;0;0;1;0;0;2
"412410 Santo Antônio da Platina";1;1;0;1;0;0;3
"412470 São Jerônimo da Serra";1;0;0;0;0;0;1
"412500 São João do Ivaí";0;0;0;1;0;0;1
"412540 São José da Boa Vista";1;0;0;0;0;0;1
"412550 São José dos Pinhais";56;3;0;13;0;0;72
"412560 São Mateus do Sul";1;0;0;0;0;0;1
"412570 São Miguel do Iguaçu";0;0;0;1;0;0;1
"412600 São Sebastião da Amoreira";0;1;0;0;0;0;1
"412610 São Tomé";2;1;0;1;0;0;4
"412625 Sarandi";8;1;0;8;0;0;17
"412627 Saudade do Iguaçu";1;0;0;0;0;0;1
"412640 Sertaneja";1;0;0;0;0;0;1
"412680 Tapejara";1;1;0;1;0;0;3
"412700 Teixeira Soares";0;0;0;1;0;0;1
"412710 Telêmaco Borba";11;0;1;2;0;0;14
"412720 Terra Boa";1;0;0;0;0;0;1
"412750 Tibagi";1;0;0;0;0;0;1
"412770 Toledo";37;2;0;19;0;0;58
