 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Mato Grosso do Sul
Período:2018
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"500025 Alcinópolis";0;0;0;0;1;0;0;0;0;0;0;1
"500060 Amambaí";0;0;0;0;0;2;2;0;0;0;0;4
"500070 Anastácio";0;0;0;0;0;0;1;1;0;0;0;2
"500085 Angélica";0;0;0;0;0;1;0;0;0;0;0;1
"500100 Aparecida do Taboado";0;0;0;0;0;0;0;1;0;0;0;1
"500110 Aquidauana";0;0;0;0;2;3;3;3;0;0;0;11
"500190 Bataguassu";0;0;0;0;0;1;2;0;0;0;0;3
"500210 Bela Vista";0;0;0;0;0;2;2;0;0;0;0;4
"500220 Bonito";0;0;0;0;1;1;0;0;0;0;0;2
"500230 Brasilândia";0;0;0;0;0;0;0;0;1;0;0;1
"500240 Caarapó";0;0;0;0;0;0;0;2;0;0;0;2
"500260 Camapuã";0;0;0;0;1;0;1;1;0;0;0;3
"500270 Campo Grande";1;1;0;9;91;70;50;33;11;3;0;269
"500290 Cassilândia";0;0;0;0;0;2;1;0;0;0;0;3
"500310 Corguinho";0;0;0;0;0;0;1;0;0;0;0;1
"500315 Coronel Sapucaia";0;0;0;0;1;0;0;0;0;0;0;1
"500320 Corumbá";0;0;0;0;6;7;6;6;0;0;0;25
"500330 Coxim";0;0;0;0;3;4;5;0;0;0;0;12
"500345 Deodápolis";0;0;0;1;0;1;0;0;0;0;0;2
"500350 Douradina";0;0;0;0;0;0;0;1;0;0;0;1
"500370 Dourados";0;0;1;4;31;15;23;4;6;0;0;84
"500375 Eldorado";0;0;0;0;1;1;0;1;0;0;0;3
"500430 Iguatemi";0;0;0;0;0;0;1;0;1;0;0;2
"500440 Inocência";0;0;0;0;0;1;0;0;0;0;0;1
"500450 Itaporã";0;0;0;0;0;0;1;0;0;0;0;1
"500470 Ivinhema";0;0;0;0;0;0;1;0;0;0;0;1
"500480 Japorã";0;0;0;0;3;2;2;0;0;0;0;7
"500500 Jardim";0;0;0;0;2;2;4;1;0;0;0;9
"500510 Jateí";0;0;0;0;0;1;0;0;1;0;0;2
"500520 Ladário";0;0;0;0;0;0;0;2;0;0;0;2
"500525 Laguna Carapã";0;0;0;0;0;0;1;0;0;0;0;1
"500540 Maracaju";0;0;0;0;2;0;0;0;0;0;0;2
"500560 Miranda";0;0;0;1;1;3;1;1;1;0;0;8
"500568 Mundo Novo";0;0;0;1;1;0;1;1;0;0;0;4
"500570 Naviraí";0;0;0;0;4;7;5;2;1;1;0;20
"500600 Nova Alvorada do Sul";0;0;0;0;0;0;1;0;0;0;0;1
"500620 Nova Andradina";0;0;0;0;0;3;2;3;0;0;0;8
"500630 Paranaíba";0;0;0;3;6;2;3;1;2;0;0;17
"500660 Ponta Porã";0;0;1;5;13;6;7;5;6;0;1;44
"500690 Porto Murtinho";0;0;0;0;1;0;0;0;0;0;0;1
"500710 Ribas do Rio Pardo";0;0;0;0;1;0;1;1;0;0;0;3
"500720 Rio Brilhante";0;0;0;0;1;0;0;0;0;0;0;1
"500740 Rio Verde de Mato Grosso";0;0;0;0;0;1;1;0;0;0;0;2
"500769 São Gabriel do Oeste";0;0;0;0;0;0;1;1;1;0;0;3
"500780 Selvíria";0;0;0;0;1;0;0;0;0;0;0;1
"500790 Sidrolândia";0;0;0;0;0;2;0;0;1;0;0;3
"500793 Sonora";0;0;0;0;1;1;0;1;0;0;0;3
"500795 Tacuru";0;0;0;0;0;0;0;0;0;1;0;1
"500800 Terenos";0;0;0;0;0;0;0;1;0;0;0;1
"500830 Três Lagoas";0;0;0;1;8;8;3;3;1;0;0;24
"Total";1;1;2;25;183;149;133;76;33;5;1;609
