 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Mato Grosso do Sul
Período:2018
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"500025 Alcinópolis";0;0;0;1;0;0;1
"500060 Amambaí";1;0;0;0;3;0;4
"500070 Anastácio";0;1;0;1;0;0;2
"500085 Angélica";1;0;0;0;0;0;1
"500100 Aparecida do Taboado";0;0;0;1;0;0;1
"500110 Aquidauana";5;0;0;5;1;0;11
"500190 Bataguassu";1;0;0;2;0;0;3
"500210 Bela Vista";1;0;0;3;0;0;4
"500220 Bonito";2;0;0;0;0;0;2
"500230 Brasilândia";0;0;0;1;0;0;1
"500240 Caarapó";1;0;0;0;1;0;2
"500260 Camapuã";1;0;0;2;0;0;3
"500270 Campo Grande";139;14;10;104;1;1;269
"500290 Cassilândia";1;1;0;1;0;0;3
"500310 Corguinho";0;0;0;1;0;0;1
"500315 Coronel Sapucaia";0;0;0;1;0;0;1
"500320 Corumbá";4;1;0;20;0;0;25
"500330 Coxim";3;1;0;8;0;0;12
"500345 Deodápolis";2;0;0;0;0;0;2
"500350 Douradina";1;0;0;0;0;0;1
"500370 Dourados";53;0;1;24;6;0;84
"500375 Eldorado";1;1;0;1;0;0;3
"500430 Iguatemi";0;0;0;1;1;0;2
"500440 Inocência";1;0;0;0;0;0;1
"500450 Itaporã";0;0;1;0;0;0;1
"500470 Ivinhema";0;0;0;1;0;0;1
"500480 Japorã";0;0;1;0;6;0;7
"500500 Jardim";3;1;0;5;0;0;9
"500510 Jateí";1;0;0;1;0;0;2
"500520 Ladário";0;0;0;2;0;0;2
"500525 Laguna Carapã";1;0;0;0;0;0;1
"500540 Maracaju";1;0;0;1;0;0;2
"500560 Miranda";2;1;0;4;1;0;8
"500568 Mundo Novo";3;0;0;1;0;0;4
"500570 Naviraí";6;0;0;11;2;1;20
"500600 Nova Alvorada do Sul";0;0;0;1;0;0;1
"500620 Nova Andradina";1;1;0;6;0;0;8
"500630 Paranaíba";8;1;0;8;0;0;17
"500660 Ponta Porã";7;0;1;25;11;0;44
"500690 Porto Murtinho";1;0;0;0;0;0;1
"500710 Ribas do Rio Pardo";0;0;0;3;0;0;3
"500720 Rio Brilhante";1;0;0;0;0;0;1
"500740 Rio Verde de Mato Grosso";0;0;0;2;0;0;2
"500769 São Gabriel do Oeste";1;1;0;1;0;0;3
"500780 Selvíria";1;0;0;0;0;0;1
"500790 Sidrolândia";0;1;0;2;0;0;3
"500793 Sonora";0;0;0;3;0;0;3
"500795 Tacuru";0;0;0;0;1;0;1
"500800 Terenos";0;0;0;1;0;0;1
"500830 Três Lagoas";15;1;0;8;0;0;24
"Total";270;26;14;263;34;2;609
