 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2017
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"410040 Almirante Tamandaré";0;0;0;0;1;3;8;9;8;2;0;0;31
"410060 Alto Paraná";0;0;0;0;0;0;0;1;0;0;0;0;1
"410050 Altônia";0;0;0;0;0;1;0;0;0;0;0;0;1
"410080 Alvorada do Sul";0;0;0;0;0;0;1;1;0;0;0;0;2
"410120 Antonina";0;0;0;0;0;0;0;0;0;1;0;0;1
"410140 Apucarana";0;0;0;0;0;4;3;3;5;2;0;0;17
"410150 Arapongas";0;0;0;0;2;4;3;7;4;0;0;0;20
"410160 Arapoti";0;0;0;0;0;0;0;0;2;0;0;0;2
"410170 Araruna";0;0;0;0;0;0;0;0;1;0;0;0;1
"410180 Araucária";0;0;1;0;2;10;14;7;4;4;0;0;42
"410200 Assis Chateaubriand";0;0;0;0;0;0;0;0;0;0;1;0;1
"410210 Astorga";0;0;0;0;0;1;0;2;0;0;0;0;3
"410240 Bandeirantes";0;0;0;0;0;0;0;2;0;0;0;0;2
"410280 Bela Vista do Paraíso";0;0;0;0;0;1;0;0;0;0;0;0;1
"410305 Boa Vista da Aparecida";0;0;0;0;0;0;0;0;1;0;0;0;1
"410310 Bocaiúva do Sul";0;0;0;0;0;0;0;0;1;1;0;0;2
"410315 Bom Jesus do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"410335 Braganey";0;0;0;0;0;0;1;0;0;0;0;0;1
"410340 Cafeara";0;0;0;0;0;1;0;0;0;0;0;0;1
"410345 Cafelândia";0;0;0;0;0;0;0;1;0;0;0;0;1
"410347 Cafezal do Sul";0;0;0;1;0;0;0;0;0;0;0;0;1
