 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2017
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"410040 Almirante Tamandaré";0;1;3;6;2;3;2;0;1;18
"410060 Alto Paraná";0;0;1;0;0;0;0;0;0;1
"410080 Alvorada do Sul";0;0;0;1;0;0;1;0;0;2
"410120 Antonina";0;0;0;1;0;0;0;0;0;1
"410140 Apucarana";0;0;1;5;1;3;3;0;3;16
"410150 Arapongas";0;2;1;4;2;5;3;1;2;20
"410160 Arapoti";0;0;0;0;1;0;0;0;0;1
"410170 Araruna";0;0;0;0;0;0;0;0;1;1
"410180 Araucária";0;6;0;3;3;11;9;2;4;38
"410200 Assis Chateaubriand";1;0;0;0;0;0;0;0;0;1
"410210 Astorga";0;0;0;1;1;0;1;0;0;3
"410240 Bandeirantes";1;0;0;0;0;0;0;0;0;1
"410280 Bela Vista do Paraíso";1;0;0;0;0;0;0;0;0;1
"410305 Boa Vista da Aparecida";0;0;0;0;1;0;0;0;0;1
"410310 Bocaiúva do Sul";0;1;0;0;1;0;0;0;0;2
"410315 Bom Jesus do Sul";0;0;0;1;0;0;0;0;0;1
"410335 Braganey";0;0;0;0;0;0;1;0;0;1
"410340 Cafeara";0;0;0;0;1;0;0;0;0;1
"410345 Cafelândia";0;0;0;0;0;0;1;0;0;1
"410347 Cafezal do Sul";0;0;0;0;0;1;0;0;0;1
"410370 Cambé";1;2;1;3;2;1;1;0;1;12
"410380 Cambira";0;0;0;1;0;0;0;0;0;1
"410400 Campina Grande do Sul";0;0;0;2;1;2;0;0;0;5
"410420 Campo Largo";0;0;2;1;0;0;2;1;0;6
"410430 Campo Mourão";1;1;0;2;2;0;1;0;2;9
"410440 Cândido de Abreu";0;1;0;0;0;1;0;0;0;2
"410445 Cantagalo";0;1;0;0;0;0;0;0;0;1
"410450 Capanema";0;0;0;1;0;0;0;0;0;1
"410480 Cascavel";0;7;5;9;10;9;22;5;6;73
"410490 Castro";0;0;1;1;0;0;0;0;0;2
"410510 Centenário do Sul";0;0;0;1;1;1;0;0;0;3
"410530 Céu Azul";0;0;1;0;0;0;0;0;0;1
"410550 Cianorte";0;0;1;5;0;2;3;3;2;16
"410560 Cidade Gaúcha";0;0;0;0;0;0;0;0;1;1
"410570 Clevelândia";0;1;2;0;0;0;0;0;0;3
"410580 Colombo";0;4;3;7;2;7;4;0;1;28
"410590 Colorado";1;0;0;0;1;0;0;0;0;2
"410620 Contenda";0;0;0;0;0;0;0;0;1;1
"410640 Cornélio Procópio";2;2;0;9;1;3;2;1;3;23
"410645 Coronel Domingos Soares";0;0;0;0;1;0;0;0;0;1
"410650 Coronel Vivida";0;0;0;3;1;0;1;0;0;5
"410680 Cruz Machado";0;1;0;0;0;0;0;0;0;1
"410660 Cruzeiro do Oeste";1;0;0;0;0;0;1;0;0;2
"410690 Curitiba";2;29;27;55;41;63;82;32;50;381
"412863 Doutor Ulysses";0;0;0;1;0;0;0;0;0;1
"410753 Entre Rios do Oeste";0;0;0;0;0;0;0;0;1;1
