 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2017
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"410040 Almirante Tamandaré";14;17;0;31
"410060 Alto Paraná";1;0;0;1
"410050 Altônia";1;0;0;1
"410080 Alvorada do Sul";2;0;0;2
"410120 Antonina";1;0;0;1
"410140 Apucarana";11;6;0;17
"410150 Arapongas";13;7;0;20
"410160 Arapoti";0;2;0;2
"410170 Araruna";1;0;0;1
"410180 Araucária";27;15;0;42
"410200 Assis Chateaubriand";0;1;0;1
"410210 Astorga";2;1;0;3
"410240 Bandeirantes";0;2;0;2
"410280 Bela Vista do Paraíso";0;1;0;1
"410305 Boa Vista da Aparecida";0;1;0;1
"410310 Bocaiúva do Sul";2;0;0;2
"410315 Bom Jesus do Sul";0;1;0;1
"410335 Braganey";1;0;0;1
"410340 Cafeara";0;1;0;1
"410345 Cafelândia";1;0;0;1
"410347 Cafezal do Sul";0;1;0;1
"410370 Cambé";12;6;0;18
"410380 Cambira";1;0;0;1
"410400 Campina Grande do Sul";5;2;0;7
"410420 Campo Largo";7;4;0;11
"410430 Campo Mourão";10;4;0;14
"410440 Cândido de Abreu";2;0;0;2
"410445 Cantagalo";1;0;0;1
"410450 Capanema";0;1;0;1
"410465 Carambeí";1;0;0;1
"410480 Cascavel";55;21;0;76
"410490 Castro";2;0;0;2
"410510 Centenário do Sul";2;1;0;3
"410530 Céu Azul";1;0;0;1
"410550 Cianorte";14;4;0;18
"410560 Cidade Gaúcha";3;0;0;3
"410570 Clevelândia";1;2;0;3
"410580 Colombo";16;17;0;33
"410590 Colorado";1;1;0;2
"410600 Congonhinhas";1;0;0;1
"410620 Contenda";0;1;0;1
"410640 Cornélio Procópio";16;9;0;25
"410645 Coronel Domingos Soares";1;0;0;1
"410650 Coronel Vivida";2;3;0;5
"410680 Cruz Machado";2;0;0;2
"410660 Cruzeiro do Oeste";1;2;0;3
"410690 Curitiba";363;134;0;497
"412863 Doutor Ulysses";1;0;0;1
"410753 Entre Rios do Oeste";1;0;0;1
"410754 Espigão Alto do Iguaçu";1;0;0;1
"410755 Farol";1;0;0;1
"410765 Fazenda Rio Grande";7;2;0;9
"410800 Florestópolis";1;0;0;1
"410820 Formosa do Oeste";1;0;0;1
"410830 Foz do Iguaçu";45;18;0;63
"410845 Foz do Jordão";2;0;0;2
"410832 Francisco Alves";0;1;0;1
"410840 Francisco Beltrão";12;12;0;24
"410850 General Carneiro";2;1;0;3
