 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Goiás
Período:2023
"Município (Res)";"Masculino";"Feminino";"Total"
"520013 Acreúna";1;0;1
"520025 Águas Lindas de Goiás";7;0;7
"520030 Alexânia";1;0;1
"520055 Alto Horizonte";0;1;1
"520060 Alto Paraíso de Goiás";1;0;1
"520080 Alvorada do Norte";1;1;2
"520110 Anápolis";82;20;102
"520130 Anicuns";2;0;2
"520140 Aparecida de Goiânia";86;29;115
"520150 Aporé";1;0;1
"520170 Aragarças";1;1;2
"520330 Bela Vista de Goiás";1;0;1
"520390 Buriti Alegre";0;2;2
"520393 Buriti de Goiás";1;0;1
"520440 Caiapônia";2;0;2
"520450 Caldas Novas";15;6;21
"520480 Campo Alegre de Goiás";1;0;1
"520490 Campos Belos";2;2;4
"520510 Catalão";22;8;30
"520540 Ceres";1;0;1
"520549 Cidade Ocidental";9;3;12
"520551 Cocalzinho de Goiás";1;0;1
"520590 Corumbaíba";1;0;1
"520620 Cristalina";3;2;5
"520630 Cristianópolis";1;0;1
"520740 Edéia";1;0;1
"520780 Firminópolis";1;0;1
"520790 Flores de Goiás";1;0;1
"520800 Formosa";4;1;5
"520860 Goianésia";8;0;8
"520870 Goiânia";396;122;518
"520880 Goianira";3;2;5
"520890 Goiás";1;1;2
"520910 Goiatuba";4;2;6
"520920 Guapó";1;0;1
"520970 Hidrolândia";2;0;2
"520995 Indiara";1;0;1
"521000 Inhumas";4;1;5
"521010 Ipameri";1;0;1
"521020 Iporá";6;3;9
"521030 Israelândia";1;0;1
"521040 Itaberaí";1;2;3
"521090 Itapaci";1;0;1
"521100 Itapirapuã";2;0;2
"521120 Itapuranga";0;1;1
"521130 Itarumã";1;0;1
"521140 Itauçu";1;2;3
"521150 Itumbiara";23;10;33
"521180 Jaraguá";2;0;2
"521190 Jataí";24;9;33
"521200 Jaupaci";1;0;1
"521220 Jussara";2;0;2
"521230 Leopoldo de Bulhões";0;1;1
"521250 Luziânia";7;2;9
"521308 Minaçu";0;1;1
"521310 Mineiros";5;2;7
"521370 Montes Claros de Goiás";1;1;2
"521375 Montividiu";0;1;1
"521380 Morrinhos";4;2;6
"521405 Mundo Novo";2;2;4
"521440 Nazário";0;1;1
"521450 Nerópolis";3;0;3
"521460 Niquelândia";1;0;1
"521483 Nova Crixás";1;0;1
"521490 Nova Roma";1;0;1
"521523 Novo Gama";3;0;3
"521530 Orizona";0;1;1
"521550 Ouvidor";2;1;3
"521560 Padre Bernardo";1;1;2
"521580 Palmelo";1;0;1
"521710 Piracanjuba";3;1;4
"521740 Pires do Rio";2;2;4
"521760 Planaltina";4;2;6
"521770 Pontalina";0;1;1
"521800 Porangatu";4;1;5
"521805 Porteirão";1;0;1
"521830 Posse";1;0;1
"521850 Quirinópolis";2;1;3
"521860 Rialma";1;0;1
"521880 Rio Verde";64;14;78
"521930 Santa Helena de Goiás";0;2;2
"521950 Santa Rosa de Goiás";1;0;1
"521973 Santo Antônio de Goiás";1;0;1
"521975 Santo Antônio do Descoberto";9;1;10
"521980 São Domingos";1;0;1
"522000 São João d'Aliança";1;1;2
"522010 São Luís de Montes Belos";3;0;3
"522015 São Luíz do Norte";1;0;1
"522020 São Miguel do Araguaia";5;0;5
"522045 Senador Canedo";29;10;39
"522050 Serranópolis";1;0;1
"522060 Silvânia";3;0;3
"522119 Terezópolis de Goiás";2;1;3
"522140 Trindade";10;6;16
"522155 Turvelândia";0;1;1
"522160 Uruaçu";11;6;17
"522185 Valparaíso de Goiás";39;11;50
"522205 Vicentinópolis";1;1;2
"522230 Vila Propício";1;1;2
"520000 Município ignorado - GO";1;1;2
"Total";970;311;1281
