 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Goiás
Período:2023
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"520013 Acreúna";1;0;0;0;0;0;0;0;0;1
"520025 Águas Lindas de Goiás";0;1;0;1;0;2;2;0;1;7
"520030 Alexânia";0;0;0;0;0;0;1;0;0;1
"520055 Alto Horizonte";0;0;0;0;0;0;1;0;0;1
"520060 Alto Paraíso de Goiás";0;0;0;0;0;0;1;0;0;1
"520080 Alvorada do Norte";0;0;0;1;0;0;1;0;0;2
"520110 Anápolis";1;3;1;5;11;22;37;4;10;94
"520130 Anicuns";0;0;0;0;0;0;2;0;0;2
"520140 Aparecida de Goiânia";1;4;3;16;10;15;47;5;7;108
"520170 Aragarças";1;0;0;0;0;0;0;0;0;1
"520330 Bela Vista de Goiás";0;0;1;0;0;0;0;0;0;1
"520390 Buriti Alegre";0;0;0;0;0;0;1;0;0;1
"520393 Buriti de Goiás";0;0;0;0;0;0;0;0;1;1
"520440 Caiapônia";0;0;0;0;0;0;1;0;1;2
"520450 Caldas Novas";0;3;1;4;0;3;5;2;0;18
"520480 Campo Alegre de Goiás";0;0;0;1;0;0;0;0;0;1
"520490 Campos Belos";0;0;0;0;0;0;1;0;0;1
"520510 Catalão";0;2;1;2;1;4;7;5;6;28
"520549 Cidade Ocidental";0;1;0;0;1;1;3;0;2;8
"520590 Corumbaíba";0;0;0;0;0;0;0;1;0;1
"520620 Cristalina";1;0;0;0;0;0;1;0;1;3
"520740 Edéia";0;0;0;0;1;0;0;0;0;1
"520780 Firminópolis";0;0;0;1;0;0;0;0;0;1
"520800 Formosa";0;0;1;1;0;1;0;0;0;3
"520860 Goianésia";0;0;0;0;0;1;2;0;1;4
"520870 Goiânia";4;23;12;55;20;56;128;17;93;408
"520880 Goianira";0;1;0;3;0;0;1;0;0;5
"520910 Goiatuba";0;1;0;0;0;0;2;1;0;4
"520920 Guapó";0;0;0;0;0;1;0;0;0;1
"520970 Hidrolândia";0;0;1;0;0;0;0;0;1;2
"520995 Indiara";0;0;0;0;0;0;1;0;0;1
"521000 Inhumas";0;0;0;1;0;0;1;1;0;3
"521010 Ipameri";0;0;0;1;0;0;0;0;0;1
"521020 Iporá";0;1;0;2;0;1;2;0;2;8
"521040 Itaberaí";0;0;0;1;0;1;0;0;0;2
"521090 Itapaci";0;0;0;0;0;0;1;0;0;1
"521100 Itapirapuã";1;0;0;0;0;0;1;0;0;2
"521120 Itapuranga";1;0;0;0;0;0;0;0;0;1
"521130 Itarumã";0;0;1;0;0;0;0;0;0;1
"521140 Itauçu";0;0;0;0;1;0;0;0;0;1
"521150 Itumbiara";0;1;0;1;1;1;2;0;1;7
"521180 Jaraguá";0;0;0;0;0;0;0;1;0;1
"521190 Jataí";0;4;1;6;3;3;7;4;1;29
"521200 Jaupaci";0;0;0;0;1;0;0;0;0;1
"521220 Jussara";0;0;0;0;0;0;1;0;1;2
"521230 Leopoldo de Bulhões";0;1;0;0;0;0;0;0;0;1
"521250 Luziânia";1;1;0;1;1;3;0;0;0;7
"521308 Minaçu";1;0;0;0;0;0;0;0;0;1
"521310 Mineiros";0;1;0;0;0;0;1;3;1;6
"521370 Montes Claros de Goiás";0;0;0;0;0;0;1;0;0;1
"521375 Montividiu";0;0;0;1;0;0;0;0;0;1
"521380 Morrinhos";0;0;0;2;0;2;0;0;0;4
"521405 Mundo Novo";0;0;0;0;1;1;0;0;0;2
"521450 Nerópolis";0;0;0;0;0;1;1;1;0;3
"521460 Niquelândia";0;1;0;0;0;0;0;0;0;1
"521483 Nova Crixás";0;0;0;0;0;1;0;0;0;1
"521490 Nova Roma";0;0;0;0;1;0;0;0;0;1
"521523 Novo Gama";1;0;0;0;0;1;1;0;0;3
"521530 Orizona";0;0;0;0;0;1;0;0;0;1
"521550 Ouvidor";0;2;0;0;0;0;1;0;0;3
"521560 Padre Bernardo";1;0;0;0;0;0;0;0;0;1
"521580 Palmelo";0;0;0;1;0;0;0;0;0;1
"521710 Piracanjuba";0;0;0;1;0;1;1;0;1;4
"521740 Pires do Rio";1;0;0;0;0;1;0;0;1;3
"521760 Planaltina";0;0;0;1;1;0;1;0;0;3
"521800 Porangatu";1;0;0;1;0;0;2;0;0;4
"521805 Porteirão";0;1;0;0;0;0;0;0;0;1
"521830 Posse";0;0;0;0;0;1;0;0;0;1
"521850 Quirinópolis";0;1;0;1;0;0;0;0;1;3
"521880 Rio Verde";4;2;1;9;9;13;24;3;11;76
"521930 Santa Helena de Goiás";0;0;0;0;1;0;0;1;0;2
"521950 Santa Rosa de Goiás";0;0;0;0;0;0;1;0;0;1
"521973 Santo Antônio de Goiás";0;0;0;0;0;1;0;0;0;1
"521975 Santo Antônio do Descoberto";0;1;0;0;1;1;1;0;5;9
"522000 São João d'Aliança";0;2;0;0;0;0;0;0;0;2
"522010 São Luís de Montes Belos";0;0;0;0;0;1;0;0;0;1
"522020 São Miguel do Araguaia";0;0;0;1;0;0;1;0;0;2
"522045 Senador Canedo";0;1;1;5;5;6;11;2;3;34
"522050 Serranópolis";0;0;0;0;0;1;0;0;0;1
"522060 Silvânia";1;0;0;0;0;0;0;0;0;1
"522119 Terezópolis de Goiás";0;0;0;0;0;1;1;0;0;2
"522140 Trindade";0;2;2;0;1;0;5;1;2;13
"522155 Turvelândia";0;0;0;0;0;0;0;1;0;1
"522160 Uruaçu";0;2;0;2;2;3;2;0;1;12
"522185 Valparaíso de Goiás";1;3;0;4;4;16;9;1;9;47
"522205 Vicentinópolis";0;0;0;1;0;0;0;0;0;1
"522230 Vila Propício";0;0;0;1;0;1;0;0;0;2
"Total";23;66;27;134;77;169;324;54;164;1038
