 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2023
"Município (Res)";"Masculino";"Feminino";"Total"
"500020 Água Clara";1;1;2
"500070 Anastácio";9;2;11
"500080 Anaurilândia";1;0;1
"500085 Angélica";1;0;1
"500090 Antônio João";1;0;1
"500100 Aparecida do Taboado";1;1;2
"500110 Aquidauana";2;0;2
"500190 Bataguassu";2;0;2
"500200 Batayporã";1;0;1
"500210 Bela Vista";0;1;1
"500220 Bonito";0;1;1
"500230 Brasilândia";1;1;2
"500240 Caarapó";1;0;1
"500270 Campo Grande";226;82;308
"500290 Cassilândia";4;0;4
"500295 Chapadão do Sul";2;0;2
"500315 Coronel Sapucaia";1;0;1
"500320 Corumbá";12;6;18
"500325 Costa Rica";3;0;3
"500330 Coxim";18;9;27
"500370 Dourados";64;34;98
"500375 Eldorado";1;0;1
"500410 Guia Lopes da Laguna";1;0;1
"500480 Japorã";1;0;1
"500500 Jardim";7;6;13
"500515 Juti";2;0;2
"500520 Ladário";4;2;6
"500525 Laguna Carapã";0;2;2
"500540 Maracaju";3;1;4
"500560 Miranda";3;0;3
"500568 Mundo Novo";0;1;1
"500570 Naviraí";4;9;13
"500600 Nova Alvorada do Sul";4;0;4
"500620 Nova Andradina";7;3;10
"500630 Paranaíba";6;4;10
"500660 Ponta Porã";27;17;44
"500690 Porto Murtinho";0;1;1
"500710 Ribas do Rio Pardo";1;0;1
"500720 Rio Brilhante";1;0;1
"500730 Rio Negro";1;0;1
"500740 Rio Verde de Mato Grosso";1;1;2
"500755 Santa Rita do Pardo";1;1;2
"500769 São Gabriel do Oeste";6;1;7
"500790 Sidrolândia";4;2;6
"500793 Sonora";1;0;1
"500830 Três Lagoas";30;15;45
"500840 Vicentina";3;0;3
"Total";470;204;674
