 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso
Período:2020
"Município (Res)";"Masculino";"Feminino";"Total"
"510020 Água Boa";5;0;5
"510025 Alta Floresta";12;3;15
"510030 Alto Araguaia";1;2;3
"510040 Alto Garças";2;3;5
"510050 Alto Paraguai";0;1;1
"510080 Apiacás";1;0;1
"510140 Aripuanã";0;1;1
"510160 Barão de Melgaço";1;0;1
"510180 Barra do Garças";7;3;10
"510185 Bom Jesus do Araguaia";1;0;1
"510190 Brasnorte";1;0;1
"510250 Cáceres";12;1;13
"510263 Campo Novo do Parecis";3;1;4
"510267 Campo Verde";5;4;9
"510268 Campos de Júlio";1;0;1
"510270 Canarana";1;2;3
"510305 Cláudia";0;1;1
"510320 Colíder";1;0;1
"510325 Colniza";1;0;1
"510330 Comodoro";1;0;1
"510335 Confresa";3;5;8
"510340 Cuiabá";143;55;198
"510350 Diamantino";4;1;5
"510360 Dom Aquino";1;1;2
"510380 Figueirópolis D'Oeste";1;0;1
"510385 Gaúcha do Norte";1;1;2
"510410 Guarantã do Norte";5;0;5
"510420 Guiratinga";5;2;7
"510460 Itiquira";1;2;3
"510480 Jaciara";4;1;5
"510490 Jangada";1;0;1
"510500 Jauru";1;0;1
"510510 Juara";2;3;5
"510515 Juína";8;4;12
"510517 Juruena";0;1;1
"510525 Lucas do Rio Verde";1;2;3
"510562 Mirassol d'Oeste";5;0;5
"510590 Nobres";1;1;2
"510610 Nossa Senhora do Livramento";1;0;1
"510615 Nova Bandeirantes";1;0;1
"510622 Nova Mutum";1;1;2
"510625 Nova Xavantina";1;0;1
"510630 Paranatinga";2;3;5
"510637 Pedra Preta";2;1;3
"510642 Peixoto de Azevedo";5;2;7
"510650 Poconé";3;1;4
"510675 Pontes e Lacerda";3;2;5
"510677 Porto Alegre do Norte";1;0;1
"510680 Porto dos Gaúchos";0;1;1
"510682 Porto Esperidião";2;0;2
"510700 Poxoréo";2;0;2
"510704 Primavera do Leste";5;1;6
"510706 Querência";0;1;1
"510718 Ribeirão Cascalheira";0;3;3
"510720 Rio Branco";1;0;1
"510760 Rondonópolis";80;26;106
"510770 Rosário Oeste";1;1;2
"510777 Santa Terezinha";1;0;1
"510779 Santo Antônio do Leste";0;1;1
"510785 São Félix do Araguaia";1;0;1
"510730 São José do Rio Claro";1;1;2
"510710 São José dos Quatro Marcos";2;0;2
"510787 Sapezal";1;0;1
"510790 Sinop";7;5;12
"510792 Sorriso";26;8;34
"510795 Tangará da Serra";19;5;24
"510840 Várzea Grande";78;28;106
"510850 Vera";1;0;1
"510550 Vila Bela da Santíssima Trindade";0;1;1
"510860 Vila Rica";2;0;2
"Total";493;193;686
