 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Mato Grosso
Período:2020
"Município (Res)";"< 1 ano";"1-4";"5-9";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"510020 Água Boa";0;0;0;0;1;1;1;2;0;0;0;5
"510025 Alta Floresta";0;0;0;0;3;7;4;0;1;0;0;15
"510030 Alto Araguaia";0;0;0;0;0;1;1;1;0;0;0;3
"510040 Alto Garças";0;0;0;0;2;0;2;0;0;1;0;5
"510050 Alto Paraguai";0;0;0;0;0;0;0;0;1;0;0;1
"510080 Apiacás";0;0;0;0;0;0;0;0;0;1;0;1
"510140 Aripuanã";0;0;0;0;0;1;0;0;0;0;0;1
"510160 Barão de Melgaço";0;0;0;0;0;1;0;0;0;0;0;1
"510180 Barra do Garças";0;0;0;0;4;5;1;0;0;0;0;10
"510185 Bom Jesus do Araguaia";0;0;0;0;1;0;0;0;0;0;0;1
"510190 Brasnorte";0;0;0;0;0;0;0;1;0;0;0;1
"510250 Cáceres";0;0;0;0;4;4;1;4;0;0;0;13
"510263 Campo Novo do Parecis";0;0;0;0;1;3;0;0;0;0;0;4
"510267 Campo Verde";0;0;0;0;2;3;3;1;0;0;0;9
"510268 Campos de Júlio";0;0;0;0;0;0;1;0;0;0;0;1
"510270 Canarana";0;0;0;0;1;1;1;0;0;0;0;3
"510305 Cláudia";0;0;0;0;0;0;1;0;0;0;0;1
"510320 Colíder";0;0;0;0;1;0;0;0;0;0;0;1
"510325 Colniza";0;0;0;0;0;0;0;0;0;1;0;1
"510330 Comodoro";0;0;0;0;0;0;1;0;0;0;0;1
"510335 Confresa";0;0;0;0;1;3;2;2;0;0;0;8
"510340 Cuiabá";1;1;0;5;63;59;39;22;5;3;0;198
"510350 Diamantino";0;0;0;0;1;0;1;2;1;0;0;5
"510360 Dom Aquino";0;0;0;0;0;0;1;0;1;0;0;2
"510380 Figueirópolis D'Oeste";0;0;0;0;0;0;0;0;0;1;0;1
"510385 Gaúcha do Norte";0;0;0;0;0;1;1;0;0;0;0;2
"510410 Guarantã do Norte";0;0;0;0;3;2;0;0;0;0;0;5
"510420 Guiratinga";0;0;0;0;1;1;2;2;1;0;0;7
"510460 Itiquira";0;0;0;0;1;0;2;0;0;0;0;3
"510480 Jaciara";0;0;0;0;0;2;2;0;0;0;1;5
"510490 Jangada";0;0;0;0;0;0;1;0;0;0;0;1
"510500 Jauru";0;0;0;0;0;0;0;0;1;0;0;1
"510510 Juara";0;0;0;0;0;1;2;1;1;0;0;5
"510515 Juína";0;0;0;0;1;8;2;1;0;0;0;12
"510517 Juruena";0;0;0;0;0;1;0;0;0;0;0;1
"510525 Lucas do Rio Verde";0;0;0;0;1;2;0;0;0;0;0;3
"510562 Mirassol d'Oeste";0;0;0;0;1;1;0;2;1;0;0;5
"510590 Nobres";0;0;0;0;0;0;1;1;0;0;0;2
"510610 Nossa Senhora do Livramento";0;0;0;0;0;1;0;0;0;0;0;1
"510615 Nova Bandeirantes";0;0;0;0;0;0;1;0;0;0;0;1
"510622 Nova Mutum";0;0;0;0;0;1;1;0;0;0;0;2
"510625 Nova Xavantina";0;0;0;0;0;0;1;0;0;0;0;1
"510630 Paranatinga";0;0;0;0;3;0;0;1;1;0;0;5
"510637 Pedra Preta";0;0;0;1;0;1;1;0;0;0;0;3
"510642 Peixoto de Azevedo";0;0;0;0;0;2;3;2;0;0;0;7
"510650 Poconé";0;0;0;0;1;1;2;0;0;0;0;4
"510675 Pontes e Lacerda";0;0;0;0;3;1;1;0;0;0;0;5
"510677 Porto Alegre do Norte";0;0;0;0;0;1;0;0;0;0;0;1
"510680 Porto dos Gaúchos";0;0;0;0;0;0;1;0;0;0;0;1
"510682 Porto Esperidião";0;0;0;0;0;2;0;0;0;0;0;2
"510700 Poxoréo";0;0;0;0;0;1;0;1;0;0;0;2
"510704 Primavera do Leste";0;0;1;0;1;3;1;0;0;0;0;6
"510706 Querência";0;0;0;0;0;0;0;1;0;0;0;1
"510718 Ribeirão Cascalheira";0;0;0;0;1;0;1;1;0;0;0;3
"510720 Rio Branco";0;0;0;0;0;0;0;1;0;0;0;1
"510760 Rondonópolis";0;1;0;6;35;28;10;20;3;3;0;106
"510770 Rosário Oeste";0;0;0;0;0;1;1;0;0;0;0;2
"510777 Santa Terezinha";0;0;0;0;0;0;0;1;0;0;0;1
"510779 Santo Antônio do Leste";0;0;0;0;0;0;1;0;0;0;0;1
"510785 São Félix do Araguaia";0;0;0;0;0;0;0;0;1;0;0;1
"510730 São José do Rio Claro";0;0;0;0;0;0;2;0;0;0;0;2
"510710 São José dos Quatro Marcos";0;0;0;0;2;0;0;0;0;0;0;2
"510787 Sapezal";0;0;0;0;0;1;0;0;0;0;0;1
"510790 Sinop";0;0;0;0;3;0;7;2;0;0;0;12
"510792 Sorriso";0;0;0;1;9;8;9;4;3;0;0;34
"510795 Tangará da Serra";0;0;0;0;6;9;4;5;0;0;0;24
"510840 Várzea Grande";0;0;0;4;31;30;25;16;0;0;0;106
"510850 Vera";0;0;0;0;0;0;1;0;0;0;0;1
"510550 Vila Bela da Santíssima Trindade";0;0;0;0;0;1;0;0;0;0;0;1
"510860 Vila Rica";0;0;0;0;1;1;0;0;0;0;0;2
"Total";1;2;1;17;189;201;146;97;21;10;1;686
