 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2021
Ano Notificação: 2021
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2021
"Município (Res)";"Masculino";"Feminino";"Total"
"430003 Aceguá";1;0;1
"430010 Agudo";0;1;1
"430020 Ajuricaba";1;0;1
"430030 Alecrim";1;0;1
"430040 Alegrete";3;3;6
"430045 Alegria";1;0;1
"430050 Alpestre";1;0;1
"430060 Alvorada";49;21;70
"430080 Antônio Prado";1;0;1
"430100 Arroio do Meio";1;1;2
"430105 Arroio do Sal";0;1;1
"430150 Augusto Pestana";0;1;1
"430160 Bagé";23;8;31
"430185 Barra do Guarita";0;1;1
"430190 Barra do Ribeiro";0;2;2
"430210 Bento Gonçalves";23;13;36
"430245 Boqueirão do Leão";2;0;2
"430260 Braga";0;1;1
"430270 Butiá";1;0;1
"430280 Caçapava do Sul";2;3;5
"430290 Cacequi";1;1;2
"430300 Cachoeira do Sul";17;8;25
"430310 Cachoeirinha";16;11;27
"430350 Camaquã";6;3;9
"430390 Campo Bom";4;4;8
"430420 Candelária";1;0;1
"430440 Canela";14;8;22
"430450 Canguçu";0;1;1
"430460 Canoas";87;65;152
"430463 Capão da Canoa";5;11;16
"430466 Capão do Leão";2;0;2
"430467 Capivari do Sul";3;2;5
"430470 Carazinho";12;4;16
"430500 Catuípe";0;1;1
"430510 Caxias do Sul";44;24;68
"430520 Cerro Largo";1;0;1
"430535 Charqueadas";14;0;14
"430543 Chuí";0;1;1
"430545 Cidreira";2;2;4
"430570 Condor";1;0;1
"430590 Coronel Bicaco";1;0;1
"430605 Cristal";0;1;1
"430610 Cruz Alta";13;12;25
"430640 Dois Irmãos";0;1;1
"430645 Dois Lajeados";0;1;1
"430650 Dom Feliciano";0;1;1
"430660 Dom Pedrito";4;3;7
"430676 Eldorado do Sul";5;5;10
"430680 Encantado";1;0;1
"430690 Encruzilhada do Sul";0;1;1
"430693 Entre-Ijuís";0;1;1
"430700 Erechim";9;4;13
"430740 Esmeralda";1;0;1
"430750 Espumoso";0;1;1
"430760 Estância Velha";3;1;4
"430770 Esteio";13;6;19
"430780 Estrela";4;3;7
"430790 Farroupilha";10;5;15
"430820 Flores da Cunha";1;0;1
"430850 Frederico Westphalen";4;2;6
"430860 Garibaldi";0;1;1
"430900 Giruá";1;2;3
"430910 Gramado";2;2;4
"430920 Gravataí";37;25;62
"430930 Guaíba";19;9;28
"430940 Guaporé";0;1;1
"430960 Horizontina";1;1;2
"430980 Ibiaçá";0;1;1
"430990 Ibiraiaras";0;1;1
"431000 Ibirubá";1;0;1
"431010 Igrejinha";5;3;8
"431020 Ijuí";16;9;25
"431033 Imbé";1;2;3
"431040 Independência";0;1;1
"431060 Itaqui";4;5;9
"431080 Ivoti";0;1;1
"431100 Jaguarão";1;0;1
"431120 Júlio de Castilhos";1;0;1
"431130 Lagoa Vermelha";5;3;8
"431140 Lajeado";31;19;50
"431177 Maquiné";0;1;1
"431180 Marau";3;3;6
"431205 Marques de Souza";2;0;2
"431238 Monte Belo do Sul";0;1;1
"431240 Montenegro";14;6;20
"431265 Não-Me-Toque";0;1;1
"431270 Nonoai";1;0;1
"431306 Nova Hartz";0;1;1
"431335 Nova Roma do Sul";0;1;1
"431337 Nova Santa Rita";3;1;4
"431340 Novo Hamburgo";46;31;77
"431344 Novo Tiradentes";1;0;1
"431350 Osório";13;2;15
"431365 Palmares do Sul";1;2;3
"431370 Palmeira das Missões";4;2;6
"431380 Palmitinho";1;0;1
"431395 Pantano Grande";0;1;1
"431405 Parobé";5;2;7
"431410 Passo Fundo";30;13;43
"431420 Pedro Osório";0;1;1
"431440 Pelotas";65;43;108
"431450 Pinheiro Machado";0;3;3
"431460 Piratini";0;1;1
