 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2019
Ano Notificação: 2019
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2019
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"410010 Abatiá";1;0;0;0;0;0;0;0;0;0;0;0;1
"410040 Almirante Tamandaré";0;0;0;0;1;10;8;5;2;0;1;0;27
"410070 Alto Piquiri";0;0;0;0;0;0;1;0;0;0;0;0;1
"410115 Ângulo";0;0;0;0;0;0;1;0;0;0;0;0;1
"410120 Antonina";0;0;0;0;0;0;0;0;1;0;0;0;1
"410140 Apucarana";0;0;0;0;1;7;8;4;6;1;0;0;27
"410150 Arapongas";0;0;0;0;0;4;6;3;5;0;2;0;20
"410160 Arapoti";0;0;0;0;0;1;0;1;0;0;0;0;2
"410180 Araucária";0;0;1;0;0;9;2;6;2;1;1;0;22
"410190 Assaí";0;0;0;0;0;0;0;0;0;1;0;0;1
"410200 Assis Chateaubriand";0;0;0;0;0;0;0;0;1;0;0;0;1
"410280 Bela Vista do Paraíso";0;0;0;0;0;0;0;1;0;0;0;0;1
"410302 Boa Esperança do Iguaçu";0;0;0;0;0;0;0;1;0;0;0;0;1
"410310 Bocaiúva do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"410330 Borrazópolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"410350 Califórnia";0;0;0;0;0;0;1;0;0;0;0;0;1
"410370 Cambé";0;0;0;0;0;8;3;5;2;0;1;0;19
"410380 Cambira";0;0;0;0;0;0;0;0;1;0;0;0;1
"410390 Campina da Lagoa";0;0;0;0;0;0;0;0;0;0;1;0;1
"410400 Campina Grande do Sul";0;0;0;0;1;0;1;1;1;0;0;0;4
"410420 Campo Largo";0;0;0;0;0;3;9;11;9;0;2;0;34
"410425 Campo Magro";0;0;0;0;0;1;1;0;2;0;0;0;4
"410430 Campo Mourão";0;0;0;0;0;4;3;6;6;1;0;0;20
"410440 Cândido de Abreu";0;0;0;0;0;0;0;1;0;0;0;0;1
"410450 Capanema";0;0;0;0;0;0;1;0;0;0;0;0;1
"410460 Capitão Leônidas Marques";0;0;0;0;0;0;0;1;1;0;0;0;2
"410480 Cascavel";0;1;0;0;1;29;18;12;15;9;0;0;85
"410490 Castro";0;0;0;0;0;2;2;3;1;0;0;0;8
"410510 Centenário do Sul";0;0;0;0;0;0;0;0;0;1;0;0;1
"410550 Cianorte";0;0;0;0;0;3;8;2;2;0;0;0;15
"410570 Clevelândia";0;0;0;0;0;1;0;1;0;0;0;0;2
"410580 Colombo";0;0;0;0;3;10;11;6;9;2;1;0;42
"410590 Colorado";0;0;0;0;0;0;1;0;0;0;0;0;1
"410640 Cornélio Procópio";0;0;0;0;1;4;8;4;6;2;0;0;25
"410645 Coronel Domingos Soares";0;0;0;0;0;1;0;0;0;0;0;0;1
"410650 Coronel Vivida";0;0;0;0;0;0;0;1;0;2;0;0;3
"410660 Cruzeiro do Oeste";0;0;0;0;0;2;1;1;0;1;0;0;5
"410690 Curitiba";0;0;1;2;7;153;148;114;73;44;6;2;550
"410760 Faxinal";0;0;0;0;0;0;0;1;1;0;1;0;3
"410765 Fazenda Rio Grande";0;0;0;0;0;2;0;4;2;0;0;0;8
"410773 Fernandes Pinheiro";0;0;0;0;0;0;0;1;0;0;0;0;1
"410775 Figueira";0;0;0;0;0;0;0;1;0;0;0;0;1
"410780 Floraí";0;0;0;0;0;0;1;0;0;0;0;0;1
"410830 Foz do Iguaçu";0;0;0;0;2;18;24;23;9;1;2;0;79
"410840 Francisco Beltrão";0;0;0;0;1;12;8;7;5;4;1;0;38
"410860 Goioerê";0;0;0;0;0;0;1;0;0;0;0;0;1
"410880 Guaíra";0;0;0;0;0;2;0;0;0;0;1;0;3
"410940 Guarapuava";0;0;0;0;0;9;5;5;2;2;0;0;23
"410960 Guaratuba";0;0;0;0;0;0;0;2;0;0;0;0;2
"410970 Ibaiti";0;0;0;0;0;1;0;2;0;0;0;0;3
"410980 Ibiporã";0;0;0;0;0;1;1;0;2;2;0;0;6
"411007 Imbaú";0;0;0;0;0;0;0;0;1;0;0;0;1
"411060 Iporã";0;0;0;0;0;0;0;1;0;0;0;0;1
"411070 Irati";0;0;0;0;1;0;2;2;0;0;0;0;5
"411080 Iretama";0;0;0;0;0;0;0;1;0;0;0;0;1
"411090 Itaguajé";0;0;0;0;0;0;0;1;0;0;0;0;1
"411150 Ivaiporã";0;0;0;0;0;0;0;1;0;0;0;0;1
"411155 Ivaté";0;0;0;0;0;1;0;0;0;0;0;0;1
"411170 Jaboti";0;0;0;0;0;0;1;0;0;0;0;0;1
"411180 Jacarezinho";0;0;0;0;0;3;2;3;7;1;0;0;16
"411190 Jaguapitã";0;0;0;0;0;0;0;0;2;0;0;0;2
"411200 Jaguariaíva";0;0;0;0;0;1;1;0;1;0;0;0;3
"411220 Janiópolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"411250 Jardim Alegre";0;0;0;0;0;0;0;1;0;0;0;0;1
"411280 Joaquim Távora";0;0;0;0;0;1;0;0;0;0;0;0;1
"411310 Kaloré";0;0;0;0;0;0;1;0;0;0;0;0;1
"411320 Lapa";0;0;0;0;0;1;0;0;0;0;0;0;1
"411330 Laranjeiras do Sul";0;0;0;0;0;1;0;3;3;1;0;0;8
"411345 Lindoeste";0;0;0;0;0;0;1;0;0;0;0;0;1
"411350 Loanda";0;0;0;0;0;1;0;0;0;0;0;0;1
"411370 Londrina";0;0;1;0;0;33;24;33;13;12;2;0;118
"411400 Mamborê";0;0;0;0;0;0;0;1;0;0;0;0;1
"411410 Mandaguaçu";0;0;0;0;0;0;0;1;0;0;0;0;1
"411420 Mandaguari";0;0;0;0;0;1;0;1;0;0;0;0;2
"411430 Mandirituba";0;0;0;0;0;0;1;1;0;0;0;0;2
"411440 Mangueirinha";0;0;0;0;0;0;0;0;0;1;0;0;1
"411450 Manoel Ribas";0;0;0;0;0;0;0;1;0;0;0;0;1
"411460 Marechal Cândido Rondon";0;0;0;0;0;0;0;0;1;0;0;0;1
"411480 Marialva";0;0;0;0;0;1;1;0;2;0;0;0;4
"411520 Maringá";0;0;0;1;2;46;33;27;12;8;1;0;130
"411560 Matelândia";0;0;0;0;0;2;0;0;0;0;0;0;2
"411570 Matinhos";0;0;0;0;0;0;1;0;1;0;0;0;2
"411580 Medianeira";0;0;0;0;0;1;1;1;0;0;0;0;3
"411610 Moreira Sales";0;0;0;0;0;1;0;1;0;0;1;0;3
"411620 Morretes";0;0;0;0;0;0;0;0;1;1;0;0;2
"411660 Nova América da Colina";0;0;0;0;0;0;0;1;0;0;0;0;1
"411690 Nova Esperança";0;0;0;0;0;0;0;1;0;0;0;0;1
"411730 Ortigueira";0;0;0;0;0;0;2;0;0;0;0;0;2
"411750 Paiçandu";0;0;0;0;0;0;1;2;0;0;0;0;3
"411760 Palmas";0;0;0;0;0;3;2;1;0;0;0;0;6
"411820 Paranaguá";0;0;0;0;1;9;17;28;14;5;2;0;76
"411840 Paranavaí";0;0;0;0;0;1;4;3;1;1;0;0;10
"411850 Pato Branco";0;0;0;0;1;7;5;5;5;2;0;0;25
"411860 Paula Freitas";0;0;0;0;0;0;0;1;0;0;0;0;1
"411890 Pérola";0;0;0;0;0;0;0;0;0;0;1;0;1
"411915 Pinhais";0;0;0;0;1;10;10;7;8;3;1;0;40
"411930 Pinhão";0;0;0;0;0;1;0;0;0;0;0;0;1
"411940 Piraí do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"411950 Piraquara";0;0;0;0;1;8;3;6;1;0;0;0;19
"411990 Ponta Grossa";0;0;0;0;3;15;14;18;14;6;3;0;73
"411995 Pontal do Paraná";0;0;0;0;0;0;0;0;1;0;0;0;1
"412010 Porto Amazonas";0;0;0;0;0;0;0;0;1;0;0;0;1
"412030 Porto Vitória";0;0;0;0;0;1;0;0;0;0;0;0;1
"412060 Prudentópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"412080 Quatro Barras";0;0;0;0;0;1;0;0;0;0;0;1;2
"412090 Quedas do Iguaçu";1;0;0;0;0;0;0;0;1;1;0;0;3
"412110 Quinta do Sol";0;0;0;0;0;0;0;0;1;0;0;0;1
"412120 Quitandinha";0;0;0;0;0;0;0;0;0;1;0;0;1
"412150 Rebouças";0;0;0;0;0;2;0;1;0;0;0;0;3
"412160 Renascença";0;0;0;0;0;1;0;0;2;0;0;0;3
"412170 Reserva";0;0;0;0;0;0;1;0;0;0;0;0;1
"412180 Ribeirão Claro";0;0;0;0;0;0;1;0;0;0;0;0;1
"412215 Rio Bonito do Iguaçu";0;0;0;0;0;0;1;0;0;0;0;0;1
"412220 Rio Branco do Sul";0;0;0;0;0;1;0;0;0;0;0;0;1
"412230 Rio Negro";0;0;0;0;0;0;0;1;0;0;0;0;1
"412240 Rolândia";0;0;0;0;0;5;0;3;1;1;1;0;11
"412260 Rondon";0;0;0;0;0;0;1;0;0;0;0;0;1
"412350 Santa Helena";0;0;0;0;0;0;1;0;0;0;0;0;1
"412385 Santa Maria do Oeste";0;0;0;0;0;0;1;0;0;0;0;0;1
"412390 Santa Mariana";0;0;0;0;0;0;1;0;0;0;0;0;1
"412405 Santa Terezinha de Itaipu";0;0;0;0;0;0;0;0;1;0;0;0;1
"412410 Santo Antônio da Platina";0;0;0;0;0;0;1;0;1;0;0;0;2
"412480 São João";0;0;0;0;0;1;0;0;0;0;0;0;1
"412500 São João do Ivaí";0;0;0;0;0;0;0;0;0;0;1;0;1
"412520 São Jorge d'Oeste";0;0;0;0;0;0;0;0;0;1;0;0;1
"412545 São José das Palmeiras";0;0;0;0;0;0;1;0;0;0;0;0;1
"412550 São José dos Pinhais";0;0;0;0;0;13;19;14;12;4;0;0;62
"412560 São Mateus do Sul";0;0;0;0;0;0;0;1;1;0;0;0;2
"412625 Sarandi";0;0;0;0;0;5;6;3;3;2;1;0;20
"412665 Sulina";0;0;0;0;0;0;1;0;0;0;0;0;1
"412667 Tamarana";0;0;0;0;0;0;0;0;1;0;0;0;1
"412710 Telêmaco Borba";0;0;0;0;0;2;2;1;1;1;0;0;7
"412720 Terra Boa";0;0;0;0;0;0;1;0;0;0;0;0;1
"412740 Terra Roxa";0;0;0;0;0;1;0;0;0;0;0;0;1
"412750 Tibagi";0;0;0;0;0;1;0;0;0;0;0;0;1
"412760 Tijucas do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"412770 Toledo";0;0;0;0;1;7;10;12;5;4;0;0;39
"412788 Tunas do Paraná";0;0;0;0;0;1;0;0;0;0;0;0;1
"412796 Turvo";0;0;0;0;0;1;0;0;0;0;0;0;1
"412810 Umuarama";1;0;0;0;0;1;5;5;4;3;0;0;19
"412820 União da Vitória";0;0;0;0;0;2;0;4;1;1;1;0;9
"412855 Vera Cruz do Oeste";0;0;0;0;0;0;0;1;0;0;0;0;1
"Total";3;1;3;3;29;491;466;437;290;134;35;3;1895
