 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2019
Ano Notificação: 2019
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2019
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"410010 Abatiá";0;1;0;0;0;0;0;0;0;1
"410040 Almirante Tamandaré";0;1;0;5;4;0;9;1;1;21
"410070 Alto Piquiri";0;0;0;0;0;1;0;0;0;1
"410115 Ângulo";0;0;0;1;0;0;0;0;0;1
"410120 Antonina";0;0;0;0;0;0;1;0;0;1
"410140 Apucarana";0;2;0;3;7;3;7;0;3;25
"410150 Arapongas";0;0;0;1;2;1;6;1;2;13
"410160 Arapoti";0;0;0;1;0;0;0;1;0;2
"410180 Araucária";0;3;0;3;5;2;4;1;2;20
"410190 Assaí";0;0;1;0;0;0;0;0;0;1
"410200 Assis Chateaubriand";0;0;0;0;0;0;1;0;0;1
"410280 Bela Vista do Paraíso";0;0;0;0;0;0;1;0;0;1
"410302 Boa Esperança do Iguaçu";0;1;0;0;0;0;0;0;0;1
"410330 Borrazópolis";0;0;0;1;0;0;0;0;0;1
"410350 Califórnia";0;0;0;0;0;0;0;0;1;1
"410370 Cambé";0;4;1;4;1;1;2;0;1;14
"410380 Cambira";0;0;0;1;0;0;0;0;0;1
"410390 Campina da Lagoa";0;1;0;0;0;0;0;0;0;1
"410400 Campina Grande do Sul";0;0;0;0;0;0;1;0;0;1
"410420 Campo Largo";1;2;2;1;12;0;4;0;1;23
"410425 Campo Magro";0;0;0;0;1;0;1;0;0;2
"410430 Campo Mourão";0;1;3;6;2;1;1;1;1;16
"410440 Cândido de Abreu";0;0;0;0;1;0;0;0;0;1
"410450 Capanema";0;0;0;0;0;0;1;0;0;1
"410460 Capitão Leônidas Marques";0;0;0;1;0;0;0;1;0;2
"410480 Cascavel";0;5;7;9;12;10;20;3;13;79
"410490 Castro";0;0;0;3;3;1;1;0;0;8
"410510 Centenário do Sul";0;0;0;0;0;1;0;0;0;1
"410550 Cianorte";1;1;1;1;1;1;8;0;1;15
"410570 Clevelândia";0;0;0;0;1;0;0;0;1;2
"410580 Colombo";0;2;2;4;6;10;10;2;3;39
"410590 Colorado";0;0;0;0;0;0;1;0;0;1
"410640 Cornélio Procópio";0;2;0;1;1;4;4;3;2;17
"410645 Coronel Domingos Soares";0;0;0;0;0;0;1;0;0;1
"410650 Coronel Vivida";0;1;1;0;0;0;0;0;1;3
"410660 Cruzeiro do Oeste";0;1;0;1;0;0;1;0;0;3
"410690 Curitiba";5;26;29;73;35;50;120;24;58;420
