 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2019
Ano Notificação: 2019
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2019
"Município (Res)";"Masculino";"Feminino";"Total"
"410010 Abatiá";1;0;1
"410040 Almirante Tamandaré";16;11;27
"410070 Alto Piquiri";1;0;1
"410115 Ângulo";0;1;1
"410120 Antonina";1;0;1
"410140 Apucarana";27;0;27
"410150 Arapongas";15;5;20
"410160 Arapoti";1;1;2
"410180 Araucária";16;6;22
"410190 Assaí";1;0;1
"410200 Assis Chateaubriand";1;0;1
"410280 Bela Vista do Paraíso";1;0;1
"410302 Boa Esperança do Iguaçu";0;1;1
"410310 Bocaiúva do Sul";1;0;1
"410330 Borrazópolis";1;0;1
"410350 Califórnia";1;0;1
"410370 Cambé";15;4;19
"410380 Cambira";1;0;1
"410390 Campina da Lagoa";1;0;1
"410400 Campina Grande do Sul";2;2;4
"410420 Campo Largo";25;9;34
"410425 Campo Magro";2;2;4
"410430 Campo Mourão";14;6;20
"410440 Cândido de Abreu";1;0;1
"410450 Capanema";1;0;1
"410460 Capitão Leônidas Marques";1;1;2
"410480 Cascavel";58;27;85
"410490 Castro";4;4;8
"410510 Centenário do Sul";1;0;1
"410550 Cianorte";8;7;15
"410570 Clevelândia";2;0;2
"410580 Colombo";32;10;42
"410590 Colorado";1;0;1
"410640 Cornélio Procópio";15;10;25
"410645 Coronel Domingos Soares";0;1;1
"410650 Coronel Vivida";3;0;3
"410660 Cruzeiro do Oeste";3;2;5
"410690 Curitiba";400;150;550
"410760 Faxinal";2;1;3
"410765 Fazenda Rio Grande";4;4;8
"410773 Fernandes Pinheiro";1;0;1
"410775 Figueira";1;0;1
"410780 Floraí";0;1;1
"410830 Foz do Iguaçu";49;30;79
"410840 Francisco Beltrão";20;18;38
"410860 Goioerê";1;0;1
"410880 Guaíra";0;3;3
"410940 Guarapuava";14;9;23
"410960 Guaratuba";2;0;2
"410970 Ibaiti";2;1;3
"410980 Ibiporã";6;0;6
"411007 Imbaú";0;1;1
"411060 Iporã";1;0;1
"411070 Irati";3;2;5
"411080 Iretama";0;1;1
"411090 Itaguajé";0;1;1
"411150 Ivaiporã";1;0;1
"411155 Ivaté";1;0;1
"411170 Jaboti";1;0;1
"411180 Jacarezinho";11;5;16
"411190 Jaguapitã";1;1;2
"411200 Jaguariaíva";2;1;3
"411220 Janiópolis";1;0;1
"411250 Jardim Alegre";1;0;1
"411280 Joaquim Távora";1;0;1
"411310 Kaloré";1;0;1
"411320 Lapa";1;0;1
"411330 Laranjeiras do Sul";5;3;8
"411345 Lindoeste";0;1;1
"411350 Loanda";0;1;1
"411370 Londrina";90;28;118
"411400 Mamborê";1;0;1
"411410 Mandaguaçu";0;1;1
"411420 Mandaguari";2;0;2
"411430 Mandirituba";0;2;2
"411440 Mangueirinha";0;1;1
"411450 Manoel Ribas";1;0;1
"411460 Marechal Cândido Rondon";1;0;1
"411480 Marialva";2;2;4
"411520 Maringá";97;33;130
"411560 Matelândia";1;1;2
"411570 Matinhos";1;1;2
"411580 Medianeira";1;2;3
"411610 Moreira Sales";2;1;3
"411620 Morretes";2;0;2
"411660 Nova América da Colina";1;0;1
"411690 Nova Esperança";1;0;1
"411730 Ortigueira";1;1;2
"411750 Paiçandu";2;1;3
"411760 Palmas";4;2;6
"411820 Paranaguá";47;29;76
"411840 Paranavaí";7;3;10
"411850 Pato Branco";16;9;25
"411860 Paula Freitas";1;0;1
"411890 Pérola";1;0;1
"411915 Pinhais";29;11;40
"411930 Pinhão";0;1;1
"411940 Piraí do Sul";1;0;1
"411950 Piraquara";14;5;19
"411990 Ponta Grossa";50;23;73
"411995 Pontal do Paraná";1;0;1
"412010 Porto Amazonas";0;1;1
"412030 Porto Vitória";1;0;1
"412060 Prudentópolis";0;1;1
"412080 Quatro Barras";2;0;2
"412090 Quedas do Iguaçu";1;2;3
"412110 Quinta do Sol";1;0;1
"412120 Quitandinha";1;0;1
"412150 Rebouças";2;1;3
"412160 Renascença";2;1;3
"412170 Reserva";1;0;1
"412180 Ribeirão Claro";1;0;1
"412215 Rio Bonito do Iguaçu";0;1;1
"412220 Rio Branco do Sul";1;0;1
"412230 Rio Negro";0;1;1
"412240 Rolândia";7;4;11
"412260 Rondon";1;0;1
"412350 Santa Helena";1;0;1
"412385 Santa Maria do Oeste";1;0;1
"412390 Santa Mariana";1;0;1
"412405 Santa Terezinha de Itaipu";1;0;1
"412410 Santo Antônio da Platina";2;0;2
"412480 São João";0;1;1
"412500 São João do Ivaí";0;1;1
"412520 São Jorge d'Oeste";1;0;1
"412545 São José das Palmeiras";0;1;1
"412550 São José dos Pinhais";44;18;62
"412560 São Mateus do Sul";2;0;2
"412625 Sarandi";10;10;20
"412665 Sulina";1;0;1
"412667 Tamarana";0;1;1
"412710 Telêmaco Borba";3;4;7
"412720 Terra Boa";1;0;1
"412740 Terra Roxa";1;0;1
"412750 Tibagi";1;0;1
"412760 Tijucas do Sul";0;1;1
"412770 Toledo";28;11;39
"412788 Tunas do Paraná";0;1;1
"412796 Turvo";1;0;1
"412810 Umuarama";13;6;19
"412820 União da Vitória";6;3;9
"412855 Vera Cruz do Oeste";1;0;1
"Total";1324;571;1895
