 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2017
"Município (Res)";"Masculino";"Feminino";"Total"
"500020 Água Clara";1;1;2
"500025 Alcinópolis";1;0;1
"500060 Amambaí";2;4;6
"500070 Anastácio";1;0;1
"500080 Anaurilândia";1;0;1
"500100 Aparecida do Taboado";4;0;4
"500110 Aquidauana";6;7;13
"500124 Aral Moreira";1;0;1
"500210 Bela Vista";1;2;3
"500220 Bonito";1;0;1
"500230 Brasilândia";1;0;1
"500240 Caarapó";1;0;1
"500260 Camapuã";1;0;1
"500270 Campo Grande";214;61;275
"500280 Caracol";1;0;1
"500290 Cassilândia";2;1;3
"500295 Chapadão do Sul";1;0;1
"500310 Corguinho";1;0;1
"500320 Corumbá";21;9;30
"500330 Coxim";8;2;10
"500345 Deodápolis";0;1;1
"500348 Dois Irmãos do Buriti";1;0;1
"500350 Douradina";1;0;1
"500370 Dourados";47;35;82
"500375 Eldorado";3;2;5
"500410 Guia Lopes da Laguna";0;2;2
"500430 Iguatemi";3;1;4
"500450 Itaporã";2;0;2
"500460 Itaquiraí";0;2;2
"500470 Ivinhema";1;0;1
"500500 Jardim";3;2;5
"500520 Ladário";1;0;1
"500540 Maracaju";1;2;3
"500560 Miranda";1;1;2
"500568 Mundo Novo";2;2;4
"500570 Naviraí";8;9;17
"500620 Nova Andradina";8;2;10
"500630 Paranaíba";12;6;18
"500635 Paranhos";1;0;1
"500640 Pedro Gomes";1;0;1
"500660 Ponta Porã";19;8;27
"500690 Porto Murtinho";2;1;3
"500710 Ribas do Rio Pardo";2;1;3
"500720 Rio Brilhante";4;0;4
"500740 Rio Verde de Mato Grosso";1;3;4
"500750 Rochedo";0;1;1
"500769 São Gabriel do Oeste";3;1;4
"500780 Selvíria";2;1;3
"500790 Sidrolândia";1;2;3
"500793 Sonora";1;0;1
"500795 Tacuru";0;1;1
"500800 Terenos";2;1;3
"500830 Três Lagoas";25;6;31
"500840 Vicentina";2;0;2
"Total";430;180;610
