 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso do Sul
Período:2017
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"500020 Água Clara";0;0;0;0;1;0;1;0;0;2
"500060 Amambaí";2;1;1;0;0;1;0;0;0;5
"500080 Anaurilândia";0;1;0;0;0;0;0;0;0;1
"500100 Aparecida do Taboado";0;1;0;0;0;0;1;0;2;4
"500110 Aquidauana";1;3;0;1;0;2;1;0;1;9
"500124 Aral Moreira";0;0;0;0;1;0;0;0;0;1
"500210 Bela Vista";0;0;0;0;0;0;0;1;1;2
"500230 Brasilândia";0;0;0;1;0;0;0;0;0;1
"500240 Caarapó";0;0;0;0;1;0;0;0;0;1
"500260 Camapuã";0;1;0;0;0;0;0;0;0;1
"500270 Campo Grande";2;20;20;37;24;31;42;21;33;230
"500280 Caracol";0;1;0;0;0;0;0;0;0;1
"500290 Cassilândia";0;1;0;0;0;1;0;0;0;2
"500310 Corguinho";0;0;1;0;0;0;0;0;0;1
"500320 Corumbá";2;2;0;5;2;6;7;2;1;27
"500330 Coxim";0;0;0;8;1;0;0;0;0;9
"500345 Deodápolis";0;0;0;0;0;0;1;0;0;1
"500348 Dois Irmãos do Buriti";0;1;0;0;0;0;0;0;0;1
"500350 Douradina";0;0;0;0;0;0;1;0;0;1
"500370 Dourados";1;4;2;17;6;5;13;6;5;59
"500375 Eldorado";0;2;0;2;0;0;1;0;0;5
"500410 Guia Lopes da Laguna";0;0;1;1;0;0;0;0;0;2
"500430 Iguatemi";1;0;0;1;1;1;0;0;0;4
"500450 Itaporã";0;0;0;1;0;1;0;0;0;2
"500460 Itaquiraí";0;1;0;0;0;1;0;0;0;2
"500470 Ivinhema";0;0;0;1;0;0;0;0;0;1
"500500 Jardim";0;2;1;1;0;0;0;0;0;4
"500520 Ladário";0;0;0;0;0;1;0;0;0;1
"500540 Maracaju";0;0;0;0;0;0;0;0;1;1
"500560 Miranda";0;0;0;1;0;1;0;0;0;2
"500570 Naviraí";0;5;0;5;1;1;1;1;1;15
"500620 Nova Andradina";0;3;1;1;2;1;1;0;0;9
"500630 Paranaíba";0;0;0;0;0;0;1;0;1;2
"500635 Paranhos";0;0;1;0;0;0;0;0;0;1
"500640 Pedro Gomes";0;0;0;1;0;0;0;0;0;1
"500660 Ponta Porã";1;7;1;4;0;3;5;0;2;23
"500690 Porto Murtinho";1;1;0;0;0;1;0;0;0;3
"500710 Ribas do Rio Pardo";0;0;1;0;0;0;1;0;0;2
"500720 Rio Brilhante";0;0;0;1;0;1;1;1;0;4
"500740 Rio Verde de Mato Grosso";0;1;1;1;0;0;1;0;0;4
"500750 Rochedo";0;0;0;1;0;0;0;0;0;1
"500769 São Gabriel do Oeste";0;0;0;0;0;0;1;0;0;1
"500780 Selvíria";0;0;0;0;1;0;1;0;0;2
"500790 Sidrolândia";0;0;0;3;0;0;0;0;0;3
"500793 Sonora";0;0;0;0;0;0;0;0;1;1
"500795 Tacuru";0;0;1;0;0;0;0;0;0;1
"500800 Terenos";0;0;0;1;0;0;1;0;0;2
"500830 Três Lagoas";3;4;3;6;3;4;5;0;2;30
"500840 Vicentina";0;0;0;0;0;1;1;0;0;2
"Total";14;62;35;101;44;63;88;32;51;490
