 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"500020 Água Clara";1;0;1
"500060 Amambaí";2;0;2
"500070 Anastácio";1;0;1
"500080 Anaurilândia";0;2;2
"500100 Aparecida do Taboado";1;0;1
"500110 Aquidauana";5;7;12
"500150 Bandeirantes";0;1;1
"500200 Batayporã";1;0;1
"500210 Bela Vista";1;2;3
"500230 Brasilândia";1;1;2
"500240 Caarapó";1;0;1
"500260 Camapuã";1;0;1
"500270 Campo Grande";171;72;243
"500280 Caracol";1;0;1
"500290 Cassilândia";1;1;2
"500295 Chapadão do Sul";1;0;1
"500315 Coronel Sapucaia";1;1;2
"500320 Corumbá";13;9;22
"500325 Costa Rica";5;0;5
"500330 Coxim";10;3;13
"500350 Douradina";1;1;2
"500370 Dourados";39;34;73
"500375 Eldorado";0;1;1
"500410 Guia Lopes da Laguna";1;0;1
"500430 Iguatemi";2;1;3
"500460 Itaquiraí";1;1;2
"500500 Jardim";2;2;4
"500515 Juti";1;1;2
"500540 Maracaju";2;0;2
"500560 Miranda";1;0;1
"500568 Mundo Novo";1;0;1
"500570 Naviraí";14;8;22
"500600 Nova Alvorada do Sul";0;1;1
"500620 Nova Andradina";6;4;10
"500630 Paranaíba";11;6;17
"500660 Ponta Porã";17;17;34
"500690 Porto Murtinho";1;1;2
"500710 Ribas do Rio Pardo";0;1;1
"500720 Rio Brilhante";2;1;3
"500740 Rio Verde de Mato Grosso";4;2;6
"500769 São Gabriel do Oeste";1;2;3
"500790 Sidrolândia";3;1;4
"500793 Sonora";1;0;1
"500795 Tacuru";1;0;1
"500830 Três Lagoas";17;7;24
"Total";347;191;538
