 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2019
Ano Notificação: 2019
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2019
"Município (Res)";"Masculino";"Feminino";"Total"
"430010 Agudo";0;1;1
"430030 Alecrim";1;0;1
"430040 Alegrete";9;3;12
"430057 Alto Feliz";1;0;1
"430060 Alvorada";42;32;74
"430087 Araricá";1;0;1
"430100 Arroio do Meio";1;0;1
"430105 Arroio do Sal";2;0;2
"430120 Arroio do Tigre";0;2;2
"430110 Arroio dos Ratos";0;1;1
"430130 Arroio Grande";2;0;2
"430160 Bagé";28;4;32
"430163 Balneário Pinhal";1;0;1
"430165 Barão";0;1;1
"430200 Barros Cassal";1;1;2
"430210 Bento Gonçalves";24;13;37
"430223 Boa Vista do Incra";0;2;2
"430240 Bom Retiro do Sul";1;0;1
"430250 Bossoroca";0;1;1
"430280 Caçapava do Sul";4;5;9
"430300 Cachoeira do Sul";14;4;18
"430310 Cachoeirinha";24;11;35
"430350 Camaquã";10;7;17
"430360 Cambará do Sul";1;0;1
"430390 Campo Bom";8;2;10
"430420 Candelária";1;1;2
"430435 Candiota";1;1;2
"430440 Canela";6;5;11
"430450 Canguçu";2;1;3
"430460 Canoas";73;54;127
"430463 Capão da Canoa";19;8;27
"430466 Capão do Leão";1;1;2
"430468 Capela de Santana";1;0;1
"430467 Capivari do Sul";2;0;2
"430471 Caraá";1;0;1
"430470 Carazinho";7;3;10
"430480 Carlos Barbosa";0;2;2
"430500 Catuípe";1;0;1
"430510 Caxias do Sul";80;31;111
"430520 Cerro Largo";2;0;2
"430535 Charqueadas";18;8;26
"430545 Cidreira";2;1;3
"430607 Cristal do Sul";1;0;1
"430610 Cruz Alta";14;15;29
"430640 Dois Irmãos";3;0;3
"430650 Dom Feliciano";1;0;1
"430660 Dom Pedrito";6;1;7
"430676 Eldorado do Sul";10;2;12
"430690 Encruzilhada do Sul";1;0;1
"430700 Erechim";6;10;16
"430705 Ernestina";1;0;1
"430750 Espumoso";1;1;2
"430760 Estância Velha";2;3;5
"430770 Esteio";22;11;33
"430780 Estrela";8;2;10
"430790 Farroupilha";6;3;9
"430807 Fazenda Vilanova";1;0;1
"430810 Feliz";0;2;2
"430820 Flores da Cunha";2;0;2
"430840 Formigueiro";1;0;1
"430845 Fortaleza dos Valos";0;1;1
"430850 Frederico Westphalen";0;3;3
"430860 Garibaldi";1;0;1
"430870 Gaurama";1;1;2
"430890 Getúlio Vargas";0;1;1
"430900 Giruá";1;3;4
"430910 Gramado";4;6;10
"430920 Gravataí";39;28;67
"430930 Guaíba";15;25;40
"430940 Guaporé";0;1;1
"430960 Horizontina";4;0;4
"431000 Ibirubá";2;0;2
"431010 Igrejinha";3;2;5
"431020 Ijuí";21;11;32
"431030 Ilópolis";1;0;1
"431033 Imbé";1;0;1
"431060 Itaqui";8;3;11
"431120 Júlio de Castilhos";0;1;1
"431130 Lagoa Vermelha";10;4;14
"431140 Lajeado";29;11;40
"431150 Lavras do Sul";1;0;1
"431173 Mampituba";1;1;2
"431175 Manoel Viana";0;1;1
"431177 Maquiné";2;0;2
"431180 Marau";4;3;7
"431225 Minas do Leão";0;1;1
"431240 Montenegro";15;23;38
"431250 Mostardas";0;1;1
"431261 Muitos Capões";0;1;1
"431265 Não-Me-Toque";2;0;2
"431306 Nova Hartz";1;0;1
"431330 Nova Prata";0;1;1
"431337 Nova Santa Rita";2;2;4
"431340 Novo Hamburgo";67;40;107
"431344 Novo Tiradentes";1;0;1
"431346 Novo Xingu";1;0;1
"431350 Osório";16;7;23
"431365 Palmares do Sul";1;0;1
"431370 Palmeira das Missões";5;3;8
"431390 Panambi";1;0;1
"431395 Pantano Grande";1;3;4
"431405 Parobé";5;3;8
"431410 Passo Fundo";42;16;58
"431440 Pelotas";71;60;131
"431480 Portão";2;0;2
"431490 Porto Alegre";556;352;908
"431500 Porto Lucena";2;0;2
"431510 Porto Xavier";1;0;1
"431530 Quaraí";1;2;3
"431560 Rio Grande";73;59;132
"431570 Rio Pardo";7;0;7
"431590 Rodeio Bonito";0;1;1
"431610 Ronda Alta";0;1;1
"431640 Rosário do Sul";4;4;8
"431645 Salto do Jacuí";1;0;1
"431647 Salvador das Missões";0;1;1
"431650 Salvador do Sul";1;0;1
"431660 Sananduva";0;1;1
"431670 Santa Bárbara do Sul";2;0;2
"431680 Santa Cruz do Sul";28;15;43
"431690 Santa Maria";62;34;96
"431720 Santa Rosa";14;5;19
"431730 Santa Vitória do Palmar";10;5;15
"431710 Santana do Livramento";7;3;10
"431740 Santiago";0;1;1
"431750 Santo Ângelo";14;13;27
"431760 Santo Antônio da Patrulha";9;6;15
"431800 São Borja";9;7;16
"431820 São Francisco de Paula";2;1;3
"431830 São Gabriel";3;4;7
"431840 São Jerônimo";3;4;7
"431870 São Leopoldo";49;28;77
"431880 São Lourenço do Sul";2;0;2
"431890 São Luiz Gonzaga";4;3;7
"431900 São Marcos";2;1;3
"431912 São Martinho da Serra";1;0;1
"431950 São Sebastião do Caí";2;1;3
"431960 São Sepé";0;1;1
"431990 Sapiranga";11;7;18
"432000 Sapucaia do Sul";32;15;47
"432020 Seberi";0;1;1
"432030 Selbach";1;0;1
"432040 Serafina Corrêa";1;0;1
"432055 Sertão Santana";1;0;1
"432065 Silveira Martins";1;0;1
"432070 Sobradinho";1;0;1
"432080 Soledade";5;5;10
"432100 Tapera";0;1;1
"432110 Tapes";2;3;5
"432120 Taquara";13;4;17
"432130 Taquari";1;1;2
"432135 Tavares";1;0;1
"432140 Tenente Portela";3;0;3
"432145 Teutônia";2;0;2
"432147 Tiradentes do Sul";0;1;1
"432150 Torres";3;5;8
"432160 Tramandaí";22;17;39
"432170 Três Coroas";2;1;3
"432180 Três de Maio";1;2;3
"432190 Três Passos";2;1;3
"432200 Triunfo";5;4;9
"432220 Tupanciretã";3;1;4
"432225 Tupandi";1;0;1
"432240 Uruguaiana";18;20;38
"432250 Vacaria";7;4;11
"432253 Vale do Sol";1;1;2
"432260 Venâncio Aires";8;4;12
"432270 Vera Cruz";6;4;10
"432280 Veranópolis";1;2;3
"432300 Viamão";50;28;78
"432380 Xangri-lá";5;5;10
"Total";1938;1213;3151
