 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2019
Ano Notificação: 2019
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2019
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"430010 Agudo";0;0;0;0;0;0;0;0;1;0;0;0;1
"430030 Alecrim";0;0;0;0;0;0;0;1;0;0;0;0;1
"430040 Alegrete";0;0;0;0;0;1;4;1;5;1;0;0;12
"430057 Alto Feliz";0;0;0;0;0;0;0;0;0;1;0;0;1
"430060 Alvorada";0;1;2;0;3;12;23;15;14;4;0;0;74
"430087 Araricá";0;0;0;0;0;0;1;0;0;0;0;0;1
"430100 Arroio do Meio";0;0;0;0;0;0;1;0;0;0;0;0;1
"430105 Arroio do Sal";0;0;0;0;0;0;0;1;1;0;0;0;2
"430120 Arroio do Tigre";0;0;0;0;0;1;0;0;1;0;0;0;2
"430110 Arroio dos Ratos";0;0;0;0;0;0;0;0;1;0;0;0;1
"430130 Arroio Grande";0;0;0;0;0;0;1;1;0;0;0;0;2
"430160 Bagé";0;0;0;0;0;4;7;11;7;3;0;0;32
"430163 Balneário Pinhal";0;0;0;0;0;0;0;0;1;0;0;0;1
"430165 Barão";0;0;0;0;0;0;0;0;1;0;0;0;1
"430200 Barros Cassal";0;0;0;0;0;1;1;0;0;0;0;0;2
"430210 Bento Gonçalves";0;0;0;0;1;9;6;11;6;4;0;0;37
"430223 Boa Vista do Incra";0;0;0;0;0;0;1;1;0;0;0;0;2
"430240 Bom Retiro do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"430250 Bossoroca";0;0;0;0;0;0;1;0;0;0;0;0;1
"430280 Caçapava do Sul";0;0;0;1;0;1;0;0;5;2;0;0;9
"430300 Cachoeira do Sul";0;0;0;0;0;3;4;3;3;3;1;1;18
"430310 Cachoeirinha";0;1;0;0;2;7;11;8;4;1;1;0;35
"430350 Camaquã";0;0;0;0;1;2;5;1;5;2;0;1;17
"430360 Cambará do Sul";0;0;0;0;0;1;0;0;0;0;0;0;1
"430390 Campo Bom";0;0;0;0;1;1;2;4;1;1;0;0;10
"430420 Candelária";0;0;0;0;0;1;0;1;0;0;0;0;2
"430435 Candiota";0;0;0;0;0;0;1;0;1;0;0;0;2
"430440 Canela";0;1;0;0;0;3;2;3;1;1;0;0;11
"430450 Canguçu";0;0;0;0;0;0;1;2;0;0;0;0;3
