 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso
Período:2019
"Município (Res)";"Masculino";"Feminino";"Total"
"510010 Acorizal";1;0;1
"510020 Água Boa";0;1;1
"510025 Alta Floresta";11;6;17
"510030 Alto Araguaia";4;1;5
"510040 Alto Garças";1;2;3
"510120 Araguainha";1;0;1
"510125 Araputanga";2;0;2
"510130 Arenápolis";1;1;2
"510160 Barão de Melgaço";1;0;1
"510180 Barra do Garças";6;3;9
"510190 Brasnorte";1;0;1
"510250 Cáceres";11;7;18
"510263 Campo Novo do Parecis";2;1;3
"510267 Campo Verde";8;0;8
"510268 Campos de Júlio";1;0;1
"510270 Canarana";3;2;5
"510300 Chapada dos Guimarães";3;1;4
"510305 Cláudia";0;1;1
"510320 Colíder";3;4;7
"510330 Comodoro";0;1;1
"510335 Confresa";5;1;6
"510340 Cuiabá";206;68;274
"510345 Denise";0;1;1
"510350 Diamantino";1;0;1
"510360 Dom Aquino";1;0;1
"510390 General Carneiro";1;0;1
"510410 Guarantã do Norte";5;7;12
"510420 Guiratinga";4;3;7
"510450 Indiavaí";1;0;1
"510460 Itiquira";1;0;1
"510480 Jaciara";7;6;13
"510510 Juara";3;1;4
"510515 Juína";3;2;5
"510523 Lambari D'Oeste";1;0;1
"510525 Lucas do Rio Verde";6;3;9
"510558 Marcelândia";1;0;1
"510562 Mirassol d'Oeste";1;3;4
"510590 Nobres";0;1;1
"510895 Nova Monte Verde";1;0;1
"510622 Nova Mutum";0;1;1
"510623 Nova Olímpia";2;0;2
"510630 Paranatinga";2;1;3
"510637 Pedra Preta";4;0;4
"510642 Peixoto de Azevedo";3;0;3
"510645 Planalto da Serra";2;0;2
"510650 Poconé";1;0;1
"510665 Pontal do Araguaia";1;1;2
"510675 Pontes e Lacerda";1;2;3
"510700 Poxoréo";2;1;3
"510704 Primavera do Leste";7;2;9
"510706 Querência";1;0;1
"510718 Ribeirão Cascalheira";1;0;1
"510760 Rondonópolis";104;50;154
"510770 Rosário Oeste";2;0;2
"510779 Santo Antônio do Leste";1;0;1
"510790 Sinop";52;25;77
"510792 Sorriso";23;9;32
"510795 Tangará da Serra";20;10;30
"510800 Tapurah";1;4;5
"510805 Terra Nova do Norte";1;0;1
"510810 Tesouro";0;1;1
"510835 Vale de São Domingos";1;0;1
"510840 Várzea Grande";79;34;113
"510550 Vila Bela da Santíssima Trindade";2;0;2
"Total";621;268;889
