 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2024
Ano Notificação: 2024
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2024
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"411730 Ortigueira";0;0;0;0;1;0;1;0;0;0;0;2
"411750 Paiçandu";0;0;0;0;0;2;0;0;0;0;0;2
"411760 Palmas";0;0;0;0;5;1;0;1;0;0;0;7
"411780 Palmital";0;0;0;0;0;2;1;1;0;0;0;4
"411790 Palotina";0;0;0;0;1;0;0;1;0;0;0;2
"411800 Paraíso do Norte";0;0;0;0;0;0;1;0;1;0;0;2
"411810 Paranacity";0;0;0;0;1;0;0;0;0;0;0;1
"411820 Paranaguá";0;0;0;1;10;12;22;17;14;2;0;78
"411830 Paranapoema";0;0;0;0;0;0;1;0;0;0;0;1
"411840 Paranavaí";0;0;0;1;4;1;4;4;4;0;0;18
"411850 Pato Branco";0;0;0;0;6;4;5;4;4;2;0;25
"411915 Pinhais";0;0;0;0;11;15;7;16;0;0;0;49
"411940 Piraí do Sul";0;0;0;0;0;0;0;0;1;0;0;1
"411950 Piraquara";0;0;0;1;5;5;8;7;2;2;0;30
"411960 Pitanga";0;0;0;0;0;1;1;0;0;0;0;2
"411990 Ponta Grossa";0;0;0;3;28;19;25;20;6;2;0;103
"411995 Pontal do Paraná";0;0;0;0;0;1;2;2;1;0;0;6
"412015 Porto Barreiro";0;0;0;0;0;0;1;0;0;0;0;1
"412070 Quatiguá";0;0;0;0;0;1;0;0;0;0;0;1
"412080 Quatro Barras";0;0;0;0;0;0;0;1;0;1;0;2
"412090 Quedas do Iguaçu";0;0;0;0;0;1;1;2;0;0;0;4
"412100 Querência do Norte";0;0;0;0;1;0;0;0;0;0;0;1
"412150 Rebouças";0;0;0;0;0;0;0;1;0;0;0;1
"412170 Reserva";0;0;0;0;1;1;1;3;0;0;0;6
"412175 Reserva do Iguaçu";0;0;0;0;0;1;0;0;0;0;0;1
"412200 Rio Azul";0;0;0;0;0;1;0;0;0;0;0;1
"412215 Rio Bonito do Iguaçu";0;0;0;1;0;0;0;0;0;0;0;1
"412230 Rio Negro";0;0;0;0;2;0;0;0;0;0;0;2
"412240 Rolândia";0;0;0;0;0;1;1;2;0;0;0;4
"412260 Rondon";0;0;0;0;0;0;1;0;0;0;0;1
"412340 Santa Fé";0;0;0;0;1;0;0;1;0;0;0;2
"412370 Santa Isabel do Ivaí";0;0;0;0;0;0;0;0;1;0;0;1
"412382 Santa Lúcia";0;0;0;0;1;0;0;0;0;0;0;1
"412390 Santa Mariana";0;0;0;0;0;0;1;0;0;0;0;1
"412402 Santa Tereza do Oeste";0;0;0;0;1;0;0;0;0;0;0;1
"412400 Santana do Itararé";0;0;0;0;0;1;0;0;0;0;0;1
"412410 Santo Antônio da Platina";0;0;0;0;0;0;1;0;0;0;0;1
"412430 Santo Antônio do Paraíso";0;0;0;0;1;0;0;0;0;0;0;1
"412450 Santo Inácio";0;0;0;0;0;0;1;0;0;0;0;1
"412500 São João do Ivaí";0;0;0;0;0;0;0;1;0;0;0;1
"412510 São João do Triunfo";0;0;0;0;1;0;0;0;0;0;0;1
"412550 São José dos Pinhais";0;0;0;0;19;16;17;5;3;1;0;61
"412555 São Manoel do Paraná";0;0;0;0;0;1;0;0;0;0;0;1
"412570 São Miguel do Iguaçu";0;0;0;0;1;0;0;0;0;0;0;1
"412610 São Tomé";0;0;0;0;0;0;1;0;0;0;0;1
"412625 Sarandi";0;0;0;0;2;2;3;0;1;1;0;9
"412640 Sertaneja";0;0;0;0;0;0;0;1;0;0;0;1
"412660 Siqueira Campos";0;0;0;0;0;1;0;0;0;0;0;1
"412667 Tamarana";0;0;0;0;0;2;0;0;0;0;0;2
"412680 Tapejara";0;0;0;0;0;0;1;0;0;0;0;1
"412700 Teixeira Soares";0;0;0;0;0;1;1;0;0;0;0;2
"412710 Telêmaco Borba";0;0;0;0;1;0;3;1;0;0;0;5
"412750 Tibagi";0;0;0;0;0;0;1;0;0;1;0;2
"412770 Toledo";0;0;0;1;13;11;11;7;1;0;0;44
"412800 Ubiratã";0;0;0;0;1;0;0;0;0;0;0;1
"412810 Umuarama";0;0;0;1;7;6;4;1;0;2;0;21
"412820 União da Vitória";0;0;0;0;0;1;4;2;1;0;0;8
"412855 Vera Cruz do Oeste";0;0;0;0;0;1;1;0;0;0;0;2
"412860 Verê";0;0;0;0;1;0;0;0;0;0;0;1
"412870 Vitorino";0;0;0;0;0;0;1;0;0;0;0;1
"Total";2;4;1;35;454;520;444;279;139;40;4;1922
