 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2020
Ano Notificação: 2020
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2020
"Município (Res)";"Masculino";"Feminino";"Total"
"410040 Almirante Tamandaré";14;6;20
"410110 Andirá";1;0;1
"410120 Antonina";0;1;1
"410140 Apucarana";9;3;12
"410150 Arapongas";13;4;17
"410170 Araruna";0;1;1
"410180 Araucária";12;1;13
"410200 Assis Chateaubriand";1;0;1
"410210 Astorga";0;1;1
"410280 Bela Vista do Paraíso";3;0;3
"410304 Boa Ventura de São Roque";0;1;1
"410310 Bocaiúva do Sul";1;0;1
"410335 Braganey";1;0;1
"410345 Cafelândia";1;0;1
"410370 Cambé";8;6;14
"410395 Campina do Simão";1;0;1
"410400 Campina Grande do Sul";0;1;1
"410420 Campo Largo";21;5;26
"410425 Campo Magro";0;1;1
"410430 Campo Mourão";10;9;19
"410442 Candói";2;1;3
"410445 Cantagalo";0;1;1
"410465 Carambeí";0;1;1
"410480 Cascavel";41;23;64
"410490 Castro";3;2;5
"410510 Centenário do Sul";1;1;2
"410520 Cerro Azul";0;1;1
"410540 Chopinzinho";2;0;2
"410550 Cianorte";12;5;17
"410560 Cidade Gaúcha";2;0;2
"410570 Clevelândia";2;0;2
"410580 Colombo";23;12;35
"410620 Contenda";2;0;2
"410630 Corbélia";1;0;1
"410640 Cornélio Procópio";8;2;10
"410655 Corumbataí do Sul";1;0;1
"410660 Cruzeiro do Oeste";1;0;1
"410690 Curitiba";273;85;358
"410700 Curiúva";0;1;1
"410730 Doutor Camargo";1;0;1
"410760 Faxinal";1;0;1
"410765 Fazenda Rio Grande";7;3;10
"410780 Floraí";0;1;1
"410790 Floresta";1;0;1
"410830 Foz do Iguaçu";45;22;67
"410840 Francisco Beltrão";15;6;21
"410855 Godoy Moreira";0;1;1
"410860 Goioerê";1;0;1
"410880 Guaíra";1;0;1
"410940 Guarapuava";10;7;17
"410960 Guaratuba";2;2;4
"410970 Ibaiti";0;3;3
"410975 Ibema";1;0;1
"410980 Ibiporã";3;3;6
"410990 Icaraíma";1;0;1
"411007 Imbaú";0;2;2
"411020 Inácio Martins";0;1;1
"411070 Irati";3;3;6
"411095 Itaipulândia";0;1;1
"411125 Itaperuçu";3;0;3
"411180 Jacarezinho";8;4;12
"411190 Jaguapitã";2;0;2
"411270 Jataizinho";1;0;1
"411320 Lapa";3;2;5
"411330 Laranjeiras do Sul";1;1;2
"411350 Loanda";1;0;1
"411360 Lobato";1;0;1
"411370 Londrina";74;23;97
"411410 Mandaguaçu";1;0;1
"411430 Mandirituba";2;0;2
"411460 Marechal Cândido Rondon";1;1;2
"411510 Mariluz";0;1;1
"411520 Maringá";103;23;126
"411540 Marmeleiro";0;1;1
"411570 Matinhos";4;0;4
"411580 Medianeira";0;4;4
"411590 Mirador";1;0;1
"411610 Moreira Sales";1;0;1
"411620 Morretes";2;0;2
"411690 Nova Esperança";1;0;1
"411705 Nova Laranjeiras";1;0;1
"411710 Nova Londrina";1;0;1
"411725 Nova Prata do Iguaçu";1;1;2
"411722 Nova Santa Rosa";0;1;1
"411730 Ortigueira";1;0;1
"411745 Ouro Verde do Oeste";0;1;1
"411750 Paiçandu";1;0;1
"411760 Palmas";2;0;2
"411770 Palmeira";1;0;1
"411790 Palotina";1;1;2
"411800 Paraíso do Norte";0;1;1
"411820 Paranaguá";25;13;38
"411830 Paranapoema";1;0;1
"411840 Paranavaí";8;3;11
"411850 Pato Branco";7;4;11
"411870 Paulo Frontin";0;1;1
"411900 Pérola d'Oeste";1;0;1
"411915 Pinhais";21;13;34
"411930 Pinhão";0;1;1
"411950 Piraquara";10;7;17
"411990 Ponta Grossa";39;12;51
"411995 Pontal do Paraná";1;1;2
"412060 Prudentópolis";3;0;3
"412080 Quatro Barras";1;0;1
"412100 Querência do Norte";1;0;1
"412130 Rancho Alegre";1;0;1
"412170 Reserva";1;1;2
"412180 Ribeirão Claro";1;0;1
"412220 Rio Branco do Sul";1;0;1
"412240 Rolândia";6;1;7
"412260 Rondon";1;0;1
"412320 Santa Cecília do Pavão";1;0;1
"412350 Santa Helena";0;1;1
"412405 Santa Terezinha de Itaipu";1;0;1
"412410 Santo Antônio da Platina";2;0;2
"412450 Santo Inácio";1;0;1
"412470 São Jerônimo da Serra";0;1;1
"412490 São João do Caiuá";1;0;1
"412500 São João do Ivaí";1;0;1
"412510 São João do Triunfo";1;0;1
"412550 São José dos Pinhais";33;23;56
"412570 São Miguel do Iguaçu";1;0;1
"412575 São Pedro do Iguaçu";1;0;1
"412610 São Tomé";1;0;1
"412625 Sarandi";14;7;21
"412627 Saudade do Iguaçu";1;0;1
"412667 Tamarana";1;2;3
"412680 Tapejara";0;3;3
"412700 Teixeira Soares";1;0;1
"412710 Telêmaco Borba";3;2;5
"412740 Terra Roxa";1;0;1
"412750 Tibagi";1;2;3
"412770 Toledo";22;11;33
"412800 Ubiratã";2;0;2
"412810 Umuarama";10;3;13
"412820 União da Vitória";4;2;6
"412840 Uraí";1;0;1
"412870 Vitorino";1;0;1
"412850 Wenceslau Braz";0;1;1
"410000 Município ignorado - PR";2;0;2
"Total";1018;410;1428
