 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2020
Ano Notificação: 2020
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2020
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"410040 Almirante Tamandaré";1;0;0;1;4;4;7;2;1;0;0;20
"410110 Andirá";0;0;0;0;1;0;0;0;0;0;0;1
"410120 Antonina";0;0;0;0;0;0;0;1;0;0;0;1
"410140 Apucarana";0;0;0;0;3;5;3;1;0;0;0;12
"410150 Arapongas";0;0;0;0;3;3;6;4;1;0;0;17
"410170 Araruna";0;0;0;0;0;0;0;1;0;0;0;1
"410180 Araucária";0;0;0;0;4;1;2;4;0;1;1;13
"410200 Assis Chateaubriand";0;0;0;0;0;0;0;1;0;0;0;1
"410210 Astorga";0;0;0;0;0;0;0;1;0;0;0;1
"410280 Bela Vista do Paraíso";0;0;0;0;0;0;0;2;0;1;0;3
"410304 Boa Ventura de São Roque";0;0;0;0;0;0;1;0;0;0;0;1
"410310 Bocaiúva do Sul";0;0;0;0;0;0;0;0;1;0;0;1
"410335 Braganey";0;0;0;0;0;0;1;0;0;0;0;1
"410345 Cafelândia";0;0;0;0;0;0;1;0;0;0;0;1
"410370 Cambé";0;0;0;0;4;5;3;2;0;0;0;14
"410395 Campina do Simão";0;0;0;0;0;1;0;0;0;0;0;1
"410400 Campina Grande do Sul";0;0;0;0;0;0;0;1;0;0;0;1
"410420 Campo Largo";0;0;0;1;4;8;6;6;1;0;0;26
"410425 Campo Magro";0;0;0;0;0;0;1;0;0;0;0;1
"410430 Campo Mourão";0;0;0;0;1;5;7;5;1;0;0;19
"410442 Candói";0;0;0;0;3;0;0;0;0;0;0;3
"410445 Cantagalo";0;0;0;0;0;1;0;0;0;0;0;1
"410465 Carambeí";0;0;0;0;0;0;1;0;0;0;0;1
"410480 Cascavel";0;1;0;0;21;18;10;8;3;1;2;64
"410490 Castro";0;0;0;0;1;2;0;0;2;0;0;5
"410510 Centenário do Sul";0;0;0;0;0;0;2;0;0;0;0;2
"410520 Cerro Azul";0;0;1;0;0;0;0;0;0;0;0;1
"410540 Chopinzinho";0;0;0;0;0;1;1;0;0;0;0;2
"410550 Cianorte";0;0;0;0;3;4;7;3;0;0;0;17
"410560 Cidade Gaúcha";0;0;0;0;0;1;1;0;0;0;0;2
"410570 Clevelândia";0;0;0;0;1;1;0;0;0;0;0;2
"410580 Colombo";0;0;0;1;9;10;11;3;1;0;0;35
"410620 Contenda";0;0;0;0;0;0;1;0;1;0;0;2
"410630 Corbélia";0;0;0;0;0;0;0;1;0;0;0;1
"410640 Cornélio Procópio";0;0;0;0;1;4;3;2;0;0;0;10
"410655 Corumbataí do Sul";0;0;0;0;0;0;0;0;1;0;0;1
"410660 Cruzeiro do Oeste";0;0;0;0;0;1;0;0;0;0;0;1
"410690 Curitiba";0;0;0;7;86;93;88;48;27;6;3;358
"410700 Curiúva";0;0;0;0;0;0;1;0;0;0;0;1
"410730 Doutor Camargo";0;0;0;0;0;0;0;1;0;0;0;1
"410760 Faxinal";0;0;0;0;0;0;0;1;0;0;0;1
"410765 Fazenda Rio Grande";0;0;0;0;2;1;2;4;1;0;0;10
"410780 Floraí";0;0;0;0;0;0;1;0;0;0;0;1
"410790 Floresta";0;0;0;0;0;0;1;0;0;0;0;1
"410830 Foz do Iguaçu";0;0;1;1;18;16;19;9;3;0;0;67
"410840 Francisco Beltrão";0;0;0;1;5;6;5;3;1;0;0;21
"410855 Godoy Moreira";0;0;0;0;0;0;1;0;0;0;0;1
"410860 Goioerê";0;0;0;0;1;0;0;0;0;0;0;1
"410880 Guaíra";0;0;0;0;0;0;0;1;0;0;0;1
"410940 Guarapuava";0;0;0;0;5;2;6;1;2;1;0;17
"410960 Guaratuba";0;0;0;0;1;1;1;1;0;0;0;4
"410970 Ibaiti";0;0;0;0;1;0;1;1;0;0;0;3
"410975 Ibema";0;0;0;0;0;0;1;0;0;0;0;1
"410980 Ibiporã";0;0;0;0;0;2;3;1;0;0;0;6
"410990 Icaraíma";0;0;0;0;1;0;0;0;0;0;0;1
"411007 Imbaú";0;0;0;0;0;0;1;0;1;0;0;2
"411020 Inácio Martins";0;0;0;0;0;1;0;0;0;0;0;1
"411070 Irati";0;0;0;0;2;0;1;3;0;0;0;6
"411095 Itaipulândia";0;0;0;0;0;0;1;0;0;0;0;1
"411125 Itaperuçu";1;0;0;0;1;0;1;0;0;0;0;3
"411180 Jacarezinho";0;0;0;1;1;5;1;4;0;0;0;12
"411190 Jaguapitã";0;0;0;1;0;0;0;1;0;0;0;2
"411270 Jataizinho";0;0;0;0;0;0;0;0;1;0;0;1
"411320 Lapa";0;0;0;0;1;2;1;1;0;0;0;5
"411330 Laranjeiras do Sul";0;0;0;0;0;0;1;1;0;0;0;2
