 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso
Período:2015
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"510025 Alta Floresta";1;0;1;2;0;1;0;0;0;5
"510030 Alto Araguaia";1;0;0;1;0;0;0;0;0;2
"510040 Alto Garças";0;1;0;0;0;1;0;0;0;2
"510060 Alto Taquari";0;1;0;1;0;0;0;0;0;2
"510140 Aripuanã";0;0;1;1;1;0;1;0;0;4
"510170 Barra do Bugres";0;1;0;2;0;0;0;0;0;3
"510180 Barra do Garças";0;0;2;2;1;1;1;0;0;7
"510250 Cáceres";1;2;0;2;2;1;1;1;0;10
"510263 Campo Novo do Parecis";0;1;1;1;1;0;0;0;0;4
"510267 Campo Verde";0;0;0;0;0;1;0;0;0;1
"510300 Chapada dos Guimarães";0;0;0;0;0;0;1;0;0;1
"510325 Colniza";0;0;0;0;0;0;1;0;0;1
"510335 Confresa";0;2;0;0;0;0;1;0;0;3
"510336 Conquista D'Oeste";0;0;0;1;0;0;0;0;0;1
"510337 Cotriguaçu";0;1;0;0;0;0;0;0;0;1
"510340 Cuiabá";4;13;5;29;18;27;28;16;25;165
"510343 Curvelândia";0;0;0;1;0;0;0;0;0;1
"510345 Denise";0;1;0;0;0;0;0;0;0;1
"510350 Diamantino";1;2;0;0;1;0;0;0;1;5
"510360 Dom Aquino";0;0;0;0;0;1;0;0;0;1
"510370 Feliz Natal";0;0;0;0;0;0;1;0;0;1
"510410 Guarantã do Norte";0;2;0;4;2;0;0;1;0;9
"510420 Guiratinga";0;1;0;0;0;0;0;0;0;1
"510450 Indiavaí";0;0;0;1;0;0;0;0;0;1
"510460 Itiquira";0;2;0;0;0;0;0;0;0;2
"510480 Jaciara";0;1;0;2;1;0;0;0;2;6
"510510 Juara";1;0;1;1;0;0;2;0;0;5
"510515 Juína";0;3;0;3;0;0;2;0;0;8
"510517 Juruena";0;0;0;1;0;0;0;0;0;1
"510520 Juscimeira";0;0;0;0;0;0;2;0;0;2
"510525 Lucas do Rio Verde";0;2;2;0;0;0;3;0;2;9
"510562 Mirassol d'Oeste";0;1;0;0;0;0;0;0;0;1
"510590 Nobres";0;0;0;0;0;0;1;0;0;1
"510880 Nova Guarita";0;0;0;0;1;0;0;0;0;1
"510622 Nova Mutum";0;0;1;1;1;1;2;0;0;6
"510623 Nova Olímpia";0;0;0;0;1;0;0;0;0;1
"510624 Nova Ubiratã";1;0;0;0;1;0;0;0;0;2
"510626 Novo Mundo";0;2;0;0;0;0;0;0;0;2
"510630 Paranatinga";1;0;1;2;0;0;0;1;0;5
"510642 Peixoto de Azevedo";0;2;0;2;0;0;0;0;0;4
"510665 Pontal do Araguaia";0;0;0;0;0;0;0;1;0;1
"510675 Pontes e Lacerda";0;0;1;0;0;0;0;0;0;1
"510677 Porto Alegre do Norte";0;0;0;0;0;1;1;0;0;2
"510682 Porto Esperidião";0;0;0;0;0;0;1;0;1;2
"510700 Poxoréo";0;2;0;0;0;0;0;0;1;3
"510704 Primavera do Leste";1;4;0;7;0;2;0;0;0;14
"510720 Rio Branco";0;0;0;0;1;0;0;0;0;1
"510760 Rondonópolis";7;18;1;35;8;11;30;8;14;132
"510770 Rosário Oeste";0;1;0;0;0;0;0;0;0;1
"510776 Santa Rita do Trivelato";0;0;0;1;0;0;0;0;0;1
"510779 Santo Antônio do Leste";1;0;0;0;0;0;0;0;0;1
"510710 São José dos Quatro Marcos";0;0;0;1;0;1;0;0;0;2
"510787 Sapezal";0;0;0;1;0;0;0;0;0;1
"510790 Sinop";2;7;3;7;3;5;7;4;3;41
"510792 Sorriso";0;6;1;12;2;0;0;0;0;21
"510795 Tangará da Serra";0;0;1;4;0;2;2;0;1;10
"510800 Tapurah";0;0;0;0;0;0;1;0;0;1
"510840 Várzea Grande";2;4;0;8;6;8;10;1;1;40
"510860 Vila Rica";1;0;0;0;0;0;0;0;0;1
"Total";25;83;22;136;51;64;99;33;51;564
