 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2023
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"410020 Adrianópolis";0;1;0;0;0;0;0;0;0;1
"410040 Almirante Tamandaré";0;0;2;1;1;3;4;0;0;11
"410130 Antônio Olinto";0;0;0;1;0;0;0;0;0;1
"410140 Apucarana";5;1;2;3;4;2;2;0;4;23
"410150 Arapongas";0;0;0;0;0;1;0;1;6;8
"410180 Araucária";0;1;1;2;5;2;8;1;1;21
"410330 Borrazópolis";0;0;0;0;0;0;0;0;1;1
"410345 Cafelândia";0;0;0;0;0;0;3;0;0;3
"410360 Cambará";0;0;0;0;0;1;0;0;1;2
"410370 Cambé";0;2;0;3;4;1;3;0;1;14
"410400 Campina Grande do Sul";0;0;1;2;0;0;3;0;1;7
"410420 Campo Largo";0;1;0;2;1;2;2;0;0;8
"410430 Campo Mourão";1;4;7;3;1;4;7;1;3;31
"410480 Cascavel";0;4;2;17;13;22;34;3;5;100
"410490 Castro";0;1;0;1;0;0;2;0;0;4
"410500 Catanduvas";0;0;0;1;0;0;0;0;0;1
"410510 Centenário do Sul";1;2;0;0;0;1;0;0;0;4
"410530 Céu Azul";0;0;0;0;0;0;0;0;1;1
"410550 Cianorte";1;0;2;1;0;2;1;2;1;10
"410570 Clevelândia";0;1;0;0;0;0;0;0;0;1
"410580 Colombo";0;2;1;9;1;8;8;1;1;31
"410590 Colorado";0;0;0;1;0;1;0;0;0;2
"410640 Cornélio Procópio";2;2;1;1;0;2;4;2;0;14
"410660 Cruzeiro do Oeste";0;1;1;0;0;0;0;0;0;2
"410690 Curitiba";1;22;13;47;27;40;86;22;55;313
"410720 Dois Vizinhos";0;0;0;0;0;1;0;0;0;1
"410750 Engenheiro Beltrão";0;0;0;0;0;0;0;0;1;1
"410765 Fazenda Rio Grande";0;0;0;1;0;1;0;0;0;2
"410800 Florestópolis";0;1;0;0;0;0;0;0;0;1
"410830 Foz do Iguaçu";5;5;0;10;7;12;21;8;21;89
"410832 Francisco Alves";0;0;0;0;0;1;0;0;0;1
"410840 Francisco Beltrão";0;0;3;10;3;1;9;2;2;30
"410860 Goioerê";0;1;0;0;0;0;0;0;0;1
"410880 Guaíra";0;0;0;0;0;0;0;1;1;2
"410940 Guarapuava";2;2;1;4;2;1;11;2;3;28
"410960 Guaratuba";0;1;0;4;2;3;4;0;0;14
"410965 Honório Serpa";0;0;0;0;1;0;0;0;0;1
"410970 Ibaiti";0;3;0;1;1;0;1;0;0;6
"410980 Ibiporã";0;1;0;1;0;0;2;0;0;4
"411000 Iguaraçu";0;0;0;2;0;1;2;0;1;6
"411007 Imbaú";0;1;0;0;0;0;0;0;0;1
"411010 Imbituva";0;0;0;0;0;1;0;0;0;1
"411070 Irati";0;0;0;1;0;0;2;0;1;4
"411125 Itaperuçu";0;0;0;0;0;1;0;0;0;1
"411130 Itaúna do Sul";0;0;0;0;0;0;1;0;0;1
"411150 Ivaiporã";1;0;0;1;0;1;0;0;1;4
