 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2023
"Município (Res)";"Masculino";"Feminino";"Total"
"410010 Abatiá";1;0;1
"410020 Adrianópolis";1;0;1
"410040 Almirante Tamandaré";12;6;18
"410060 Alto Paraná";1;1;2
"410080 Alvorada do Sul";1;0;1
"410130 Antônio Olinto";1;0;1
"410140 Apucarana";17;7;24
"410150 Arapongas";14;3;17
"410180 Araucária";25;10;35
"410190 Assaí";1;0;1
"410300 Boa Esperança";1;0;1
"410310 Bocaiúva do Sul";2;1;3
"410330 Borrazópolis";1;0;1
"410345 Cafelândia";2;1;3
"410360 Cambará";1;1;2
"410370 Cambé";14;5;19
"410390 Campina da Lagoa";1;0;1
"410400 Campina Grande do Sul";7;4;11
"410420 Campo Largo";22;5;27
"410430 Campo Mourão";19;12;31
"410442 Candói";1;0;1
"410480 Cascavel";61;43;104
"410490 Castro";2;2;4
"410500 Catanduvas";0;1;1
"410510 Centenário do Sul";2;2;4
"410530 Céu Azul";1;0;1
"410550 Cianorte";10;1;11
"410570 Clevelândia";1;0;1
"410580 Colombo";22;13;35
"410590 Colorado";2;0;2
"410620 Contenda";1;0;1
"410640 Cornélio Procópio";9;7;16
"410660 Cruzeiro do Oeste";1;1;2
"410690 Curitiba";339;138;477
"410720 Dois Vizinhos";0;1;1
"410730 Doutor Camargo";0;1;1
"410750 Engenheiro Beltrão";1;0;1
"410765 Fazenda Rio Grande";3;2;5
"410800 Florestópolis";2;0;2
"410830 Foz do Iguaçu";80;31;111
"410832 Francisco Alves";0;1;1
"410840 Francisco Beltrão";18;14;32
"410860 Goioerê";1;1;2
"410880 Guaíra";3;0;3
"410940 Guarapuava";21;7;28
"410960 Guaratuba";11;5;16
"410965 Honório Serpa";1;0;1
"410970 Ibaiti";8;4;12
"410980 Ibiporã";2;2;4
"411000 Iguaraçu";7;8;15
"411007 Imbaú";1;0;1
"411010 Imbituva";1;0;1
"411070 Irati";1;3;4
"411125 Itaperuçu";2;0;2
"411130 Itaúna do Sul";1;0;1
"411150 Ivaiporã";3;1;4
"411180 Jacarezinho";11;5;16
"411190 Jaguapitã";1;0;1
"411210 Jandaia do Sul";1;0;1
"411270 Jataizinho";3;0;3
"411275 Jesuítas";1;0;1
"411300 Jussara";0;1;1
"411320 Lapa";3;2;5
"411325 Laranjal";0;1;1
"411330 Laranjeiras do Sul";2;1;3
"411350 Loanda";2;0;2
"411360 Lobato";1;0;1
"411370 Londrina";88;26;114
"411410 Mandaguaçu";0;2;2
"411420 Mandaguari";1;0;1
"411430 Mandirituba";1;0;1
"411460 Marechal Cândido Rondon";1;2;3
"411480 Marialva";1;1;2
"411500 Marilena";3;0;3
"411510 Mariluz";1;1;2
"411520 Maringá";100;24;124
"411570 Matinhos";2;2;4
"411573 Mato Rico";0;1;1
"411580 Medianeira";1;1;2
"411610 Moreira Sales";0;1;1
"411620 Morretes";1;1;2
"411670 Nova Aurora";0;2;2
"411690 Nova Esperança";1;0;1
"411705 Nova Laranjeiras";2;0;2
"411710 Nova Londrina";1;1;2
"411730 Ortigueira";1;1;2
"411750 Paiçandu";1;0;1
"411760 Palmas";5;4;9
"411810 Paranacity";1;0;1
"411820 Paranaguá";50;28;78
"411840 Paranavaí";16;4;20
"411850 Pato Branco";18;13;31
"411915 Pinhais";34;18;52
"411930 Pinhão";4;2;6
"411940 Piraí do Sul";0;2;2
"411950 Piraquara";12;9;21
"411960 Pitanga";2;3;5
"411990 Ponta Grossa";55;33;88
"411995 Pontal do Paraná";1;0;1
"412000 Porecatu";1;0;1
"412050 Primeiro de Maio";1;0;1
"412060 Prudentópolis";1;1;2
"412080 Quatro Barras";3;1;4
"412090 Quedas do Iguaçu";0;2;2
"412140 Realeza";0;1;1
"412150 Rebouças";1;0;1
"412170 Reserva";0;2;2
"412215 Rio Bonito do Iguaçu";3;1;4
"412220 Rio Branco do Sul";1;1;2
"412240 Rolândia";11;0;11
"412260 Rondon";1;0;1
"412265 Rosário do Ivaí";1;0;1
"412300 Salto do Lontra";0;1;1
"412360 Santa Inês";1;0;1
"412370 Santa Isabel do Ivaí";1;1;2
"412382 Santa Lúcia";1;0;1
"412390 Santa Mariana";1;0;1
"412402 Santa Tereza do Oeste";0;1;1
"412405 Santa Terezinha de Itaipu";1;0;1
"412400 Santana do Itararé";1;0;1
"412410 Santo Antônio da Platina";2;1;3
"412510 São João do Triunfo";1;0;1
"412550 São José dos Pinhais";43;17;60
"412560 São Mateus do Sul";1;0;1
"412570 São Miguel do Iguaçu";2;1;3
"412610 São Tomé";0;1;1
"412625 Sarandi";7;2;9
"412630 Sengés";1;0;1
"412650 Sertanópolis";3;0;3
"412680 Tapejara";0;1;1
"412700 Teixeira Soares";2;1;3
"412710 Telêmaco Borba";2;0;2
"412730 Terra Rica";1;0;1
"412760 Tijucas do Sul";1;0;1
"412770 Toledo";40;23;63
"412785 Três Barras do Paraná";2;1;3
"412788 Tunas do Paraná";0;1;1
"412790 Tuneiras do Oeste";0;2;2
"412796 Turvo";1;0;1
"412810 Umuarama";18;7;25
"412820 União da Vitória";6;2;8
"412840 Uraí";1;0;1
"412855 Vera Cruz do Oeste";0;1;1
"412865 Virmond";1;0;1
"Total";1357;610;1967
