 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2021
Ano Notificação: 2021
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2021
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";2;1;3
"420050 Águas de Chapecó";1;0;1
"420060 Águas Mornas";0;3;3
"420120 Antônio Carlos";0;1;1
"420130 Araquari";3;2;5
"420140 Araranguá";11;6;17
"420165 Arvoredo";1;0;1
"420170 Ascurra";0;1;1
"420180 Atalanta";1;0;1
"420195 Balneário Arroio do Silva";3;1;4
"420205 Balneário Barra do Sul";2;1;3
"420200 Balneário Camboriú";46;15;61
"420207 Balneário Gaivota";2;1;3
"420210 Barra Velha";6;3;9
"420230 Biguaçu";24;14;38
"420240 Blumenau";65;28;93
"420243 Bocaina do Sul";2;1;3
"420245 Bombinhas";2;0;2
"420270 Botuverá";2;0;2
"420280 Braço do Norte";2;2;4
"420290 Brusque";29;12;41
"420300 Caçador";7;8;15
"420320 Camboriú";14;5;19
"420360 Campos Novos";1;2;3
"420370 Canelinha";1;0;1
"420380 Canoinhas";5;5;10
"420390 Capinzal";4;1;5
"420395 Capivari de Baixo";3;4;7
"420420 Chapecó";54;23;77
"420425 Cocal do Sul";1;1;2
"420430 Concórdia";6;2;8
"420435 Cordilheira Alta";1;0;1
"420455 Correia Pinto";1;1;2
"420460 Criciúma";47;20;67
"420480 Curitibanos";4;3;7
"420515 Doutor Pedrinho";1;0;1
"420530 Faxinal dos Guedes";1;0;1
"420540 Florianópolis";173;70;243
"420545 Forquilhinha";4;1;5
"420550 Fraiburgo";6;0;6
"420560 Galvão";2;0;2
"420570 Garopaba";7;4;11
"420580 Garuva";0;3;3
"420590 Gaspar";13;6;19
"420650 Guaramirim";5;0;5
"420670 Herval d'Oeste";3;1;4
"420700 Içara";7;7;14
"420720 Imaruí";2;0;2
"420730 Imbituba";11;2;13
"420750 Indaial";8;5;13
"420768 Ipuaçu";2;3;5
"420780 Irani";2;1;3
"420800 Itá";0;1;1
"420820 Itajaí";59;34;93
"420830 Itapema";15;6;21
"420845 Itapoá";5;1;6
"420850 Ituporanga";3;0;3
"420880 Jaguaruna";2;0;2
"420890 Jaraguá do Sul";18;6;24
"420900 Joaçaba";8;3;11
"420910 Joinville";121;55;176
"420915 José Boiteux";1;0;1
"420930 Lages";39;18;57
"420940 Laguna";7;3;10
"420950 Laurentino";1;0;1
"420960 Lauro Muller";1;0;1
"420970 Lebon Régis";1;0;1
"420990 Lontras";0;1;1
"421010 Mafra";6;4;10
"421040 Maracajá";2;0;2
"421050 Maravilha";2;0;2
"421055 Marema";1;0;1
"421060 Massaranduba";1;0;1
"421120 Morro da Fumaça";2;0;2
"421125 Morro Grande";1;0;1
"421130 Navegantes";14;11;25
"421140 Nova Erechim";0;1;1
"421150 Nova Trento";1;0;1
"421160 Nova Veneza";0;1;1
"421170 Orleans";3;3;6
"421189 Painel";1;0;1
"421190 Palhoça";38;16;54
"421210 Palmitos";0;1;1
"421225 Passo de Torres";1;1;2
"421250 Penha";8;0;8
"421290 Pinhalzinho";1;0;1
"421320 Pomerode";3;4;7
"421340 Ponte Serrada";1;0;1
"421350 Porto Belo";5;1;6
"421360 Porto União";1;1;2
"421370 Pouso Redondo";3;1;4
"421400 Presidente Getúlio";0;1;1
"421480 Rio do Sul";14;10;24
"421500 Rio Negrinho";2;1;3
"421545 Sangão";1;0;1
"421550 Santa Cecília";0;3;3
"421570 Santo Amaro da Imperatriz";3;0;3
"421580 São Bento do Sul";3;2;5
"421600 São Carlos";1;0;1
"421620 São Francisco do Sul";12;7;19
"421640 São João do Sul";1;0;1
"421650 São Joaquim";1;1;2
"421660 São José";60;35;95
"421690 São Lourenço do Oeste";1;0;1
"421720 São Miguel do Oeste";8;1;9
"421725 São Pedro de Alcântara";0;1;1
"421730 Saudades";0;1;1
"421755 Serra Alta";1;0;1
"421760 Siderópolis";0;1;1
"421770 Sombrio";4;2;6
"421780 Taió";2;3;5
"421790 Tangará";1;0;1
"421800 Tijucas";10;6;16
"421820 Timbó";5;0;5
"421850 Treze Tílias";1;0;1
"421860 Trombudo Central";0;2;2
"421870 Tubarão";22;10;32
"421890 Urubici";2;0;2
"421900 Urussanga";1;2;3
"421920 Vidal Ramos";0;1;1
"421930 Videira";2;4;6
"421950 Xanxerê";16;5;21
"421970 Xaxim";2;3;5
"420000 Município ignorado - SC";0;2;2
"Total";1152;547;1699
