 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
Ano Diagnóstico: 2021
Ano Notificação: 2021
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2021
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"420010 Abelardo Luz";2;1;0;0;0;0;3
"420050 Águas de Chapecó";1;0;0;0;0;0;1
"420060 Águas Mornas";2;0;0;1;0;0;3
"420120 Antônio Carlos";1;0;0;0;0;0;1
"420130 Araquari";4;1;0;0;0;0;5
"420140 Araranguá";16;0;0;1;0;0;17
"420165 Arvoredo";1;0;0;0;0;0;1
"420170 Ascurra";1;0;0;0;0;0;1
"420180 Atalanta";1;0;0;0;0;0;1
"420195 Balneário Arroio do Silva";4;0;0;0;0;0;4
"420205 Balneário Barra do Sul";3;0;0;0;0;0;3
"420200 Balneário Camboriú";52;5;0;4;0;0;61
"420207 Balneário Gaivota";3;0;0;0;0;0;3
"420210 Barra Velha";8;0;0;1;0;0;9
"420230 Biguaçu";32;2;0;3;0;1;38
"420240 Blumenau";83;2;1;7;0;0;93
"420243 Bocaina do Sul";3;0;0;0;0;0;3
"420245 Bombinhas";1;0;0;1;0;0;2
"420270 Botuverá";2;0;0;0;0;0;2
"420280 Braço do Norte";3;1;0;0;0;0;4
"420290 Brusque";32;3;0;6;0;0;41
"420300 Caçador";10;4;0;1;0;0;15
"420320 Camboriú";14;0;0;5;0;0;19
"420360 Campos Novos";3;0;0;0;0;0;3
"420370 Canelinha";0;1;0;0;0;0;1
"420380 Canoinhas";10;0;0;0;0;0;10
"420390 Capinzal";4;1;0;0;0;0;5
"420395 Capivari de Baixo";6;1;0;0;0;0;7
"420420 Chapecó";54;8;0;14;1;0;77
"420425 Cocal do Sul";2;0;0;0;0;0;2
"420430 Concórdia";7;0;1;0;0;0;8
"420435 Cordilheira Alta";0;0;0;1;0;0;1
"420455 Correia Pinto";2;0;0;0;0;0;2
"420460 Criciúma";58;6;1;2;0;0;67
"420480 Curitibanos";7;0;0;0;0;0;7
"420515 Doutor Pedrinho";0;0;0;1;0;0;1
"420530 Faxinal dos Guedes";1;0;0;0;0;0;1
"420540 Florianópolis";191;17;10;24;1;0;243
"420545 Forquilhinha";5;0;0;0;0;0;5
"420550 Fraiburgo";4;0;0;1;0;1;6
"420560 Galvão";2;0;0;0;0;0;2
"420570 Garopaba";7;1;0;3;0;0;11
"420580 Garuva";2;0;0;1;0;0;3
"420590 Gaspar";14;2;0;3;0;0;19
"420650 Guaramirim";2;0;1;2;0;0;5
"420670 Herval d'Oeste";3;0;1;0;0;0;4
"420700 Içara";14;0;0;0;0;0;14
"420720 Imaruí";2;0;0;0;0;0;2
"420730 Imbituba";12;1;0;0;0;0;13
"420750 Indaial";10;0;0;3;0;0;13
"420768 Ipuaçu";2;0;0;0;3;0;5
"420780 Irani";2;0;0;1;0;0;3
"420800 Itá";1;0;0;0;0;0;1
"420820 Itajaí";74;7;1;11;0;0;93
"420830 Itapema";16;1;0;4;0;0;21
"420845 Itapoá";6;0;0;0;0;0;6
"420850 Ituporanga";2;1;0;0;0;0;3
"420880 Jaguaruna";2;0;0;0;0;0;2
"420890 Jaraguá do Sul";19;1;0;4;0;0;24
"420900 Joaçaba";9;1;1;0;0;0;11
"420910 Joinville";131;16;0;29;0;0;176
"420915 José Boiteux";0;0;0;0;1;0;1
"420930 Lages";51;3;0;3;0;0;57
"420940 Laguna";7;3;0;0;0;0;10
"420950 Laurentino";1;0;0;0;0;0;1
"420960 Lauro Muller";0;0;0;1;0;0;1
"420970 Lebon Régis";0;0;0;1;0;0;1
"420990 Lontras";1;0;0;0;0;0;1
"421010 Mafra";10;0;0;0;0;0;10
"421040 Maracajá";2;0;0;0;0;0;2
"421050 Maravilha";2;0;0;0;0;0;2
"421055 Marema";0;0;0;1;0;0;1
"421060 Massaranduba";1;0;0;0;0;0;1
"421120 Morro da Fumaça";1;1;0;0;0;0;2
"421125 Morro Grande";1;0;0;0;0;0;1
"421130 Navegantes";17;1;1;6;0;0;25
"421140 Nova Erechim";0;0;0;1;0;0;1
"421150 Nova Trento";1;0;0;0;0;0;1
"421160 Nova Veneza";1;0;0;0;0;0;1
"421170 Orleans";4;2;0;0;0;0;6
"421189 Painel";1;0;0;0;0;0;1
"421190 Palhoça";45;4;0;5;0;0;54
"421210 Palmitos";1;0;0;0;0;0;1
"421225 Passo de Torres";2;0;0;0;0;0;2
"421250 Penha";8;0;0;0;0;0;8
"421290 Pinhalzinho";1;0;0;0;0;0;1
"421320 Pomerode";6;0;0;1;0;0;7
"421340 Ponte Serrada";1;0;0;0;0;0;1
"421350 Porto Belo";5;0;0;1;0;0;6
"421360 Porto União";2;0;0;0;0;0;2
"421370 Pouso Redondo";4;0;0;0;0;0;4
"421400 Presidente Getúlio";1;0;0;0;0;0;1
"421480 Rio do Sul";16;2;0;5;1;0;24
"421500 Rio Negrinho";3;0;0;0;0;0;3
"421545 Sangão";1;0;0;0;0;0;1
"421550 Santa Cecília";3;0;0;0;0;0;3
"421570 Santo Amaro da Imperatriz";3;0;0;0;0;0;3
"421580 São Bento do Sul";4;0;0;1;0;0;5
"421600 São Carlos";0;0;0;1;0;0;1
"421620 São Francisco do Sul";17;0;0;2;0;0;19
"421640 São João do Sul";1;0;0;0;0;0;1
"421650 São Joaquim";1;0;0;1;0;0;2
"421660 São José";72;7;4;11;1;0;95
"421690 São Lourenço do Oeste";1;0;0;0;0;0;1
"421720 São Miguel do Oeste";7;1;0;1;0;0;9
"421725 São Pedro de Alcântara";1;0;0;0;0;0;1
"421730 Saudades";1;0;0;0;0;0;1
"421755 Serra Alta";1;0;0;0;0;0;1
"421760 Siderópolis";1;0;0;0;0;0;1
"421770 Sombrio";4;2;0;0;0;0;6
"421780 Taió";5;0;0;0;0;0;5
"421790 Tangará";0;0;0;1;0;0;1
"421800 Tijucas";12;1;2;1;0;0;16
"421820 Timbó";3;0;0;2;0;0;5
"421850 Treze Tílias";1;0;0;0;0;0;1
"421860 Trombudo Central";2;0;0;0;0;0;2
"421870 Tubarão";24;1;1;6;0;0;32
"421890 Urubici";2;0;0;0;0;0;2
"421900 Urussanga";3;0;0;0;0;0;3
"421920 Vidal Ramos";0;0;0;1;0;0;1
"421930 Videira";4;1;0;1;0;0;6
"421950 Xanxerê";15;1;0;4;1;0;21
"421970 Xaxim";2;2;0;1;0;0;5
"420000 Município ignorado - SC";2;0;0;0;0;0;2
"Total";1354;116;25;193;9;2;1699
