 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2018
Ano Notificação: 2018
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2018
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";1;0;1
"420020 Agrolândia";0;1;1
"420050 Águas de Chapecó";1;0;1
"420055 Águas Frias";2;0;2
"420130 Araquari";5;2;7
"420140 Araranguá";16;6;22
"420150 Armazém";1;0;1
"420195 Balneário Arroio do Silva";2;1;3
"420205 Balneário Barra do Sul";0;1;1
"420200 Balneário Camboriú";43;33;76
"420207 Balneário Gaivota";2;0;2
"420210 Barra Velha";6;4;10
"420230 Biguaçu";28;17;45
"420240 Blumenau";63;25;88
"420245 Bombinhas";5;1;6
"420270 Botuverá";1;0;1
"420287 Brunópolis";0;1;1
"420290 Brusque";29;15;44
"420300 Caçador";11;7;18
"420320 Camboriú";19;10;29
"420360 Campos Novos";2;3;5
"420380 Canoinhas";1;1;2
"420390 Capinzal";1;0;1
"420395 Capivari de Baixo";3;1;4
"420400 Catanduvas";1;0;1
"420420 Chapecó";34;9;43
"420425 Cocal do Sul";3;0;3
"420430 Concórdia";2;1;3
"420440 Coronel Freitas";0;1;1
"420455 Correia Pinto";1;0;1
"420460 Criciúma";37;23;60
"420470 Cunha Porã";1;0;1
"420480 Curitibanos";1;2;3
"420500 Dionísio Cerqueira";0;1;1
"420515 Doutor Pedrinho";1;1;2
"420517 Entre Rios";0;1;1
"420520 Erval Velho";0;1;1
"420530 Faxinal dos Guedes";1;0;1
"420540 Florianópolis";223;80;303
"420545 Forquilhinha";2;2;4
"420550 Fraiburgo";1;1;2
"420570 Garopaba";4;1;5
"420580 Garuva";0;1;1
"420590 Gaspar";10;6;16
"420610 Grão Pará";1;2;3
"420630 Guabiruba";5;0;5
"420640 Guaraciaba";0;1;1
"420650 Guaramirim";2;1;3
"420670 Herval d'Oeste";7;1;8
"420690 Ibirama";2;0;2
"420700 Içara";5;4;9
"420730 Imbituba";13;2;15
"420750 Indaial";12;4;16
"420768 Ipuaçu";1;1;2
"420770 Ipumirim";1;0;1
"420775 Iraceminha";1;1;2
"420790 Irineópolis";1;0;1
"420820 Itajaí";73;43;116
"420830 Itapema";14;7;21
"420845 Itapoá";1;1;2
"420890 Jaraguá do Sul";24;4;28
"420900 Joaçaba";9;10;19
"420910 Joinville";121;51;172
"420930 Lages";28;17;45
"420940 Laguna";10;4;14
"420960 Lauro Muller";3;1;4
"420970 Lebon Régis";1;1;2
"421010 Mafra";7;3;10
"421040 Maracajá";0;1;1
"421050 Maravilha";4;0;4
"421060 Massaranduba";1;0;1
"421120 Morro da Fumaça";1;0;1
"421130 Navegantes";17;9;26
"421150 Nova Trento";1;0;1
"421170 Orleans";3;2;5
"421175 Otacílio Costa";0;1;1
"421185 Ouro Verde";1;0;1
"421190 Palhoça";49;31;80
"421200 Palma Sola";0;1;1
"421230 Paulo Lopes";0;1;1
"421250 Penha";6;2;8
"421280 Piçarras";9;0;9
"421290 Pinhalzinho";1;2;3
"421320 Pomerode";5;1;6
"421340 Ponte Serrada";2;0;2
"421350 Porto Belo";4;0;4
"421360 Porto União";3;0;3
"421380 Praia Grande";0;1;1
"421480 Rio do Sul";11;18;29
"421500 Rio Negrinho";1;0;1
"421505 Rio Rufino";1;0;1
"421510 Rodeio";0;3;3
"421545 Sangão";1;1;2
"421550 Santa Cecília";2;0;2
"421570 Santo Amaro da Imperatriz";2;0;2
"421580 São Bento do Sul";7;5;12
"421605 São Cristovão do Sul";1;0;1
"421620 São Francisco do Sul";11;9;20
"421630 São João Batista";2;4;6
"421625 São João do Oeste";2;0;2
"421650 São Joaquim";0;2;2
"421660 São José";79;36;115
"421680 São José do Cerrito";1;0;1
"421700 São Ludgero";1;0;1
"421720 São Miguel do Oeste";6;0;6
"421725 São Pedro de Alcântara";1;0;1
"421750 Seara";1;0;1
"421760 Siderópolis";2;1;3
"421770 Sombrio";4;3;7
"421800 Tijucas";13;6;19
"421820 Timbó";10;6;16
"421825 Timbó Grande";0;1;1
"421830 Três Barras";0;2;2
"421860 Trombudo Central";1;1;2
"421870 Tubarão";30;13;43
"421885 União do Oeste";0;1;1
"421890 Urubici";0;1;1
"421895 Urupema";0;1;1
"421900 Urussanga";1;0;1
"421930 Videira";6;2;8
"421950 Xanxerê";15;14;29
"421970 Xaxim";1;4;5
"421985 Zortéa";1;0;1
"Total";1227;605;1832
