 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2018
Ano Notificação: 2018
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2018
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"420010 Abelardo Luz";0;0;0;0;0;0;0;0;1;0;0;0;1
"420020 Agrolândia";0;0;0;0;0;0;1;0;0;0;0;0;1
"420050 Águas de Chapecó";0;0;0;0;0;0;1;0;0;0;0;0;1
"420055 Águas Frias";0;0;0;0;0;0;1;1;0;0;0;0;2
"420130 Araquari";0;0;0;0;0;2;2;2;1;0;0;0;7
"420140 Araranguá";1;0;1;0;1;5;4;6;2;2;0;0;22
"420150 Armazém";0;0;0;0;0;0;1;0;0;0;0;0;1
"420195 Balneário Arroio do Silva";0;0;0;0;0;1;0;1;1;0;0;0;3
"420205 Balneário Barra do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"420200 Balneário Camboriú";0;0;0;0;1;16;26;16;12;4;1;0;76
"420207 Balneário Gaivota";0;0;0;0;1;1;0;0;0;0;0;0;2
"420210 Barra Velha";0;0;0;0;1;2;3;0;2;2;0;0;10
"420230 Biguaçu";0;0;0;0;0;11;14;9;6;5;0;0;45
"420240 Blumenau";0;0;0;0;0;18;26;19;19;4;2;0;88
"420245 Bombinhas";0;0;0;0;1;2;2;0;1;0;0;0;6
"420270 Botuverá";0;0;0;0;0;0;0;1;0;0;0;0;1
"420287 Brunópolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"420290 Brusque";0;0;0;0;1;7;16;10;6;4;0;0;44
"420300 Caçador";0;0;0;0;0;4;6;5;3;0;0;0;18
"420320 Camboriú";1;0;0;0;0;9;7;8;1;3;0;0;29
"420360 Campos Novos";0;0;0;0;0;0;3;1;0;0;1;0;5
"420380 Canoinhas";0;0;0;0;0;0;0;2;0;0;0;0;2
"420390 Capinzal";0;0;0;0;0;0;1;0;0;0;0;0;1
"420395 Capivari de Baixo";0;0;0;0;0;0;2;1;1;0;0;0;4
"420400 Catanduvas";0;0;0;0;0;0;1;0;0;0;0;0;1
"420420 Chapecó";0;0;0;0;2;13;11;9;7;0;1;0;43
"420425 Cocal do Sul";0;0;0;0;0;1;1;1;0;0;0;0;3
"420430 Concórdia";0;0;0;0;0;2;1;0;0;0;0;0;3
"420440 Coronel Freitas";0;0;0;0;0;0;0;0;0;1;0;0;1
"420455 Correia Pinto";0;0;0;0;0;0;0;0;1;0;0;0;1
"420460 Criciúma";0;0;0;1;1;13;13;15;13;4;0;0;60
"420470 Cunha Porã";0;0;0;0;0;0;1;0;0;0;0;0;1
"420480 Curitibanos";0;0;0;0;1;0;0;2;0;0;0;0;3
"420500 Dionísio Cerqueira";0;0;0;0;0;1;0;0;0;0;0;0;1
"420515 Doutor Pedrinho";0;0;0;0;0;0;1;1;0;0;0;0;2
"420517 Entre Rios";0;0;0;0;0;0;1;0;0;0;0;0;1
"420520 Erval Velho";0;0;0;0;0;0;0;1;0;0;0;0;1
"420530 Faxinal dos Guedes";0;0;0;0;0;0;0;0;0;1;0;0;1
"420540 Florianópolis";0;1;1;1;4;94;86;62;32;16;6;0;303
"420545 Forquilhinha";0;0;0;0;0;1;1;2;0;0;0;0;4
"420550 Fraiburgo";0;0;0;0;0;0;1;1;0;0;0;0;2
"420570 Garopaba";0;0;0;0;0;3;1;1;0;0;0;0;5
"420580 Garuva";0;0;0;0;0;0;0;1;0;0;0;0;1
"420590 Gaspar";0;1;0;0;0;1;7;3;2;2;0;0;16
"420610 Grão Pará";0;0;0;0;0;0;2;1;0;0;0;0;3
"420630 Guabiruba";0;0;0;0;0;3;1;0;1;0;0;0;5
"420640 Guaraciaba";0;0;0;0;0;0;1;0;0;0;0;0;1
"420650 Guaramirim";0;0;0;0;0;2;0;0;1;0;0;0;3
"420670 Herval d'Oeste";0;0;0;0;0;1;0;5;1;0;1;0;8
"420690 Ibirama";0;0;0;0;0;1;1;0;0;0;0;0;2
"420700 Içara";0;0;0;0;0;3;3;1;2;0;0;0;9
"420730 Imbituba";0;0;0;0;0;1;5;4;2;1;2;0;15
"420750 Indaial";0;0;0;0;0;3;4;4;3;1;0;1;16
"420768 Ipuaçu";0;0;0;0;0;0;0;0;1;0;1;0;2
"420770 Ipumirim";0;0;0;0;0;0;0;0;1;0;0;0;1
"420775 Iraceminha";0;0;0;0;0;0;1;1;0;0;0;0;2
"420790 Irineópolis";0;0;0;0;0;0;0;0;0;1;0;0;1
"420820 Itajaí";0;0;0;1;0;21;30;32;21;10;0;1;116
"420830 Itapema";0;0;0;0;0;6;4;7;3;1;0;0;21
"420845 Itapoá";0;0;0;0;0;0;0;2;0;0;0;0;2
"420890 Jaraguá do Sul";0;0;0;0;1;4;10;6;5;1;1;0;28
"420900 Joaçaba";0;0;0;0;1;5;6;3;3;1;0;0;19
"420910 Joinville";0;0;0;1;2;49;52;33;24;7;4;0;172
"420930 Lages";0;0;0;0;1;5;19;14;3;3;0;0;45
"420940 Laguna";0;0;0;0;0;0;7;2;2;2;1;0;14
"420960 Lauro Muller";0;0;0;0;0;0;1;0;1;2;0;0;4
"420970 Lebon Régis";0;0;0;0;0;0;1;0;0;1;0;0;2
"421010 Mafra";0;1;0;0;0;3;2;1;3;0;0;0;10
"421040 Maracajá";0;0;0;0;0;0;0;0;1;0;0;0;1
"421050 Maravilha";0;0;0;0;0;2;1;1;0;0;0;0;4
"421060 Massaranduba";0;0;0;0;0;0;0;1;0;0;0;0;1
"421120 Morro da Fumaça";0;0;0;0;0;0;0;1;0;0;0;0;1
"421130 Navegantes";0;0;0;0;0;6;6;9;4;1;0;0;26
"421150 Nova Trento";0;0;0;0;0;1;0;0;0;0;0;0;1
"421170 Orleans";0;0;0;0;0;0;1;3;1;0;0;0;5
"421175 Otacílio Costa";0;0;0;0;0;0;1;0;0;0;0;0;1
"421185 Ouro Verde";0;0;0;0;0;0;0;1;0;0;0;0;1
"421190 Palhoça";0;0;0;0;1;19;29;20;6;5;0;0;80
"421200 Palma Sola";0;0;0;0;0;0;0;0;1;0;0;0;1
"421230 Paulo Lopes";0;0;0;0;0;1;0;0;0;0;0;0;1
"421250 Penha";0;0;0;0;1;1;4;2;0;0;0;0;8
"421280 Piçarras";0;0;0;0;0;1;2;2;2;2;0;0;9
"421290 Pinhalzinho";0;0;0;0;0;1;0;0;1;1;0;0;3
"421320 Pomerode";0;0;0;0;0;1;1;2;0;2;0;0;6
"421340 Ponte Serrada";0;0;0;0;0;0;1;0;0;1;0;0;2
"421350 Porto Belo";0;0;0;0;0;1;2;0;0;1;0;0;4
"421360 Porto União";0;0;0;0;0;0;1;0;2;0;0;0;3
"421380 Praia Grande";0;0;0;0;0;0;0;1;0;0;0;0;1
"421480 Rio do Sul";0;0;0;0;0;7;6;6;7;2;1;0;29
"421500 Rio Negrinho";0;0;0;0;0;0;0;0;0;1;0;0;1
"421505 Rio Rufino";0;0;0;0;0;0;0;1;0;0;0;0;1
"421510 Rodeio";0;0;0;0;0;0;1;0;0;1;1;0;3
"421545 Sangão";0;0;0;0;0;0;0;0;2;0;0;0;2
"421550 Santa Cecília";0;0;0;0;0;0;1;0;1;0;0;0;2
"421570 Santo Amaro da Imperatriz";0;0;0;0;0;1;1;0;0;0;0;0;2
"421580 São Bento do Sul";0;0;0;0;0;0;5;3;2;1;0;1;12
"421605 São Cristovão do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"421620 São Francisco do Sul";0;0;0;0;1;4;4;4;2;1;4;0;20
"421630 São João Batista";0;0;0;0;0;2;1;1;1;1;0;0;6
"421625 São João do Oeste";0;0;0;0;0;0;0;0;1;1;0;0;2
"421650 São Joaquim";0;0;0;0;0;0;1;0;1;0;0;0;2
"421660 São José";0;0;0;0;3;21;42;23;21;3;2;0;115
"421680 São José do Cerrito";0;0;0;0;0;0;0;0;1;0;0;0;1
"421700 São Ludgero";0;0;0;0;0;0;0;0;1;0;0;0;1
"421720 São Miguel do Oeste";1;0;0;0;0;3;1;1;0;0;0;0;6
"421725 São Pedro de Alcântara";0;0;0;0;0;0;1;0;0;0;0;0;1
"421750 Seara";0;0;0;0;0;0;0;1;0;0;0;0;1
"421760 Siderópolis";0;0;0;0;0;0;0;1;2;0;0;0;3
"421770 Sombrio";0;0;0;0;0;1;2;1;1;0;2;0;7
"421800 Tijucas";0;0;0;0;1;5;7;3;2;1;0;0;19
"421820 Timbó";0;0;0;0;1;5;5;0;4;1;0;0;16
"421825 Timbó Grande";0;0;0;0;0;1;0;0;0;0;0;0;1
"421830 Três Barras";0;0;0;0;0;0;0;1;0;1;0;0;2
"421860 Trombudo Central";0;0;0;0;0;0;0;2;0;0;0;0;2
"421870 Tubarão";0;0;0;0;0;5;17;8;8;4;1;0;43
"421885 União do Oeste";0;0;0;0;0;1;0;0;0;0;0;0;1
"421890 Urubici";0;0;0;0;0;0;1;0;0;0;0;0;1
"421895 Urupema";0;0;0;0;0;1;0;0;0;0;0;0;1
"421900 Urussanga";0;0;0;0;0;0;0;0;1;0;0;0;1
"421930 Videira";0;0;0;0;0;2;2;0;2;1;0;1;8
"421950 Xanxerê";0;0;1;0;0;10;12;1;5;0;0;0;29
"421970 Xaxim";0;0;0;0;0;1;2;0;2;0;0;0;5
"421985 Zortéa";0;0;0;0;0;0;0;0;1;0;0;0;1
"Total";3;3;3;4;27;418;556;397;274;111;32;4;1832
