 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2016
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";1;0;1
"420020 Agrolândia";1;0;1
"420030 Agronômica";1;0;1
"420050 Águas de Chapecó";1;0;1
"420060 Águas Mornas";1;0;1
"420125 Apiúna";0;1;1
"420130 Araquari";4;1;5
"420140 Araranguá";19;8;27
"420195 Balneário Arroio do Silva";2;6;8
"420205 Balneário Barra do Sul";1;0;1
"420200 Balneário Camboriú";58;25;83
"420207 Balneário Gaivota";1;0;1
"420210 Barra Velha";5;4;9
"420220 Benedito Novo";2;0;2
"420230 Biguaçu";19;15;34
"420240 Blumenau";63;37;100
"420245 Bombinhas";0;1;1
"420280 Braço do Norte";2;3;5
"420285 Braço do Trombudo";0;1;1
"420287 Brunópolis";0;1;1
"420290 Brusque";20;12;32
"420300 Caçador";3;2;5
"420320 Camboriú";19;10;29
"420340 Campo Belo do Sul";1;0;1
"420360 Campos Novos";3;4;7
"420370 Canelinha";1;0;1
"420380 Canoinhas";7;2;9
"420390 Capinzal";1;1;2
"420395 Capivari de Baixo";3;1;4
"420400 Catanduvas";1;1;2
"420420 Chapecó";35;15;50
"420430 Concórdia";9;3;12
"420455 Correia Pinto";1;0;1
"420450 Corupá";1;0;1
"420460 Criciúma";54;33;87
"420480 Curitibanos";5;5;10
"420500 Dionísio Cerqueira";1;1;2
"420517 Entre Rios";0;1;1
"420540 Florianópolis";235;89;324
"420545 Forquilhinha";3;3;6
"420550 Fraiburgo";2;1;3
"420560 Galvão";0;1;1
"420570 Garopaba";3;1;4
"420580 Garuva";0;2;2
"420590 Gaspar";5;2;7
"420600 Governador Celso Ramos";3;5;8
"420610 Grão Pará";1;0;1
"420630 Guabiruba";3;2;5
"420650 Guaramirim";6;1;7
"420670 Herval d'Oeste";2;4;6
"420680 Ibicaré";0;1;1
"420690 Ibirama";5;2;7
"420700 Içara";12;8;20
"420710 Ilhota";1;0;1
"420730 Imbituba";7;8;15
"420750 Indaial";8;9;17
"420757 Iomerê";1;0;1
"420765 Iporã do Oeste";1;0;1
"420768 Ipuaçu";2;0;2
"420770 Ipumirim";1;0;1
"420775 Iraceminha";1;0;1
"420780 Irani";1;0;1
"420820 Itajaí";84;46;130
"420830 Itapema";14;4;18
"420845 Itapoá";1;2;3
"420850 Ituporanga";1;0;1
"420870 Jacinto Machado";0;1;1
"420880 Jaguaruna";0;2;2
"420890 Jaraguá do Sul";32;18;50
"420900 Joaçaba";7;4;11
"420910 Joinville";140;48;188
"420915 José Boiteux";2;1;3
"420930 Lages";45;14;59
"420940 Laguna";5;5;10
"420960 Lauro Muller";1;1;2
"420970 Lebon Régis";1;1;2
"420990 Lontras";1;0;1
"421000 Luiz Alves";1;1;2
"421010 Mafra";7;2;9
"421020 Major Gercino";0;1;1
"421050 Maravilha";4;0;4
"421080 Meleiro";0;1;1
"421105 Monte Carlo";1;2;3
"421120 Morro da Fumaça";0;1;1
"421125 Morro Grande";1;0;1
"421130 Navegantes";12;8;20
"421150 Nova Trento";1;0;1
"421170 Orleans";6;3;9
"421175 Otacílio Costa";2;0;2
"421190 Palhoça";44;26;70
"421200 Palma Sola";1;0;1
"421210 Palmitos";1;2;3
"421250 Penha";7;1;8
"421270 Petrolândia";1;0;1
"421280 Piçarras";3;2;5
"421290 Pinhalzinho";1;0;1
"421320 Pomerode";7;1;8
"421335 Ponte Alta do Norte";0;1;1
"421340 Ponte Serrada";0;2;2
"421350 Porto Belo";1;3;4
"421360 Porto União";3;1;4
"421370 Pouso Redondo";1;0;1
"421380 Praia Grande";0;1;1
"421460 Rio do Oeste";1;0;1
"421480 Rio do Sul";29;16;45
"421470 Rio dos Cedros";1;1;2
"421500 Rio Negrinho";1;0;1
"421510 Rodeio";4;1;5
"421545 Sangão";2;2;4
"421550 Santa Cecília";2;1;3
"421565 Santa Rosa do Sul";0;1;1
"421570 Santo Amaro da Imperatriz";2;0;2
"421580 São Bento do Sul";7;3;10
"421600 São Carlos";1;0;1
"421605 São Cristovão do Sul";1;2;3
"421610 São Domingos";1;0;1
"421620 São Francisco do Sul";15;2;17
"421630 São João Batista";1;2;3
"421640 São João do Sul";1;0;1
"421650 São Joaquim";1;1;2
"421660 São José";85;46;131
"421680 São José do Cerrito";2;1;3
"421720 São Miguel do Oeste";2;0;2
"421740 Schroeder";0;1;1
"421750 Seara";0;1;1
"421760 Siderópolis";2;1;3
"421770 Sombrio";3;4;7
"421800 Tijucas";13;5;18
"421820 Timbó";4;4;8
"421830 Três Barras";1;0;1
"421870 Tubarão";46;15;61
"421880 Turvo";1;0;1
"421890 Urubici";1;0;1
"421900 Urussanga";1;1;2
"421910 Vargeão";1;0;1
"421915 Vargem";0;1;1
"421920 Vidal Ramos";1;1;2
"421930 Videira";3;1;4
"421950 Xanxerê";5;5;10
"421960 Xavantina";1;0;1
"421970 Xaxim";4;0;4
"Total";1334;658;1992
