 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2016
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"420010 Abelardo Luz";0;0;0;0;0;0;1;0;0;0;0;0;1
"420020 Agrolândia";0;0;0;0;0;0;0;0;1;0;0;0;1
"420030 Agronômica";0;0;0;0;0;1;0;0;0;0;0;0;1
"420050 Águas de Chapecó";0;0;0;0;0;0;0;1;0;0;0;0;1
"420060 Águas Mornas";0;0;0;0;0;0;0;1;0;0;0;0;1
"420125 Apiúna";0;0;0;0;0;0;1;0;0;0;0;0;1
"420130 Araquari";0;0;0;0;0;3;1;0;1;0;0;0;5
"420140 Araranguá";0;0;0;0;2;4;5;10;3;1;2;0;27
"420195 Balneário Arroio do Silva";0;0;0;0;0;1;2;4;1;0;0;0;8
"420205 Balneário Barra do Sul";0;0;1;0;0;0;0;0;0;0;0;0;1
"420200 Balneário Camboriú";0;0;0;0;1;22;23;20;12;5;0;0;83
"420207 Balneário Gaivota";0;0;0;0;0;0;1;0;0;0;0;0;1
"420210 Barra Velha";0;0;0;0;0;0;4;1;3;1;0;0;9
"420220 Benedito Novo";0;0;0;0;0;2;0;0;0;0;0;0;2
"420230 Biguaçu";0;0;0;0;0;8;9;10;4;3;0;0;34
"420240 Blumenau";0;0;0;1;2;30;27;20;15;5;0;0;100
"420245 Bombinhas";0;0;0;0;0;0;0;1;0;0;0;0;1
"420280 Braço do Norte";0;0;0;0;0;1;1;1;1;0;0;1;5
"420285 Braço do Trombudo";0;0;0;0;0;0;0;1;0;0;0;0;1
"420287 Brunópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"420290 Brusque";0;0;1;0;0;9;12;6;3;0;1;0;32
"420300 Caçador";0;0;0;0;0;2;2;0;1;0;0;0;5
"420320 Camboriú";0;1;0;0;0;5;11;8;4;0;0;0;29
"420340 Campo Belo do Sul";0;0;0;0;1;0;0;0;0;0;0;0;1
"420360 Campos Novos";0;0;0;0;0;2;2;2;1;0;0;0;7
"420370 Canelinha";0;0;0;0;0;1;0;0;0;0;0;0;1
"420380 Canoinhas";0;0;0;0;1;2;3;3;0;0;0;0;9
"420390 Capinzal";0;0;0;0;0;0;1;1;0;0;0;0;2
"420395 Capivari de Baixo";0;0;0;0;0;0;1;2;0;0;1;0;4
"420400 Catanduvas";0;0;0;0;1;0;0;1;0;0;0;0;2
"420420 Chapecó";0;1;0;0;0;11;13;14;7;2;2;0;50
"420430 Concórdia";0;0;0;0;0;0;5;6;1;0;0;0;12
"420455 Correia Pinto";0;0;0;0;0;0;0;1;0;0;0;0;1
"420450 Corupá";0;0;0;0;0;0;1;0;0;0;0;0;1
"420460 Criciúma";0;0;0;0;1;14;20;24;21;6;1;0;87
"420480 Curitibanos";0;0;0;0;0;2;4;1;3;0;0;0;10
"420500 Dionísio Cerqueira";0;0;0;0;0;0;0;0;1;0;1;0;2
