 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
Ano Diagnóstico: 2020
Ano Notificação: 2020
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2020
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"430005 Água Santa";1;0;0;0;0;0;1
"430010 Agudo";1;0;0;1;0;0;2
"430020 Ajuricaba";1;0;0;0;0;0;1
"430040 Alegrete";9;1;0;1;0;0;11
"430045 Alegria";0;0;0;0;0;1;1
"430057 Alto Feliz";1;0;0;0;0;0;1
"430060 Alvorada";41;13;0;6;1;1;62
"430063 Amaral Ferrador";1;0;0;0;0;0;1
"430087 Araricá";0;1;0;0;0;0;1
"430100 Arroio do Meio";1;1;0;0;0;0;2
"430105 Arroio do Sal";1;0;0;0;0;0;1
"430120 Arroio do Tigre";1;0;0;0;0;0;1
"430130 Arroio Grande";1;0;0;0;0;1;2
"430150 Augusto Pestana";1;0;0;0;0;0;1
"430160 Bagé";9;6;0;2;0;1;18
"430190 Barra do Ribeiro";2;0;0;0;0;0;2
"430200 Barros Cassal";0;0;0;1;0;0;1
"430210 Bento Gonçalves";19;4;0;3;0;0;26
"430237 Bom Progresso";0;1;1;0;0;0;2
"430280 Caçapava do Sul";1;1;0;1;0;0;3
"430300 Cachoeira do Sul";7;0;0;0;0;0;7
"430310 Cachoeirinha";15;4;0;2;0;0;21
"430340 Caiçara";1;0;0;0;0;0;1
"430350 Camaquã";13;1;0;3;0;1;18
"430380 Campinas do Sul";1;0;0;0;0;0;1
"430390 Campo Bom";9;2;0;0;0;0;11
"430435 Candiota";1;0;0;1;0;0;2
"430440 Canela";17;0;0;0;0;0;17
"430460 Canoas";83;29;0;10;0;0;122
"430463 Capão da Canoa";12;0;0;2;0;0;14
"430466 Capão do Leão";5;1;0;0;0;0;6
"430468 Capela de Santana";4;0;0;0;0;0;4
"430467 Capivari do Sul";1;0;0;0;0;0;1
"430471 Caraá";1;0;0;0;0;0;1
"430470 Carazinho";10;0;0;3;0;0;13
"430500 Catuípe";1;0;0;0;0;0;1
"430510 Caxias do Sul";56;4;0;12;0;2;74
"430512 Cerrito";1;0;0;0;0;0;1
"430535 Charqueadas";13;0;0;2;0;0;15
"430543 Chuí";1;0;0;0;0;0;1
"430545 Cidreira";1;0;0;0;0;0;1
"430590 Coronel Bicaco";1;0;0;0;0;0;1
"430610 Cruz Alta";19;1;0;4;0;0;24
"430613 Cruzaltense";1;0;0;0;0;0;1
"430640 Dois Irmãos";1;0;0;0;0;0;1
"430660 Dom Pedrito";6;1;0;0;0;0;7
"430676 Eldorado do Sul";5;1;0;0;0;0;6
"430680 Encantado";1;0;0;0;0;0;1
"430690 Encruzilhada do Sul";2;1;0;0;0;0;3
"430700 Erechim";11;1;0;3;0;0;15
"430750 Espumoso";2;0;0;0;0;0;2
"430755 Estação";1;0;0;0;0;0;1
"430760 Estância Velha";7;0;0;1;0;0;8
"430770 Esteio";15;3;0;0;1;0;19
"430780 Estrela";4;1;0;1;0;0;6
"430786 Fagundes Varela";1;0;0;0;0;0;1
"430790 Farroupilha";6;1;0;4;0;0;11
"430805 Faxinalzinho";1;0;0;0;0;0;1
"430820 Flores da Cunha";1;0;0;0;0;0;1
"430830 Fontoura Xavier";1;0;0;0;0;0;1
"430850 Frederico Westphalen";6;0;0;1;0;0;7
"430860 Garibaldi";3;0;0;0;0;0;3
"430900 Giruá";2;0;0;0;0;0;2
"430910 Gramado";1;0;0;0;0;0;1
"430920 Gravataí";45;5;0;10;0;2;62
"430930 Guaíba";16;1;0;1;0;0;18
"430940 Guaporé";1;0;0;0;0;0;1
"430710 Herval";0;1;0;0;0;1;2
"430960 Horizontina";2;0;0;0;0;0;2
"431010 Igrejinha";5;0;0;0;0;0;5
"431020 Ijuí";27;0;0;6;0;0;33
"431033 Imbé";1;0;0;0;0;0;1
"431040 Independência";0;1;0;0;0;0;1
"431053 Itaara";1;0;0;0;0;0;1
"431060 Itaqui";2;0;0;2;0;0;4
"431100 Jaguarão";1;1;0;0;0;0;2
"431120 Júlio de Castilhos";0;0;1;0;0;0;1
"431130 Lagoa Vermelha";4;0;0;1;0;0;5
"431140 Lajeado";34;2;0;0;0;0;36
"431160 Liberato Salzano";1;0;0;0;0;0;1
"431171 Maçambara";1;0;0;0;0;0;1
"431180 Marau";4;0;0;0;0;0;4
"431190 Marcelino Ramos";1;0;0;0;0;0;1
"431240 Montenegro";23;0;0;0;1;0;24
"431245 Morro Redondo";0;1;0;0;0;0;1
"431250 Mostardas";0;1;0;0;0;0;1
"431270 Nonoai";1;0;0;0;0;0;1
"431320 Nova Petrópolis";1;0;0;0;0;0;1
"431337 Nova Santa Rita";4;0;0;0;0;0;4
"431340 Novo Hamburgo";64;4;1;5;0;0;74
"431342 Novo Machado";1;0;0;0;0;0;1
"431350 Osório";10;2;0;0;0;0;12
"431370 Palmeira das Missões";9;2;0;0;1;0;12
"431390 Panambi";2;0;0;0;0;0;2
"431395 Pantano Grande";1;0;0;0;0;0;1
"431400 Paraí";0;0;0;1;0;0;1
"431405 Parobé";5;0;0;0;0;0;5
"431410 Passo Fundo";36;1;2;4;0;0;43
"431430 Pejuçara";1;0;0;0;0;0;1
"431440 Pelotas";56;18;1;3;0;0;78
"431460 Piratini";2;1;0;0;0;0;3
"431480 Portão";2;0;0;0;0;0;2
"431490 Porto Alegre";421;141;4;83;2;1;652
"431510 Porto Xavier";2;0;0;0;0;0;2
"431530 Quaraí";2;0;0;0;0;0;2
"431550 Restinga Seca";2;0;0;0;0;0;2
"431560 Rio Grande";71;10;0;8;0;0;89
"431570 Rio Pardo";2;4;0;1;0;0;7
"431580 Roca Sales";1;0;0;0;0;0;1
"431590 Rodeio Bonito";2;0;0;1;0;0;3
"431640 Rosário do Sul";9;1;0;0;0;0;10
"431645 Salto do Jacuí";0;0;0;1;0;0;1
"431680 Santa Cruz do Sul";31;6;0;6;0;0;43
"431690 Santa Maria";63;11;0;11;0;0;85
"431720 Santa Rosa";9;1;0;0;0;0;10
"431730 Santa Vitória do Palmar";12;1;1;0;0;0;14
"431700 Santana da Boa Vista";1;0;0;0;0;0;1
"431710 Santana do Livramento";11;1;0;2;0;0;14
"431740 Santiago";8;1;0;0;0;0;9
"431750 Santo Ângelo";15;1;0;0;0;0;16
"431760 Santo Antônio da Patrulha";4;0;0;0;0;0;4
"431770 Santo Antônio das Missões";2;0;0;0;0;0;2
"431800 São Borja";9;0;0;2;0;0;11
"431810 São Francisco de Assis";1;0;0;0;0;0;1
"431820 São Francisco de Paula";1;0;0;0;0;0;1
"431830 São Gabriel";13;1;0;1;0;0;15
"431840 São Jerônimo";9;0;0;0;0;0;9
"431850 São José do Norte";3;0;0;0;0;0;3
