 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Goiás
Período:2016
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"520005 Abadia de Goiás";0;0;0;0;0;0;0;1;1;0;0;0;2
"520010 Abadiânia";0;0;0;0;0;1;0;0;1;0;0;0;2
"520013 Acreúna";0;0;0;0;0;0;1;2;0;0;0;0;3
"520025 Águas Lindas de Goiás";0;0;0;0;0;2;4;1;0;0;0;0;7
"520030 Alexânia";0;0;0;0;0;0;0;1;0;0;0;0;1
"520080 Alvorada do Norte";0;0;0;0;0;0;1;0;0;0;0;0;1
"520110 Anápolis";0;0;0;1;5;16;22;7;7;1;1;0;60
"520140 Aparecida de Goiânia";1;0;0;0;4;28;30;19;8;2;1;0;93
"520170 Aragarças";0;0;0;0;0;0;0;0;0;2;0;0;2
"520235 Arenópolis";0;0;0;0;0;1;0;0;0;0;0;0;1
"520330 Bela Vista de Goiás";0;0;0;0;0;0;0;0;1;0;0;0;1
"520355 Bonfinópolis";0;0;0;0;0;1;0;0;0;0;0;0;1
"520410 Cachoeira Alta";0;0;0;0;0;0;1;0;0;0;0;0;1
"520425 Cachoeira Dourada";0;0;0;0;0;0;1;0;0;0;0;0;1
"520450 Caldas Novas";0;0;0;0;0;8;3;5;5;1;0;0;22
"520470 Campinorte";0;0;0;0;0;0;0;0;1;0;0;0;1
"520490 Campos Belos";0;0;0;0;0;0;1;0;1;0;0;0;2
"520500 Carmo do Rio Verde";0;0;0;0;0;1;1;0;0;0;0;0;2
"520510 Catalão";0;0;0;0;0;3;5;1;2;0;0;0;11
"520545 Cezarina";0;0;0;0;0;0;0;1;0;0;0;0;1
"520549 Cidade Ocidental";0;0;0;0;0;0;2;1;0;0;0;0;3
"520551 Cocalzinho de Goiás";0;0;0;0;0;0;0;1;0;0;0;0;1
"520552 Colinas do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"520580 Corumbá de Goiás";0;0;0;0;0;0;0;1;0;0;0;0;1
"520590 Corumbaíba";0;0;0;0;0;0;0;0;0;1;0;0;1
"520620 Cristalina";0;0;0;0;0;2;0;0;0;0;0;0;2
"520640 Crixás";0;0;0;0;0;0;0;0;0;1;0;0;1
"520740 Edéia";0;0;0;0;0;0;0;1;0;0;0;0;1
"520753 Faina";0;0;0;0;0;1;0;0;0;0;0;0;1
"520800 Formosa";0;0;0;0;0;2;2;1;1;1;0;0;7
"520840 Goianápolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"520860 Goianésia";0;0;0;0;0;0;2;2;1;0;0;0;5
"520870 Goiânia";0;2;1;0;11;134;110;92;46;18;3;1;418
"520880 Goianira";0;0;0;0;0;1;2;1;3;0;0;0;7
"520890 Goiás";0;0;0;0;0;1;0;0;0;0;0;0;1
"520910 Goiatuba";0;0;0;0;0;0;0;1;1;1;0;0;3
"520920 Guapó";1;0;0;0;0;0;0;0;1;0;0;0;2
"520970 Hidrolândia";0;0;0;0;0;1;0;1;1;0;0;0;3
"520995 Indiara";0;0;0;0;0;1;0;1;0;0;0;0;2
"521000 Inhumas";0;0;0;0;0;1;3;0;1;1;0;0;6
"521010 Ipameri";0;0;0;0;0;1;1;2;0;0;0;0;4
"521015 Ipiranga de Goiás";0;0;0;0;0;1;0;0;0;0;0;0;1
"521040 Itaberaí";0;0;0;0;0;0;2;0;1;0;0;0;3
"521056 Itaguari";0;0;0;0;0;1;0;0;0;0;0;0;1
"521150 Itumbiara";0;0;0;0;2;10;5;10;4;1;1;1;34
"521170 Jandaia";0;0;0;0;0;0;1;0;0;0;0;0;1
"521180 Jaraguá";0;0;0;0;0;0;3;1;0;0;0;0;4
"521190 Jataí";0;0;0;0;1;5;14;6;5;0;1;0;32
"521210 Joviânia";0;0;0;0;0;0;0;0;1;0;0;0;1
"521220 Jussara";0;0;0;0;1;0;0;0;0;0;0;0;1
"521250 Luziânia";1;0;0;0;0;3;3;5;0;0;0;0;12
"521280 Mara Rosa";0;0;0;0;0;1;1;0;0;0;0;0;2
"521310 Mineiros";0;0;0;0;0;0;2;2;1;2;0;0;7
"521375 Montividiu";0;0;0;0;0;0;1;0;0;0;0;0;1
"521380 Morrinhos";0;0;0;0;0;1;1;2;1;1;0;0;6
"521400 Mozarlândia";0;0;0;0;0;0;1;1;0;0;0;0;2
"521440 Nazário";0;0;0;0;0;0;2;1;0;0;0;0;3
"521450 Nerópolis";0;0;0;0;0;0;0;2;0;0;0;0;2
"521460 Niquelândia";0;0;0;0;0;0;0;1;0;0;0;0;1
"521500 Nova Veneza";0;0;0;0;0;0;0;0;1;0;0;0;1
"521523 Novo Gama";0;0;0;0;0;3;1;1;3;0;0;0;8
"521530 Orizona";0;0;0;0;0;0;0;0;0;1;0;0;1
"521550 Ouvidor";0;0;0;0;0;0;1;0;0;0;0;0;1
"521560 Padre Bernardo";0;0;0;0;0;0;3;1;0;0;0;0;4
"521570 Palmeiras de Goiás";0;0;0;0;1;1;1;0;0;0;0;0;3
"521590 Palminópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"521640 Paraúna";0;0;0;0;0;0;0;1;0;0;0;0;1
"521645 Perolândia";0;0;0;0;0;1;0;0;1;0;0;0;2
"521710 Piracanjuba";0;0;0;0;0;0;1;0;0;0;0;0;1
"521720 Piranhas";0;0;0;0;0;0;1;0;0;1;0;0;2
"521730 Pirenópolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"521760 Planaltina";0;0;0;0;0;2;1;1;0;0;0;0;4
"521770 Pontalina";0;0;0;0;0;0;1;0;0;0;0;0;1
"521800 Porangatu";0;0;0;0;0;0;1;0;0;1;1;0;3
"521810 Portelândia";0;0;0;0;0;0;0;0;1;0;0;0;1
"521830 Posse";0;0;0;0;0;0;0;0;1;0;0;0;1
"521860 Rialma";0;0;0;0;0;0;1;0;0;0;0;0;1
"521870 Rianápolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"521880 Rio Verde";0;0;0;0;0;6;12;9;2;2;0;0;31
"521890 Rubiataba";0;0;0;0;0;0;1;1;0;0;0;0;2
"521930 Santa Helena de Goiás";0;0;0;0;0;2;0;0;0;0;0;0;2
"521975 Santo Antônio do Descoberto";0;0;0;0;0;1;1;1;0;0;0;0;3
"522010 São Luís de Montes Belos";0;0;0;0;0;1;1;0;0;0;0;0;2
"522040 São Simão";0;0;0;0;0;0;2;0;0;0;0;0;2
"522045 Senador Canedo";0;0;0;0;1;3;4;2;2;1;0;0;13
"522108 Teresina de Goiás";0;0;0;0;0;1;0;0;0;0;0;0;1
"522119 Terezópolis de Goiás";0;0;0;0;0;0;0;0;0;2;0;0;2
"522140 Trindade";0;0;0;0;0;5;3;4;3;0;0;0;15
"522150 Turvânia";0;0;0;0;0;0;0;1;0;0;0;0;1
"522160 Uruaçu";0;0;0;0;0;1;1;1;1;1;0;0;5
"522185 Valparaíso de Goiás";0;0;0;0;0;2;8;2;2;0;0;0;14
"522200 Vianópolis";0;0;0;0;0;0;1;0;0;0;0;0;1
"Total";3;2;1;1;26;257;277;201;112;42;8;2;932
